,Name,Party,State,Bill:,Congress-Session:,Category
0,Herman Lehlbach,Republican Party,New Jersey,HRes 17,51- 1,Primary
1,Robert Kenneth Dornan,Republican Party,California,HJRes 93,102- 1,Primary
2,William Orton,Democratic Party,Utah,HJRes 123,103- 1,Primary
3,Dana T. Rohrabacher,Republican Party,California,HJRes 104,108- 2,Primary
4,John T. Doolittle,Republican Party,California,HJRes 109,104- 1,Primary
5,Ken S. Calvert,Republican Party,California,HJRes 109,104- 1,Cosponsor
6,Robert Kenneth Dornan,Republican Party,California,HJRes 109,104- 1,Cosponsor
7,Stephen Horn,Republican Party,California,HJRes 109,104- 1,Cosponsor
8,Carlos John Moorhead,Republican Party,California,HJRes 109,104- 1,Cosponsor
9,Edward R. Royce,Republican Party,California,HJRes 109,104- 1,Cosponsor
10,Christopher H. Shays,Republican Party,Connecticut,HJRes 109,104- 1,Cosponsor
11,Helen Chenoweth-Hage,Republican Party,Idaho,HJRes 109,104- 1,Cosponsor
12,William O. Lipinski,Democratic Party,Illinois,HJRes 109,104- 1,Cosponsor
13,Melton D. Hancock,Republican Party,Missouri,HJRes 109,104- 1,Cosponsor
14,James V. Hansen,Republican Party,Utah,HJRes 109,104- 1,Cosponsor
15,Jesse Louis Jackson Jr.,Democratic Party,Illinois,HJRes 30,108- 1,Primary
16,Raúl M. Grijalva,Democratic Party,Arizona,HJRes 30,108- 1,Cosponsor
17,Barbara Lee,Democratic Party,California,HJRes 30,108- 1,Cosponsor
18,Bob Filner,Democratic Party,California,HJRes 30,108- 1,Cosponsor
19,Diane E. Watson,Democratic Party,California,HJRes 30,108- 1,Cosponsor
20,Juanita Millender-McDonald,Democratic Party,California,HJRes 30,108- 1,Cosponsor
21,Maxine Waters,Democratic Party,California,HJRes 30,108- 1,Cosponsor
22,Peter Deutsch,Democratic Party,Florida,HJRes 30,108- 1,Cosponsor
23,Alcee L. Hastings,Democratic Party,Florida,HJRes 30,108- 1,Cosponsor
24,Kendrick Brett Meek,Democratic Party,Florida,HJRes 30,108- 1,Cosponsor
25,Sanford D. Bishop Jr.,Democratic Party,Georgia,HJRes 30,108- 1,Cosponsor
26,Bobby L. Rush,Democratic Party,Illinois,HJRes 30,108- 1,Cosponsor
27,Janice D. Schakowsky,Democratic Party,Illinois,HJRes 30,108- 1,Cosponsor
28,Danny K. Davis,Democratic Party,Illinois,HJRes 30,108- 1,Cosponsor
29,Luis V. Gutiérrez,Democratic Party,Illinois,HJRes 30,108- 1,Cosponsor
30,Julia M. Carson,Democratic Party,Indiana,HJRes 30,108- 1,Cosponsor
31,Elijah E. Cummings,Democratic Party,Maryland,HJRes 30,108- 1,Cosponsor
32,John Conyers Jr.,Democratic Party,Michigan,HJRes 30,108- 1,Cosponsor
33,Carolyn Cheeks Kilpatrick,Democratic Party,Michigan,HJRes 30,108- 1,Cosponsor
34,Bennie G. Thompson,Democratic Party,Mississippi,HJRes 30,108- 1,Cosponsor
35,Wm. Lacy Clay Jr.,Democratic Party,Missouri,HJRes 30,108- 1,Cosponsor
36,Donald M. Payne,Democratic Party,New Jersey,HJRes 30,108- 1,Cosponsor
37,Maurice D. Hinchey,Democratic Party,New York,HJRes 30,108- 1,Cosponsor
38,Edolphus Towns,Democratic Party,New York,HJRes 30,108- 1,Cosponsor
39,Melvin L. Watt,Democratic Party,North Carolina,HJRes 30,108- 1,Cosponsor
40,Dennis J. Kucinich,Democratic Party,Ohio,HJRes 30,108- 1,Cosponsor
41,Stephanie Tubbs Jones,Democratic Party,Ohio,HJRes 30,108- 1,Cosponsor
42,Tim J. Ryan,Democratic Party,Ohio,HJRes 30,108- 1,Cosponsor
43,Chaka Fattah,Democratic Party,Pennsylvania,HJRes 30,108- 1,Cosponsor
44,Patrick Joseph Kennedy,Democratic Party,Rhode Island,HJRes 30,108- 1,Cosponsor
45,James E. Clyburn,Democratic Party,South Carolina,HJRes 30,108- 1,Cosponsor
46,Sheila Jackson Lee,Democratic Party,Texas,HJRes 30,108- 1,Cosponsor
47,Donna M. Christensen,Democratic Party,Virgin Islands,HJRes 30,108- 1,Cosponsor
48,Robert C. Scott,Democratic Party,Virginia,HJRes 30,108- 1,Cosponsor
49,Eleanor Holmes Norton,Democratic Party,the District of Columbia,HJRes 30,108- 1,Cosponsor
50,John T. Doolittle,Republican Party,California,HJRes 16,107- 1,Primary
51,Ken S. Calvert,Republican Party,California,HJRes 16,107- 1,Cosponsor
52,Virgil H. Goode Jr.,Republican Party,Virginia,HJRes 16,107- 1,Cosponsor
53,John T. Doolittle,Republican Party,California,HJRes 171,103- 1,Primary
54,Spencer Thomas Bachus III,Republican Party,Alabama,HJRes 171,103- 1,Cosponsor
55,Robert Stump,Republican Party,Arizona,HJRes 171,103- 1,Cosponsor
56,William P. Baker,Republican Party,California,HJRes 171,103- 1,Cosponsor
57,Robert Kenneth Dornan,Republican Party,California,HJRes 171,103- 1,Cosponsor
58,Carlos John Moorhead,Republican Party,California,HJRes 171,103- 1,Cosponsor
59,Jack Kingston,Republican Party,Georgia,HJRes 171,103- 1,Cosponsor
60,William O. Lipinski,Democratic Party,Illinois,HJRes 171,103- 1,Cosponsor
61,John Edward Porter,Republican Party,Illinois,HJRes 171,103- 1,Cosponsor
62,Philip M. Crane,Republican Party,Illinois,HJRes 171,103- 1,Cosponsor
63,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 171,103- 1,Cosponsor
64,Bill Barrett,Republican Party,Nebraska,HJRes 171,103- 1,Cosponsor
65,Gerald Brooks Hunt Solomon,Republican Party,New York,HJRes 171,103- 1,Cosponsor
66,Michael G. Oxley,Republican Party,Ohio,HJRes 171,103- 1,Cosponsor
67,Floyd Spence,Republican Party,South Carolina,HJRes 171,103- 1,Cosponsor
68,John J. Duncan Jr.,Republican Party,Tennessee,HJRes 171,103- 1,Cosponsor
69,Richard K. Armey,Republican Party,Texas,HJRes 171,103- 1,Cosponsor
70,Mark Adam Foley,Republican Party,Florida,HJRes 26,105- 1,Primary
71,H. L. Callahan,Republican Party,Alabama,HJRes 26,105- 1,Cosponsor
72,Don E. Young,Republican Party,Alaska,HJRes 26,105- 1,Cosponsor
73,Ken S. Calvert,Republican Party,California,HJRes 26,105- 1,Cosponsor
74,John T. Doolittle,Republican Party,California,HJRes 26,105- 1,Cosponsor
75,Howard P. McKeon,Republican Party,California,HJRes 26,105- 1,Cosponsor
76,Dana T. Rohrabacher,Republican Party,California,HJRes 26,105- 1,Cosponsor
77,Edward R. Royce,Republican Party,California,HJRes 26,105- 1,Cosponsor
78,Jay Kim,Republican Party,California,HJRes 26,105- 1,Cosponsor
79,Christopher H. Shays,Republican Party,Connecticut,HJRes 26,105- 1,Cosponsor
80,David J. Weldon Jr.,Republican Party,Florida,HJRes 26,105- 1,Cosponsor
81,E. Clay Shaw Jr.,Republican Party,Florida,HJRes 26,105- 1,Cosponsor
82,Tillie K. Fowler,Republican Party,Florida,HJRes 26,105- 1,Cosponsor
83,Michael Allen Collins,Republican Party,Georgia,HJRes 26,105- 1,Cosponsor
84,Nathan Deal,Republican Party,Georgia,HJRes 26,105- 1,Cosponsor
85,Helen Chenoweth-Hage,Republican Party,Idaho,HJRes 26,105- 1,Cosponsor
86,Anne Meagher Northup,Republican Party,Kentucky,HJRes 26,105- 1,Cosponsor
87,Richard Hugh Baker,Republican Party,Louisiana,HJRes 26,105- 1,Cosponsor
88,James O. McCrery III,Republican Party,Louisiana,HJRes 26,105- 1,Cosponsor
89,Jo Ann H. Emerson,Republican Party,Missouri,HJRes 26,105- 1,Cosponsor
90,Douglas K. Bereuter,Republican Party,Nebraska,HJRes 26,105- 1,Cosponsor
91,Howard Coble,Republican Party,North Carolina,HJRes 26,105- 1,Cosponsor
92,Richard M. Burr,Republican Party,North Carolina,HJRes 26,105- 1,Cosponsor
93,Ronald E. Paul,Republican Party,Texas,HJRes 26,105- 1,Cosponsor
94,Virgil H. Goode Jr.,Democratic Party,Virginia,HJRes 26,105- 1,Cosponsor
95,Bob W. Goodlatte,Republican Party,Virginia,HJRes 26,105- 1,Cosponsor
96,Jack Metcalf,Republican Party,Washington,HJRes 26,105- 1,Cosponsor
97,Scott L. Klug,Republican Party,Wisconsin,HJRes 26,105- 1,Cosponsor
98,F. James Sensenbrenner Jr.,Republican Party,Wisconsin,HJRes 26,105- 1,Cosponsor
99,Bob Barr,Republican Party,Georgia,HJRes 4,105- 1,Primary
100,Major R. Owens,Democratic Party,New York,HJRes 65,102- 1,Primary
101,John Ashcroft,Republican Party,Missouri,SJRes 36,104- 1,Primary
102,George Hanks Brown,Republican Party,Colorado,SJRes 36,104- 1,Cosponsor
103,H. Morgan Griffith,Republican Party,Virginia,HJRes 46,112- 1,Primary
104,David B. McKinley,Republican Party,West Virginia,HJRes 46,112- 1,Cosponsor
105,William Orton,Democratic Party,Utah,HJRes 504,102- 2,Primary
106,John W. Cox Jr.,Democratic Party,Illinois,HJRes 504,102- 2,Cosponsor
107,Jesse Louis Jackson Jr.,Democratic Party,Illinois,HJRes 31,107- 1,Primary
108,Earl F. Hilliard,Democratic Party,Alabama,HJRes 31,107- 1,Cosponsor
109,Barbara Lee,Democratic Party,California,HJRes 31,107- 1,Cosponsor
110,Maxine Waters,Democratic Party,California,HJRes 31,107- 1,Cosponsor
111,George Miller,Democratic Party,California,HJRes 31,107- 1,Cosponsor
112,Juanita Millender-McDonald,Democratic Party,California,HJRes 31,107- 1,Cosponsor
113,Diane E. Watson,Democratic Party,California,HJRes 31,107- 1,Cosponsor
114,Tom Lantos,Democratic Party,California,HJRes 31,107- 1,Cosponsor
115,Corrine Brown,Democratic Party,Florida,HJRes 31,107- 1,Cosponsor
116,John R. Lewis,Democratic Party,Georgia,HJRes 31,107- 1,Cosponsor
117,Cynthia McKinney,Democratic Party,Georgia,HJRes 31,107- 1,Cosponsor
118,Danny K. Davis,Democratic Party,Illinois,HJRes 31,107- 1,Cosponsor
119,Bobby L. Rush,Democratic Party,Illinois,HJRes 31,107- 1,Cosponsor
120,Julia M. Carson,Democratic Party,Indiana,HJRes 31,107- 1,Cosponsor
121,John Conyers Jr.,Democratic Party,Michigan,HJRes 31,107- 1,Cosponsor
122,Bennie G. Thompson,Democratic Party,Mississippi,HJRes 31,107- 1,Cosponsor
123,Donald M. Payne,Democratic Party,New Jersey,HJRes 31,107- 1,Cosponsor
124,Maurice D. Hinchey,Democratic Party,New York,HJRes 31,107- 1,Cosponsor
125,Major R. Owens,Democratic Party,New York,HJRes 31,107- 1,Cosponsor
126,Nydia M. Velázquez,Democratic Party,New York,HJRes 31,107- 1,Cosponsor
127,Edolphus Towns,Democratic Party,New York,HJRes 31,107- 1,Cosponsor
128,Eva Clayton,Democratic Party,North Carolina,HJRes 31,107- 1,Cosponsor
129,Melvin L. Watt,Democratic Party,North Carolina,HJRes 31,107- 1,Cosponsor
130,Stephanie Tubbs Jones,Democratic Party,Ohio,HJRes 31,107- 1,Cosponsor
131,Dennis J. Kucinich,Democratic Party,Ohio,HJRes 31,107- 1,Cosponsor
132,Chaka Fattah,Democratic Party,Pennsylvania,HJRes 31,107- 1,Cosponsor
133,Aníbal Acevedo-Vilá,Popular Democratic Party,Puerto Rico,HJRes 31,107- 1,Cosponsor
134,Sheila Jackson Lee,Democratic Party,Texas,HJRes 31,107- 1,Cosponsor
135,Donna M. Christensen,Democratic Party,Virgin Islands,HJRes 31,107- 1,Cosponsor
136,Eleanor Holmes Norton,Democratic Party,the District of Columbia,HJRes 31,107- 1,Cosponsor
137,Edward Patrick Boland,Democratic Party,Massachusetts,HJRes 11,91- 1,Primary
138,Spessard Lindsey Holland,Democratic Party,Florida,SJRes 126,86- 1,Primary
139,Edward Lewis Bartlett,Democratic Party,Alaska,SJRes 126,86- 1,Cosponsor
140,Ernest Gruening,Democratic Party,Alaska,SJRes 126,86- 1,Cosponsor
141,Carl Trumbull Hayden,Democratic Party,Arizona,SJRes 126,86- 1,Cosponsor
142,John Little McClellan,Democratic Party,Arkansas,SJRes 126,86- 1,Cosponsor
143,Thomas Henry Kuchel,Republican Party,California,SJRes 126,86- 1,Cosponsor
144,Clair Engle,Democratic Party,California,SJRes 126,86- 1,Cosponsor
145,Gordon Llewellyn Allott,Republican Party,Colorado,SJRes 126,86- 1,Cosponsor
146,Thomas Joseph Dodd,Democratic Party,Connecticut,SJRes 126,86- 1,Cosponsor
147,Prescott Sheldon Bush,Republican Party,Connecticut,SJRes 126,86- 1,Cosponsor
148,Joseph Allen Frear Jr.,Democratic Party,Delaware,SJRes 126,86- 1,Cosponsor
149,George Armistead Smathers,Democratic Party,Florida,SJRes 126,86- 1,Cosponsor
150,Frank Forrester Church,Democratic Party,Idaho,SJRes 126,86- 1,Cosponsor
151,Everett McKinley Dirksen,Republican Party,Illinois,SJRes 126,86- 1,Cosponsor
152,Rupert Vance Hartke,Democratic Party,Indiana,SJRes 126,86- 1,Cosponsor
153,Thomas Ellsworth Martin,Republican Party,Iowa,SJRes 126,86- 1,Cosponsor
154,Frank Carlson,Republican Party,Kansas,SJRes 126,86- 1,Cosponsor
155,Andrew Frank Schoeppel,Republican Party,Kansas,SJRes 126,86- 1,Cosponsor
156,John Sherman Cooper,Republican Party,Kentucky,SJRes 126,86- 1,Cosponsor
157,Thruston Ballard Morton,Republican Party,Kentucky,SJRes 126,86- 1,Cosponsor
158,Russell Billiu Long,Democratic Party,Louisiana,SJRes 126,86- 1,Cosponsor
159,James Glenn Beall,Republican Party,Maryland,SJRes 126,86- 1,Cosponsor
160,Leverett Saltonstall,Republican Party,Massachusetts,SJRes 126,86- 1,Cosponsor
161,Patrick Vincent McNamara,Democratic Party,Michigan,SJRes 126,86- 1,Cosponsor
162,Eugene Joseph McCarthy,Democratic Party,Minnesota,SJRes 126,86- 1,Cosponsor
163,Hubert Horatio Humphrey Jr.,Democratic Party,Minnesota,SJRes 126,86- 1,Cosponsor
164,Michael Joseph Mansfield,Democratic Party,Montana,SJRes 126,86- 1,Cosponsor
165,James Edward Murray,Democratic Party,Montana,SJRes 126,86- 1,Cosponsor
166,Carl Thomas Curtis,Republican Party,Nebraska,SJRes 126,86- 1,Cosponsor
167,Roman Lee Hruska,Republican Party,Nebraska,SJRes 126,86- 1,Cosponsor
168,Alan Harvey Bible,Democratic Party,Nevada,SJRes 126,86- 1,Cosponsor
169,Howard Walter Cannon,Democratic Party,Nevada,SJRes 126,86- 1,Cosponsor
170,Clifford Philip Case,Republican Party,New Jersey,SJRes 126,86- 1,Cosponsor
171,Harrison Arlington Williams Jr.,Democratic Party,New Jersey,SJRes 126,86- 1,Cosponsor
172,Clinton Presba Anderson,Democratic Party,New Mexico,SJRes 126,86- 1,Cosponsor
173,Kenneth Barnard Keating,Republican Party,New York,SJRes 126,86- 1,Cosponsor
174,Milton Ruben Young,Republican Party,North Dakota,SJRes 126,86- 1,Cosponsor
175,Frank John Lausche,Democratic Party,Ohio,SJRes 126,86- 1,Cosponsor
176,Robert Samuel Kerr,Democratic Party,Oklahoma,SJRes 126,86- 1,Cosponsor
177,Almer Stillwell Mike Monroney,Democratic Party,Oklahoma,SJRes 126,86- 1,Cosponsor
178,Wayne Lyman Morse,Democratic Party,Oregon,SJRes 126,86- 1,Cosponsor
179,Hugh Doggett Scott Jr.,Republican Party,Pennsylvania,SJRes 126,86- 1,Cosponsor
180,Joseph Sill Clark,Democratic Party,Pennsylvania,SJRes 126,86- 1,Cosponsor
181,Theodore Francis Green,Democratic Party,Rhode Island,SJRes 126,86- 1,Cosponsor
182,John Orlando Pastore,Democratic Party,Rhode Island,SJRes 126,86- 1,Cosponsor
183,Carey Estes Kefauver,Democratic Party,Tennessee,SJRes 126,86- 1,Cosponsor
184,Lyndon Baines Johnson,Democratic Party,Texas,SJRes 126,86- 1,Cosponsor
185,Winston Lewis Prouty,Republican Party,Vermont,SJRes 126,86- 1,Cosponsor
186,Warren Grant Magnuson,Democratic Party,Washington,SJRes 126,86- 1,Cosponsor
187,Henry Martin Jackson,Democratic Party,Washington,SJRes 126,86- 1,Cosponsor
188,Robert C. Byrd,Democratic Party,West Virginia,SJRes 126,86- 1,Cosponsor
189,Jennings Randolph,Democratic Party,West Virginia,SJRes 126,86- 1,Cosponsor
190,Alexander Wiley,Republican Party,Wisconsin,SJRes 126,86- 1,Cosponsor
191,Gale William McGee,Democratic Party,Wyoming,SJRes 126,86- 1,Cosponsor
192,Joseph Christopher O’Mahoney,Democratic Party,Wyoming,SJRes 126,86- 1,Cosponsor
193,Victor Herbert Fazio Jr.,Democratic Party,California,HJRes 450,101- 1,Primary
194,James Henry Quillen,Republican Party,Tennessee,HJRes 61,101- 1,Primary
195,Jon Tester,Democratic Party,Montana,SJRes 18,113- 1,Primary
196,Mark Begich,Democratic Party,Alaska,SJRes 18,113- 1,Cosponsor
197,Christopher S. Murphy,Democratic Party,Connecticut,SJRes 18,113- 1,Cosponsor
198,Edward J. Markey,Democratic Party,Massachusetts,SJRes 18,113- 1,Cosponsor
199,John E. Walsh,Democratic Party,Montana,SJRes 18,113- 1,Cosponsor
200,Sheldon Whitehouse,Democratic Party,Rhode Island,SJRes 18,113- 1,Cosponsor
201,Mark Adam Foley,Republican Party,Florida,HJRes 41,109- 1,Primary
202,Christopher H. Shays,Republican Party,Connecticut,HJRes 41,109- 1,Cosponsor
203,Nathan Deal,Republican Party,Georgia,HJRes 41,109- 1,Cosponsor
204,Virginia Foxx,Republican Party,North Carolina,HJRes 41,109- 1,Cosponsor
205,Ronald E. Paul,Republican Party,Texas,HJRes 46,109- 1,Primary
206,Michael Bilirakis,Republican Party,Florida,HJRes 46,109- 1,Cosponsor
207,Nathan Deal,Republican Party,Georgia,HJRes 46,109- 1,Cosponsor
208,Virgil H. Goode Jr.,Republican Party,Virginia,HJRes 46,109- 1,Cosponsor
209,George William Norris,Republican Party,Nebraska,SJRes 22,68- 1,Primary
210,Edward R. Royce,Republican Party,California,HJRes 18,105- 1,Primary
211,Bob W. Goodlatte,Republican Party,Virginia,HJRes 18,105- 1,Cosponsor
212,José E. Serrano,Democratic Party,New York,HJRes 42,104- 1,Primary
213,James Robert Williams,Democratic Party,Illinois,HRes 9,51- 1,Primary
214,Mitch McConnell,Republican Party,Kentucky,SJRes 23,104- 1,Primary
215,Harry M. Reid,Democratic Party,Nevada,SJRes 23,104- 1,Cosponsor
216,Norman David Shumway,Republican Party,California,HJRes 81,101- 1,Primary
217,Tom Bevill,Democratic Party,Alabama,HJRes 81,101- 1,Cosponsor
218,William Louis Dickinson,Republican Party,Alabama,HJRes 81,101- 1,Cosponsor
219,Jon Kyl,Republican Party,Arizona,HJRes 81,101- 1,Cosponsor
220,Robert Stump,Republican Party,Arizona,HJRes 81,101- 1,Cosponsor
221,Robert Kenneth Dornan,Republican Party,California,HJRes 81,101- 1,Cosponsor
222,Ron Packard,Republican Party,California,HJRes 81,101- 1,Cosponsor
223,Alfred A. McCandless,Republican Party,California,HJRes 81,101- 1,Cosponsor
224,William M. Thomas,Republican Party,California,HJRes 81,101- 1,Cosponsor
225,Carlos John Moorhead,Republican Party,California,HJRes 81,101- 1,Cosponsor
226,William Edwin Dannemeyer,Republican Party,California,HJRes 81,101- 1,Cosponsor
227,Jerry Lewis,Republican Party,California,HJRes 81,101- 1,Cosponsor
228,Elton W. Gallegly,Republican Party,California,HJRes 81,101- 1,Cosponsor
229,C. Christopher Cox,Republican Party,California,HJRes 81,101- 1,Cosponsor
230,Thomas F. Lewis,Republican Party,Florida,HJRes 81,101- 1,Cosponsor
231,Andrew Poysell Ireland,Republican Party,Florida,HJRes 81,101- 1,Cosponsor
232,Michael Bilirakis,Republican Party,Florida,HJRes 81,101- 1,Cosponsor
233,Bill McCollum,Republican Party,Florida,HJRes 81,101- 1,Cosponsor
234,Craig T. James,Republican Party,Florida,HJRes 81,101- 1,Cosponsor
235,Earl Dewitt Hutto,Democratic Party,Florida,HJRes 81,101- 1,Cosponsor
236,Newton Leroy Gingrich,Republican Party,Georgia,HJRes 81,101- 1,Cosponsor
237,Larry E. Craig,Republican Party,Idaho,HJRes 81,101- 1,Cosponsor
238,Harris W. Fawell,Republican Party,Illinois,HJRes 81,101- 1,Cosponsor
239,John Edward Porter,Republican Party,Illinois,HJRes 81,101- 1,Cosponsor
240,Henry John Hyde,Republican Party,Illinois,HJRes 81,101- 1,Cosponsor
241,William O. Lipinski,Democratic Party,Illinois,HJRes 81,101- 1,Cosponsor
242,Dan L. Burton,Republican Party,Indiana,HJRes 81,101- 1,Cosponsor
243,John Thomas Myers,Republican Party,Indiana,HJRes 81,101- 1,Cosponsor
244,Robert Russell Whittaker,Republican Party,Kansas,HJRes 81,101- 1,Cosponsor
245,Jim Bunning,Republican Party,Kentucky,HJRes 81,101- 1,Cosponsor
246,James O. McCrery III,Republican Party,Louisiana,HJRes 81,101- 1,Cosponsor
247,Helen Delich Bentley,Republican Party,Maryland,HJRes 81,101- 1,Cosponsor
248,Paul B. Henry,Republican Party,Michigan,HJRes 81,101- 1,Cosponsor
249,William S. Broomfield,Republican Party,Michigan,HJRes 81,101- 1,Cosponsor
250,Arlan Ingehart Stangeland,Republican Party,Minnesota,HJRes 81,101- 1,Cosponsor
251,John Vincent Weber,Republican Party,Minnesota,HJRes 81,101- 1,Cosponsor
252,Gillespie V. Montgomery,Democratic Party,Mississippi,HJRes 81,101- 1,Cosponsor
253,Larkin I. Smith,Republican Party,Mississippi,HJRes 81,101- 1,Cosponsor
254,Norvell William Emerson,Republican Party,Missouri,HJRes 81,101- 1,Cosponsor
255,Melton D. Hancock,Republican Party,Missouri,HJRes 81,101- 1,Cosponsor
256,Virginia Dodd Smith,Republican Party,Nebraska,HJRes 81,101- 1,Cosponsor
257,Douglas K. Bereuter,Republican Party,Nebraska,HJRes 81,101- 1,Cosponsor
258,H. James Saxton,Republican Party,New Jersey,HJRes 81,101- 1,Cosponsor
259,Dean Anderson Gallo,Republican Party,New Jersey,HJRes 81,101- 1,Cosponsor
260,Gerald Brooks Hunt Solomon,Republican Party,New York,HJRes 81,101- 1,Cosponsor
261,James T. Walsh,Republican Party,New York,HJRes 81,101- 1,Cosponsor
262,Cass Ballenger,Republican Party,North Carolina,HJRes 81,101- 1,Cosponsor
263,Walter Beaman Jones Sr.,Democratic Party,North Carolina,HJRes 81,101- 1,Cosponsor
264,Clarence E. Miller,Republican Party,Ohio,HJRes 81,101- 1,Cosponsor
265,Douglas Earl Applegate,Democratic Party,Ohio,HJRes 81,101- 1,Cosponsor
266,Chalmers Pangburn Wylie,Republican Party,Ohio,HJRes 81,101- 1,Cosponsor
267,Michael G. Oxley,Republican Party,Ohio,HJRes 81,101- 1,Cosponsor
268,Marvin Henry Edwards,Republican Party,Oklahoma,HJRes 81,101- 1,Cosponsor
269,Dennis Alan Smith,Republican Party,Oregon,HJRes 81,101- 1,Cosponsor
270,Elmer Greinert Shuster,Republican Party,Pennsylvania,HJRes 81,101- 1,Cosponsor
271,William Floyd Clinger Jr.,Republican Party,Pennsylvania,HJRes 81,101- 1,Cosponsor
272,Floyd Spence,Republican Party,South Carolina,HJRes 81,101- 1,Cosponsor
273,Arthur Ravenel Jr.,Republican Party,South Carolina,HJRes 81,101- 1,Cosponsor
274,Donald Kenneth Sundquist,Republican Party,Tennessee,HJRes 81,101- 1,Cosponsor
275,Bill Archer,Republican Party,Texas,HJRes 81,101- 1,Cosponsor
276,Joe Linus Barton,Republican Party,Texas,HJRes 81,101- 1,Cosponsor
277,Richard K. Armey,Republican Party,Texas,HJRes 81,101- 1,Cosponsor
278,Charles W. Stenholm,Democratic Party,Texas,HJRes 81,101- 1,Cosponsor
279,James V. Hansen,Republican Party,Utah,HJRes 81,101- 1,Cosponsor
280,Howard Curtis Nielson,Republican Party,Utah,HJRes 81,101- 1,Cosponsor
281,Tom Bliley,Republican Party,Virginia,HJRes 81,101- 1,Cosponsor
282,Daniel French Slaughter Jr.,Republican Party,Virginia,HJRes 81,101- 1,Cosponsor
283,Sidney Wallace Morrison,Republican Party,Washington,HJRes 81,101- 1,Cosponsor
284,Thomas E. Petri,Republican Party,Wisconsin,HJRes 81,101- 1,Cosponsor
285,Ronald E. Paul,Republican Party,Texas,HJRes 42,108- 1,Primary
286,Terry Everett,Republican Party,Alabama,HJRes 42,108- 1,Cosponsor
287,Thomas G. Tancredo,Republican Party,Colorado,HJRes 42,108- 1,Cosponsor
