,Name,Party,State,Bill:,Congress-Session:,Category
336,Barbara Lee,Democratic Party,California,HJRes 48,114- 1,Cosponsor
337,Mark DeSaulnier,Democratic Party,California,HJRes 48,114- 1,Cosponsor
338,Ted Lieu,Democratic Party,California,HJRes 48,114- 1,Cosponsor
339,Judy M. Chu,Democratic Party,California,HJRes 48,114- 1,Cosponsor
340,Ed Perlmutter,Democratic Party,Colorado,HJRes 48,114- 1,Cosponsor
341,Tulsi Gabbard,Democratic Party,Hawaii,HJRes 48,114- 1,Cosponsor
342,Danny K. Davis,Democratic Party,Illinois,HJRes 48,114- 1,Cosponsor
343,Michael E. Capuano,Democratic Party,Massachusetts,HJRes 48,114- 1,Cosponsor
344,John Conyers Jr.,Democratic Party,Michigan,HJRes 48,114- 1,Cosponsor
345,Keith Maurice Ellison,Democratic Party,Minnesota,HJRes 48,114- 1,Cosponsor
346,Betty Louise McCollum,Democratic Party,Minnesota,HJRes 48,114- 1,Cosponsor
347,Louise McIntosh Slaughter,Democratic Party,New York,HJRes 48,114- 1,Cosponsor
348,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 48,114- 1,Cosponsor
349,Marcy Kaptur,Democratic Party,Ohio,HJRes 48,114- 1,Cosponsor
350,Earl Blumenauer,Democratic Party,Oregon,HJRes 48,114- 1,Cosponsor
351,Peter A. DeFazio,Democratic Party,Oregon,HJRes 48,114- 1,Cosponsor
352,Matthew A. Cartwright,Democratic Party,Pennsylvania,HJRes 48,114- 1,Cosponsor
353,Beto O’Rourke,Democratic Party,Texas,HJRes 48,114- 1,Cosponsor
354,Jim A. McDermott,Democratic Party,Washington,HJRes 48,114- 1,Cosponsor
355,Mark Pocan,Democratic Party,Wisconsin,HJRes 48,114- 1,Cosponsor
356,Joseph Little Bristow,Republican Party,Kansas,SJRes 50,61- 2,Primary
357,Pramila Jayapal,Democratic Party,Washington,HJRes 48,117- 1,Primary
358,Raúl M. Grijalva,Democratic Party,Arizona,HJRes 48,117- 1,Cosponsor
359,Linda T. Sánchez,Democratic Party,California,HJRes 48,117- 1,Cosponsor
360,Jackie Speier,Democratic Party,California,HJRes 48,117- 1,Cosponsor
361,Mark Takano,Democratic Party,California,HJRes 48,117- 1,Cosponsor
362,Mike Michael Thompson,Democratic Party,California,HJRes 48,117- 1,Cosponsor
363,Doris O. Matsui,Democratic Party,California,HJRes 48,117- 1,Cosponsor
364,Grace F. Napolitano,Democratic Party,California,HJRes 48,117- 1,Cosponsor
365,Judy M. Chu,Democratic Party,California,HJRes 48,117- 1,Cosponsor
366,Salud O. Carbajal,Democratic Party,California,HJRes 48,117- 1,Cosponsor
367,Nanette Diaz Barragán,Democratic Party,California,HJRes 48,117- 1,Cosponsor
368,Anna G. Eshoo,Democratic Party,California,HJRes 48,117- 1,Cosponsor
369,Jerry McNerney,Democratic Party,California,HJRes 48,117- 1,Cosponsor
370,Barbara Lee,Democratic Party,California,HJRes 48,117- 1,Cosponsor
371,Ro Khanna,Democratic Party,California,HJRes 48,117- 1,Cosponsor
372,Jared Huffman,Democratic Party,California,HJRes 48,117- 1,Cosponsor
373,Mark DeSaulnier,Democratic Party,California,HJRes 48,117- 1,Cosponsor
374,Zoe Lofgren,Democratic Party,California,HJRes 48,117- 1,Cosponsor
375,Juan Vargas,Democratic Party,California,HJRes 48,117- 1,Cosponsor
376,Eric Swalwell,Democratic Party,California,HJRes 48,117- 1,Cosponsor
377,Karen Bass,Democratic Party,California,HJRes 48,117- 1,Cosponsor
378,Ed Perlmutter,Democratic Party,Colorado,HJRes 48,117- 1,Cosponsor
379,Joe Neguse,Democratic Party,Colorado,HJRes 48,117- 1,Cosponsor
380,Henry C. Johnson Jr.,Democratic Party,Georgia,HJRes 48,117- 1,Cosponsor
381,Janice D. Schakowsky,Democratic Party,Illinois,HJRes 48,117- 1,Cosponsor
382,Marie Newman,Democratic Party,Illinois,HJRes 48,117- 1,Cosponsor
383,Jesús G. García,Democratic Party,Illinois,HJRes 48,117- 1,Cosponsor
384,Danny K. Davis,Democratic Party,Illinois,HJRes 48,117- 1,Cosponsor
385,Chellie Pingree,Democratic Party,Maine,HJRes 48,117- 1,Cosponsor
386,Jamie Raskin,Democratic Party,Maryland,HJRes 48,117- 1,Cosponsor
387,Ayanna Pressley,Democratic Party,Massachusetts,HJRes 48,117- 1,Cosponsor
388,Lori Trahan,Democratic Party,Massachusetts,HJRes 48,117- 1,Cosponsor
389,Seth Moulton,Democratic Party,Massachusetts,HJRes 48,117- 1,Cosponsor
390,James P. McGovern,Democratic Party,Massachusetts,HJRes 48,117- 1,Cosponsor
391,Stephen F. Lynch,Democratic Party,Massachusetts,HJRes 48,117- 1,Cosponsor
392,William R. Keating,Democratic Party,Massachusetts,HJRes 48,117- 1,Cosponsor
393,Rashida Tlaib,Democratic Party,Michigan,HJRes 48,117- 1,Cosponsor
394,Dean Phillips,Democratic Party,Minnesota,HJRes 48,117- 1,Cosponsor
395,Ilhan Omar,Democratic Party,Minnesota,HJRes 48,117- 1,Cosponsor
396,Angie Craig,Democratic Party,Minnesota,HJRes 48,117- 1,Cosponsor
397,Betty Louise McCollum,Democratic Party,Minnesota,HJRes 48,117- 1,Cosponsor
398,Cori Bush,Democratic Party,Missouri,HJRes 48,117- 1,Cosponsor
399,Ann M. Kuster,Democratic Party,New Hampshire,HJRes 48,117- 1,Cosponsor
400,Teresa Leger Fernandez,Democratic Party,New Mexico,HJRes 48,117- 1,Cosponsor
401,Adriano Espaillat,Democratic Party,New York,HJRes 48,117- 1,Cosponsor
402,Paul Tonko,Democratic Party,New York,HJRes 48,117- 1,Cosponsor
403,Brian M. Higgins,Democratic Party,New York,HJRes 48,117- 1,Cosponsor
404,Jerrold L. Nadler,Democratic Party,New York,HJRes 48,117- 1,Cosponsor
405,Alexandria Ocasio-Cortez,Democratic Party,New York,HJRes 48,117- 1,Cosponsor
406,Kathy Ellen Manning,Democratic Party,North Carolina,HJRes 48,117- 1,Cosponsor
407,Tim J. Ryan,Democratic Party,Ohio,HJRes 48,117- 1,Cosponsor
408,Marcy Kaptur,Democratic Party,Ohio,HJRes 48,117- 1,Cosponsor
409,Peter A. DeFazio,Democratic Party,Oregon,HJRes 48,117- 1,Cosponsor
410,Suzanne Bonamici,Democratic Party,Oregon,HJRes 48,117- 1,Cosponsor
411,Earl Blumenauer,Democratic Party,Oregon,HJRes 48,117- 1,Cosponsor
412,Matthew A. Cartwright,Democratic Party,Pennsylvania,HJRes 48,117- 1,Cosponsor
413,Brendan F. Boyle,Democratic Party,Pennsylvania,HJRes 48,117- 1,Cosponsor
414,Dwight Evans,Democratic Party,Pennsylvania,HJRes 48,117- 1,Cosponsor
415,David N. Cicilline,Democratic Party,Rhode Island,HJRes 48,117- 1,Cosponsor
416,Lloyd A. Doggett,Democratic Party,Texas,HJRes 48,117- 1,Cosponsor
417,Filemon Vela,Democratic Party,Texas,HJRes 48,117- 1,Cosponsor
418,Peter Welch,Democratic Party,Vermont,HJRes 48,117- 1,Cosponsor
419,Donald S. Beyer Jr.,Democratic Party,Virginia,HJRes 48,117- 1,Cosponsor
420,Adam Smith,Democratic Party,Washington,HJRes 48,117- 1,Cosponsor
421,Suzan K. DelBene,Democratic Party,Washington,HJRes 48,117- 1,Cosponsor
422,Derek Kilmer,Democratic Party,Washington,HJRes 48,117- 1,Cosponsor
423,Mark Pocan,Democratic Party,Wisconsin,HJRes 48,117- 1,Cosponsor
424,Eleanor Holmes Norton,Democratic Party,the District of Columbia,HJRes 48,117- 1,Cosponsor
425,George William Norris,Republican Party,Nebraska,SJRes 9,69- 1,Primary
426,Michael R. Turner,Republican Party,Ohio,HJRes 57,111- 1,Primary
427,Jo Bonner,Republican Party,Alabama,HJRes 57,111- 1,Cosponsor
428,Mike Rogers,Republican Party,Alabama,HJRes 57,111- 1,Cosponsor
429,Spencer Thomas Bachus III,Republican Party,Alabama,HJRes 57,111- 1,Cosponsor
430,Don E. Young,Republican Party,Alaska,HJRes 57,111- 1,Cosponsor
431,John B. Shadegg,Republican Party,Arizona,HJRes 57,111- 1,Cosponsor
432,Trent Franks,Republican Party,Arizona,HJRes 57,111- 1,Cosponsor
433,Jeff Flake,Republican Party,Arizona,HJRes 57,111- 1,Cosponsor
434,John Boozman,Republican Party,Arkansas,HJRes 57,111- 1,Cosponsor
435,Gary G. Miller,Republican Party,California,HJRes 57,111- 1,Cosponsor
436,Ken S. Calvert,Republican Party,California,HJRes 57,111- 1,Cosponsor
437,Elton W. Gallegly,Republican Party,California,HJRes 57,111- 1,Cosponsor
438,Howard P. McKeon,Republican Party,California,HJRes 57,111- 1,Cosponsor
439,Duncan D. Hunter,Republican Party,California,HJRes 57,111- 1,Cosponsor
440,Walter Herger,Republican Party,California,HJRes 57,111- 1,Cosponsor
441,Jerry Lewis,Republican Party,California,HJRes 57,111- 1,Cosponsor
442,Tom McClintock,Republican Party,California,HJRes 57,111- 1,Cosponsor
443,Brian P. Bilbray,Republican Party,California,HJRes 57,111- 1,Cosponsor
444,Devin G. Nunes,Republican Party,California,HJRes 57,111- 1,Cosponsor
445,Doug Lamborn,Republican Party,Colorado,HJRes 57,111- 1,Cosponsor
446,Mike Coffman,Republican Party,Colorado,HJRes 57,111- 1,Cosponsor
447,Bill Posey,Republican Party,Florida,HJRes 57,111- 1,Cosponsor
448,Jeff Miller,Republican Party,Florida,HJRes 57,111- 1,Cosponsor
449,Mario Diaz-Balart,Republican Party,Florida,HJRes 57,111- 1,Cosponsor
450,Clifford B. Stearns,Republican Party,Florida,HJRes 57,111- 1,Cosponsor
451,C. W. Bill Young,Republican Party,Florida,HJRes 57,111- 1,Cosponsor
452,John L. Mica,Republican Party,Florida,HJRes 57,111- 1,Cosponsor
453,Virginia Brown-Waite,Republican Party,Florida,HJRes 57,111- 1,Cosponsor
454,Paul C. Broun Jr.,Republican Party,Georgia,HJRes 57,111- 1,Cosponsor
455,Tom Price,Republican Party,Georgia,HJRes 57,111- 1,Cosponsor
456,Phil Gingrey,Republican Party,Georgia,HJRes 57,111- 1,Cosponsor
457,Lynn A. Westmoreland,Republican Party,Georgia,HJRes 57,111- 1,Cosponsor
458,John Linder,Republican Party,Georgia,HJRes 57,111- 1,Cosponsor
459,Jack Kingston,Republican Party,Georgia,HJRes 57,111- 1,Cosponsor
460,John M. Shimkus,Republican Party,Illinois,HJRes 57,111- 1,Cosponsor
461,Donald A. Manzullo,Republican Party,Illinois,HJRes 57,111- 1,Cosponsor
462,Timothy V. Johnson,Republican Party,Illinois,HJRes 57,111- 1,Cosponsor
463,Mike Pence,Republican Party,Indiana,HJRes 57,111- 1,Cosponsor
464,Dan L. Burton,Republican Party,Indiana,HJRes 57,111- 1,Cosponsor
465,Mark Edward Souder,Republican Party,Indiana,HJRes 57,111- 1,Cosponsor
466,Steve A. King,Republican Party,Iowa,HJRes 57,111- 1,Cosponsor
467,Todd Tiahrt,Republican Party,Kansas,HJRes 57,111- 1,Cosponsor
468,Geoff Davis,Republican Party,Kentucky,HJRes 57,111- 1,Cosponsor
469,Harold Rogers,Republican Party,Kentucky,HJRes 57,111- 1,Cosponsor
470,Rodney M. Alexander,Republican Party,Louisiana,HJRes 57,111- 1,Cosponsor
471,John Fleming,Republican Party,Louisiana,HJRes 57,111- 1,Cosponsor
472,Charles W. Boustany Jr.,Republican Party,Louisiana,HJRes 57,111- 1,Cosponsor
473,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 57,111- 1,Cosponsor
474,Peter Hoekstra,Republican Party,Michigan,HJRes 57,111- 1,Cosponsor
475,Dave Lee Camp,Republican Party,Michigan,HJRes 57,111- 1,Cosponsor
476,John Paul Kline,Republican Party,Minnesota,HJRes 57,111- 1,Cosponsor
477,Michele Marie Bachmann,Republican Party,Minnesota,HJRes 57,111- 1,Cosponsor
478,W. Todd Akin,Republican Party,Missouri,HJRes 57,111- 1,Cosponsor
479,Blaine Luetkemeyer,Republican Party,Missouri,HJRes 57,111- 1,Cosponsor
480,Sam B. Graves,Republican Party,Missouri,HJRes 57,111- 1,Cosponsor
481,Dennis Rehberg,Republican Party,Montana,HJRes 57,111- 1,Cosponsor
482,Lee R. Terry,Republican Party,Nebraska,HJRes 57,111- 1,Cosponsor
483,Dean Heller,Republican Party,Nevada,HJRes 57,111- 1,Cosponsor
484,Scott Garrett,Republican Party,New Jersey,HJRes 57,111- 1,Cosponsor
485,Leonard Lance,Republican Party,New Jersey,HJRes 57,111- 1,Cosponsor
486,Christopher John Lee,Republican Party,New York,HJRes 57,111- 1,Cosponsor
487,Peter T. King,Republican Party,New York,HJRes 57,111- 1,Cosponsor
488,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 57,111- 1,Cosponsor
489,Virginia Foxx,Republican Party,North Carolina,HJRes 57,111- 1,Cosponsor
490,Sue W. Myrick,Republican Party,North Carolina,HJRes 57,111- 1,Cosponsor
491,Howard Coble,Republican Party,North Carolina,HJRes 57,111- 1,Cosponsor
492,Steven C. LaTourette,Republican Party,Ohio,HJRes 57,111- 1,Cosponsor
493,Robert E. Latta,Republican Party,Ohio,HJRes 57,111- 1,Cosponsor
494,Jean Schmidt,Republican Party,Ohio,HJRes 57,111- 1,Cosponsor
495,Patrick J. Tiberi,Republican Party,Ohio,HJRes 57,111- 1,Cosponsor
496,Steve Austria,Republican Party,Ohio,HJRes 57,111- 1,Cosponsor
497,John A. Boehner,Republican Party,Ohio,HJRes 57,111- 1,Cosponsor
498,Tom Cole,Republican Party,Oklahoma,HJRes 57,111- 1,Cosponsor
499,Frank D. Lucas,Republican Party,Oklahoma,HJRes 57,111- 1,Cosponsor
500,Greg P. Walden,Republican Party,Oregon,HJRes 57,111- 1,Cosponsor
501,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 57,111- 1,Cosponsor
502,Todd R. Platts,Republican Party,Pennsylvania,HJRes 57,111- 1,Cosponsor
503,Bill Shuster,Republican Party,Pennsylvania,HJRes 57,111- 1,Cosponsor
504,James Gresham Barrett,Republican Party,South Carolina,HJRes 57,111- 1,Cosponsor
505,Joe G. Wilson,Republican Party,South Carolina,HJRes 57,111- 1,Cosponsor
506,Marsha W. Blackburn,Republican Party,Tennessee,HJRes 57,111- 1,Cosponsor
507,Zach Wamp,Republican Party,Tennessee,HJRes 57,111- 1,Cosponsor
508,David P. Roe,Republican Party,Tennessee,HJRes 57,111- 1,Cosponsor
509,John J. Duncan Jr.,Republican Party,Tennessee,HJRes 57,111- 1,Cosponsor
510,Louie B. Gohmert Jr.,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
511,Sam Robert Johnson,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
512,Kenny Ewell Marchant,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
513,John Abney Culberson,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
514,Pete A. Sessions,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
515,Pete Olson,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
516,Ralph M. Hall,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
517,Ted Poe,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
518,Michael C. Burgess,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
519,John R. Carter,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
520,Kay Granger,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
521,Jeb Hensarling,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
522,Randy Neugebauer,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
523,Michael T. McCaul,Republican Party,Texas,HJRes 57,111- 1,Cosponsor
524,Rob Bishop,Republican Party,Utah,HJRes 57,111- 1,Cosponsor
525,J. Randy Forbes,Republican Party,Virginia,HJRes 57,111- 1,Cosponsor
526,Eric I. Cantor,Republican Party,Virginia,HJRes 57,111- 1,Cosponsor
527,Bob W. Goodlatte,Republican Party,Virginia,HJRes 57,111- 1,Cosponsor
528,David G. Reichert,Republican Party,Washington,HJRes 57,111- 1,Cosponsor
529,Shelley Moore Capito,Republican Party,West Virginia,HJRes 57,111- 1,Cosponsor
530,F. James Sensenbrenner Jr.,Republican Party,Wisconsin,HJRes 57,111- 1,Cosponsor
531,Pramila Jayapal,Democratic Party,Washington,HJRes 48,116- 1,Primary
532,Raúl M. Grijalva,Democratic Party,Arizona,HJRes 48,116- 1,Cosponsor
533,Mark Takano,Democratic Party,California,HJRes 48,116- 1,Cosponsor
534,Ro Khanna,Democratic Party,California,HJRes 48,116- 1,Cosponsor
535,Mark DeSaulnier,Democratic Party,California,HJRes 48,116- 1,Cosponsor
536,Barbara Lee,Democratic Party,California,HJRes 48,116- 1,Cosponsor
537,Jared Huffman,Democratic Party,California,HJRes 48,116- 1,Cosponsor
538,Salud Carbajal,Democratic Party,California,HJRes 48,116- 1,Cosponsor
539,Doris O. Matsui,Democratic Party,California,HJRes 48,116- 1,Cosponsor
540,Nanette Barragán,Democratic Party,California,HJRes 48,116- 1,Cosponsor
541,Ted Lieu,Democratic Party,California,HJRes 48,116- 1,Cosponsor
542,Mike Michael Thompson,Democratic Party,California,HJRes 48,116- 1,Cosponsor
543,Alan S. Lowenthal,Democratic Party,California,HJRes 48,116- 1,Cosponsor
544,Zoe Lofgren,Democratic Party,California,HJRes 48,116- 1,Cosponsor
545,Ami Bera,Democratic Party,California,HJRes 48,116- 1,Cosponsor
546,Judy M. Chu,Democratic Party,California,HJRes 48,116- 1,Cosponsor
547,Anna G. Eshoo,Democratic Party,California,HJRes 48,116- 1,Cosponsor
548,Grace F. Napolitano,Democratic Party,California,HJRes 48,116- 1,Cosponsor
549,Maxine Waters,Democratic Party,California,HJRes 48,116- 1,Cosponsor
550,Katie Porter,Democratic Party,California,HJRes 48,116- 1,Cosponsor
551,Jerry McNerney,Democratic Party,California,HJRes 48,116- 1,Cosponsor
552,Jackie Speier,Democratic Party,California,HJRes 48,116- 1,Cosponsor
553,Ed Perlmutter,Democratic Party,Colorado,HJRes 48,116- 1,Cosponsor
554,Joe Neguse,Democratic Party,Colorado,HJRes 48,116- 1,Cosponsor
555,Al Lawson,Democratic Party,Florida,HJRes 48,116- 1,Cosponsor
556,Henry C. Johnson Jr.,Democratic Party,Georgia,HJRes 48,116- 1,Cosponsor
557,Tulsi Gabbard,Democratic Party,Hawaii,HJRes 48,116- 1,Cosponsor
558,Janice D. Schakowsky,Democratic Party,Illinois,HJRes 48,116- 1,Cosponsor
559,Jesús G. García,Democratic Party,Illinois,HJRes 48,116- 1,Cosponsor
560,Danny K. Davis,Democratic Party,Illinois,HJRes 48,116- 1,Cosponsor
561,Chellie Pingree,Democratic Party,Maine,HJRes 48,116- 1,Cosponsor
562,Jamie Raskin,Democratic Party,Maryland,HJRes 48,116- 1,Cosponsor
563,Elijah E. Cummings,Democratic Party,Maryland,HJRes 48,116- 1,Cosponsor
564,Seth Moulton,Democratic Party,Massachusetts,HJRes 48,116- 1,Cosponsor
565,Stephen F. Lynch,Democratic Party,Massachusetts,HJRes 48,116- 1,Cosponsor
566,Joseph P. Kennedy III,Democratic Party,Massachusetts,HJRes 48,116- 1,Cosponsor
567,Ayanna Pressley,Democratic Party,Massachusetts,HJRes 48,116- 1,Cosponsor
568,James P. McGovern,Democratic Party,Massachusetts,HJRes 48,116- 1,Cosponsor
569,Lori Trahan,Democratic Party,Massachusetts,HJRes 48,116- 1,Cosponsor
570,William R. Keating,Democratic Party,Massachusetts,HJRes 48,116- 1,Cosponsor
571,Katherine M. Clark,Democratic Party,Massachusetts,HJRes 48,116- 1,Cosponsor
572,Rashida Tlaib,Democratic Party,Michigan,HJRes 48,116- 1,Cosponsor
573,Betty Louise McCollum,Democratic Party,Minnesota,HJRes 48,116- 1,Cosponsor
574,Ilhan Omar,Democratic Party,Minnesota,HJRes 48,116- 1,Cosponsor
575,Angie Craig,Democratic Party,Minnesota,HJRes 48,116- 1,Cosponsor
576,Dean Phillips,Democratic Party,Minnesota,HJRes 48,116- 1,Cosponsor
577,Tom Malinowski,Democratic Party,New Jersey,HJRes 48,116- 1,Cosponsor
578,Debra A. Haaland,Democratic Party,New Mexico,HJRes 48,116- 1,Cosponsor
579,Paul Tonko,Democratic Party,New York,HJRes 48,116- 1,Cosponsor
580,Yvette D. Clarke,Democratic Party,New York,HJRes 48,116- 1,Cosponsor
581,Alexandria Ocasio-Cortez,Democratic Party,New York,HJRes 48,116- 1,Cosponsor
582,Brian M. Higgins,Democratic Party,New York,HJRes 48,116- 1,Cosponsor
583,Eliot L. Engel,Democratic Party,New York,HJRes 48,116- 1,Cosponsor
584,Jerrold L. Nadler,Democratic Party,New York,HJRes 48,116- 1,Cosponsor
585,Alma Adams,Democratic Party,North Carolina,HJRes 48,116- 1,Cosponsor
586,Tim J. Ryan,Democratic Party,Ohio,HJRes 48,116- 1,Cosponsor
587,Marcy Kaptur,Democratic Party,Ohio,HJRes 48,116- 1,Cosponsor
588,Marcia L. Fudge,Democratic Party,Ohio,HJRes 48,116- 1,Cosponsor
589,Suzanne Bonamici,Democratic Party,Oregon,HJRes 48,116- 1,Cosponsor
590,Earl Blumenauer,Democratic Party,Oregon,HJRes 48,116- 1,Cosponsor
591,Peter A. DeFazio,Democratic Party,Oregon,HJRes 48,116- 1,Cosponsor
592,Matthew A. Cartwright,Democratic Party,Pennsylvania,HJRes 48,116- 1,Cosponsor
593,Brendan Boyle,Democratic Party,Pennsylvania,HJRes 48,116- 1,Cosponsor
594,David N. Cicilline,Democratic Party,Rhode Island,HJRes 48,116- 1,Cosponsor
595,Peter Welch,Democratic Party,Vermont,HJRes 48,116- 1,Cosponsor
596,Donald Beyer,Democratic Party,Virginia,HJRes 48,116- 1,Cosponsor
597,Adam Smith,Democratic Party,Washington,HJRes 48,116- 1,Cosponsor
598,Suzan K. DelBene,Democratic Party,Washington,HJRes 48,116- 1,Cosponsor
599,Derek Kilmer,Democratic Party,Washington,HJRes 48,116- 1,Cosponsor
600,Denny Heck,Democratic Party,Washington,HJRes 48,116- 1,Cosponsor
601,Kim Schrier,Democratic Party,Washington,HJRes 48,116- 1,Cosponsor
602,Mark Pocan,Democratic Party,Wisconsin,HJRes 48,116- 1,Cosponsor
603,Gwen Moore,Democratic Party,Wisconsin,HJRes 48,116- 1,Cosponsor
604,Eleanor Holmes Norton,Democratic Party,the District of Columbia,HJRes 48,116- 1,Cosponsor
605,John T. Doolittle,Republican Party,California,HJRes 21,106- 1,Primary
606,Robert E. Cramer Jr.,Democratic Party,Alabama,HJRes 21,106- 1,Cosponsor
607,Robert Stump,Republican Party,Arizona,HJRes 21,106- 1,Cosponsor
608,Gary G. Miller,Republican Party,California,HJRes 21,106- 1,Cosponsor
609,Richard W. Pombo,Republican Party,California,HJRes 21,106- 1,Cosponsor
610,Thomas G. Tancredo,Republican Party,Colorado,HJRes 21,106- 1,Cosponsor
611,Mark Adam Foley,Republican Party,Florida,HJRes 21,106- 1,Cosponsor
612,Charles W. Norwood Jr.,Republican Party,Georgia,HJRes 21,106- 1,Cosponsor
613,Nathan Deal,Republican Party,Georgia,HJRes 21,106- 1,Cosponsor
614,Helen Chenoweth-Hage,Republican Party,Idaho,HJRes 21,106- 1,Cosponsor
615,Donald A. Manzullo,Republican Party,Illinois,HJRes 21,106- 1,Cosponsor
616,Thomas W. Ewing,Republican Party,Illinois,HJRes 21,106- 1,Cosponsor
617,Dan L. Burton,Republican Party,Indiana,HJRes 21,106- 1,Cosponsor
618,Ed Whitfield,Republican Party,Kentucky,HJRes 21,106- 1,Cosponsor
619,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 21,106- 1,Cosponsor
620,Gilbert W. Gutknecht,Republican Party,Minnesota,HJRes 21,106- 1,Cosponsor
621,Collin Clark Peterson,Democratic Party,Minnesota,HJRes 21,106- 1,Cosponsor
622,James A. Gibbons,Republican Party,Nevada,HJRes 21,106- 1,Cosponsor
623,John E. Sweeney,Republican Party,New York,HJRes 21,106- 1,Cosponsor
624,Cass Ballenger,Republican Party,North Carolina,HJRes 21,106- 1,Cosponsor
625,Ed Bryant,Republican Party,Tennessee,HJRes 21,106- 1,Cosponsor
626,Van Hilleary,Republican Party,Tennessee,HJRes 21,106- 1,Cosponsor
627,Ralph M. Hall,Democratic Party,Texas,HJRes 21,106- 1,Cosponsor
628,Virgil H. Goode Jr.,Independent,Virginia,HJRes 21,106- 1,Cosponsor
629,Mark A. Green,Republican Party,Wisconsin,HJRes 21,106- 1,Cosponsor
630,Barbara L. Cubin,Republican Party,Wyoming,HJRes 21,106- 1,Cosponsor
631,Rice Alexander Pierce,Democratic Party,Tennessee,HRes 30,52- 1,Primary
632,Bob Inglis,Republican Party,South Carolina,HJRes 3,104- 1,Primary
633,Spencer Thomas Bachus III,Republican Party,Alabama,HJRes 3,104- 1,Cosponsor
634,Terry Everett,Republican Party,Alabama,HJRes 3,104- 1,Cosponsor
635,Matt Salmon,Republican Party,Arizona,HJRes 3,104- 1,Cosponsor
636,John B. Shadegg,Republican Party,Arizona,HJRes 3,104- 1,Cosponsor
637,Robert Stump,Republican Party,Arizona,HJRes 3,104- 1,Cosponsor
638,Jay Dickey,Republican Party,Arkansas,HJRes 3,104- 1,Cosponsor
639,Tim Hutchinson,Republican Party,Arkansas,HJRes 3,104- 1,Cosponsor
640,William P. Baker,Republican Party,California,HJRes 3,104- 1,Cosponsor
641,Sonny Bono,Republican Party,California,HJRes 3,104- 1,Cosponsor
642,Ken S. Calvert,Republican Party,California,HJRes 3,104- 1,Cosponsor
643,C. Christopher Cox,Republican Party,California,HJRes 3,104- 1,Cosponsor
644,Randall H. Cunningham,Republican Party,California,HJRes 3,104- 1,Cosponsor
645,Robert Kenneth Dornan,Republican Party,California,HJRes 3,104- 1,Cosponsor
646,Jay Kim,Republican Party,California,HJRes 3,104- 1,Cosponsor
647,Ron Packard,Republican Party,California,HJRes 3,104- 1,Cosponsor
648,George P. Radanovich,Republican Party,California,HJRes 3,104- 1,Cosponsor
649,Frank D. Riggs,Republican Party,California,HJRes 3,104- 1,Cosponsor
650,Edward R. Royce,Republican Party,California,HJRes 3,104- 1,Cosponsor
651,Frank D. Riggs,Republican Party,California,HJRes 3,104- 1,Cosponsor
652,Frank D. Riggs,Republican Party,California,HJRes 3,104- 1,Cosponsor
653,Wayne A. Allard,Republican Party,Colorado,HJRes 3,104- 1,Cosponsor
654,Scott McInnis,Republican Party,Colorado,HJRes 3,104- 1,Cosponsor
655,Porter J. Goss,Republican Party,Florida,HJRes 3,104- 1,Cosponsor
656,David J. Weldon Jr.,Republican Party,Florida,HJRes 3,104- 1,Cosponsor
657,Helen Chenoweth-Hage,Republican Party,Idaho,HJRes 3,104- 1,Cosponsor
658,Philip M. Crane,Republican Party,Illinois,HJRes 3,104- 1,Cosponsor
659,Ray H. LaHood,Republican Party,Illinois,HJRes 3,104- 1,Cosponsor
660,David M. McIntosh,Republican Party,Indiana,HJRes 3,104- 1,Cosponsor
661,Greg Ganske,Republican Party,Iowa,HJRes 3,104- 1,Cosponsor
662,Ron Lewis,Republican Party,Kentucky,HJRes 3,104- 1,Cosponsor
663,Ed Whitfield,Republican Party,Kentucky,HJRes 3,104- 1,Cosponsor
664,James O. McCrery III,Republican Party,Louisiana,HJRes 3,104- 1,Cosponsor
665,James Longley,Republican Party,Maine,HJRes 3,104- 1,Cosponsor
666,Peter I. Blute,Republican Party,Massachusetts,HJRes 3,104- 1,Cosponsor
667,Dick Chrysler,Republican Party,Michigan,HJRes 3,104- 1,Cosponsor
668,Peter Hoekstra,Republican Party,Michigan,HJRes 3,104- 1,Cosponsor
669,Nick Smith,Republican Party,Michigan,HJRes 3,104- 1,Cosponsor
670,James A. Barcia,Democratic Party,Michigan,HJRes 3,104- 1,Cosponsor
