,Name,Party,State,Bill:,Congress-Session:,Category
332,Constance Morella,Republican Party,Maryland,HJRes 249,103- 1,Cosponsor
333,Peter I. Blute,Republican Party,Massachusetts,HJRes 249,103- 1,Cosponsor
334,Dave Lee Camp,Republican Party,Michigan,HJRes 249,103- 1,Cosponsor
335,Joseph K. Knollenberg,Republican Party,Michigan,HJRes 249,103- 1,Cosponsor
336,Fred Stephen Upton,Republican Party,Michigan,HJRes 249,103- 1,Cosponsor
337,Rod Grams,Republican Party,Minnesota,HJRes 249,103- 1,Cosponsor
338,James M. Ramstad,Republican Party,Minnesota,HJRes 249,103- 1,Cosponsor
339,Norvell William Emerson,Republican Party,Missouri,HJRes 249,103- 1,Cosponsor
340,Melton D. Hancock,Republican Party,Missouri,HJRes 249,103- 1,Cosponsor
341,Bill Barrett,Republican Party,Nebraska,HJRes 249,103- 1,Cosponsor
342,William H. Zeliff Jr.,Republican Party,New Hampshire,HJRes 249,103- 1,Cosponsor
343,Dean Anderson Gallo,Republican Party,New Jersey,HJRes 249,103- 1,Cosponsor
344,H. James Saxton,Republican Party,New Jersey,HJRes 249,103- 1,Cosponsor
345,Christopher H. Smith,Republican Party,New Jersey,HJRes 249,103- 1,Cosponsor
346,Joseph Skeen,Republican Party,New Mexico,HJRes 249,103- 1,Cosponsor
347,Peter T. King,Republican Party,New York,HJRes 249,103- 1,Cosponsor
348,John M. McHugh,Republican Party,New York,HJRes 249,103- 1,Cosponsor
349,Jack Quinn,Republican Party,New York,HJRes 249,103- 1,Cosponsor
350,Gerald Brooks Hunt Solomon,Republican Party,New York,HJRes 249,103- 1,Cosponsor
351,Cass Ballenger,Republican Party,North Carolina,HJRes 249,103- 1,Cosponsor
352,Howard Coble,Republican Party,North Carolina,HJRes 249,103- 1,Cosponsor
353,"John Alexander, III McMillan",Republican Party,North Carolina,HJRes 249,103- 1,Cosponsor
354,Charles H. Taylor,Republican Party,North Carolina,HJRes 249,103- 1,Cosponsor
355,John A. Boehner,Republican Party,Ohio,HJRes 249,103- 1,Cosponsor
356,Paul E. Gillmor,Republican Party,Ohio,HJRes 249,103- 1,Cosponsor
357,David Lee Hobson,Republican Party,Ohio,HJRes 249,103- 1,Cosponsor
358,John R. Kasich,Republican Party,Ohio,HJRes 249,103- 1,Cosponsor
359,Michael G. Oxley,Republican Party,Ohio,HJRes 249,103- 1,Cosponsor
360,Deborah D. Pryce,Republican Party,Ohio,HJRes 249,103- 1,Cosponsor
361,Ralph Regula,Republican Party,Ohio,HJRes 249,103- 1,Cosponsor
362,James A. Traficant Jr.,Democratic Party,Ohio,HJRes 249,103- 1,Cosponsor
363,Robert J. Portman,Republican Party,Ohio,HJRes 249,103- 1,Cosponsor
364,James M. Inhofe,Republican Party,Oklahoma,HJRes 249,103- 1,Cosponsor
365,William Floyd Clinger Jr.,Republican Party,Pennsylvania,HJRes 249,103- 1,Cosponsor
366,George W. Gekas,Republican Party,Pennsylvania,HJRes 249,103- 1,Cosponsor
367,James C. Greenwood,Republican Party,Pennsylvania,HJRes 249,103- 1,Cosponsor
368,Richard J. Santorum,Republican Party,Pennsylvania,HJRes 249,103- 1,Cosponsor
369,W. Curtis Weldon,Republican Party,Pennsylvania,HJRes 249,103- 1,Cosponsor
370,Bob Inglis,Republican Party,South Carolina,HJRes 249,103- 1,Cosponsor
371,Floyd Spence,Republican Party,South Carolina,HJRes 249,103- 1,Cosponsor
372,John J. Duncan Jr.,Republican Party,Tennessee,HJRes 249,103- 1,Cosponsor
373,James Henry Quillen,Republican Party,Tennessee,HJRes 249,103- 1,Cosponsor
374,Donald Kenneth Sundquist,Republican Party,Tennessee,HJRes 249,103- 1,Cosponsor
375,Richard K. Armey,Republican Party,Texas,HJRes 249,103- 1,Cosponsor
376,Joe Linus Barton,Republican Party,Texas,HJRes 249,103- 1,Cosponsor
377,Larry Combest,Republican Party,Texas,HJRes 249,103- 1,Cosponsor
378,Thomas Dale DeLay,Republican Party,Texas,HJRes 249,103- 1,Cosponsor
379,Jack Milton Fields Jr.,Republican Party,Texas,HJRes 249,103- 1,Cosponsor
380,Sam Robert Johnson,Republican Party,Texas,HJRes 249,103- 1,Cosponsor
381,Gene Eugene Green,Democratic Party,Texas,HJRes 249,103- 1,Cosponsor
382,James V. Hansen,Republican Party,Utah,HJRes 249,103- 1,Cosponsor
383,Tom Bliley,Republican Party,Virginia,HJRes 249,103- 1,Cosponsor
384,Jennifer B. Dunn,Republican Party,Washington,HJRes 249,103- 1,Cosponsor
385,F. James Sensenbrenner Jr.,Republican Party,Wisconsin,HJRes 249,103- 1,Cosponsor
386,Craig Thomas,Republican Party,Wyoming,HJRes 249,103- 1,Cosponsor
387,Steve A. King,Republican Party,Iowa,HJRes 16,114- 1,Primary
388,Rob Woodall,Republican Party,Georgia,HJRes 16,114- 1,Cosponsor
389,Bill McCollum,Republican Party,Florida,HJRes 201,101- 1,Primary
390,Robert Stump,Republican Party,Arizona,HJRes 201,101- 1,Cosponsor
391,Norman David Shumway,Republican Party,California,HJRes 201,101- 1,Cosponsor
392,George Hanks Brown,Republican Party,Colorado,HJRes 201,101- 1,Cosponsor
393,Thomas Richard Carper,Democratic Party,Delaware,HJRes 201,101- 1,Cosponsor
394,Michael Bilirakis,Republican Party,Florida,HJRes 201,101- 1,Cosponsor
395,Harry A. Johnston II,Democratic Party,Florida,HJRes 201,101- 1,Cosponsor
396,Clifford B. Stearns,Republican Party,Florida,HJRes 201,101- 1,Cosponsor
397,James Ross Lightfoot,Republican Party,Iowa,HJRes 201,101- 1,Cosponsor
398,Helen Delich Bentley,Republican Party,Maryland,HJRes 201,101- 1,Cosponsor
399,Melton D. Hancock,Republican Party,Missouri,HJRes 201,101- 1,Cosponsor
400,"John Alexander, III McMillan",Republican Party,North Carolina,HJRes 201,101- 1,Cosponsor
401,Dennis Alan Smith,Republican Party,Oregon,HJRes 201,101- 1,Cosponsor
402,Arthur Ravenel Jr.,Republican Party,South Carolina,HJRes 201,101- 1,Cosponsor
403,James V. Hansen,Republican Party,Utah,HJRes 201,101- 1,Cosponsor
404,John Ripin Miller,Republican Party,Washington,HJRes 201,101- 1,Cosponsor
405,Steven Craig Gunderson,Republican Party,Wisconsin,HJRes 201,101- 1,Cosponsor
406,Jo Ann H. Emerson,Republican Party,Missouri,HR 69,107- 1,Primary
407,Bob Barr,Republican Party,Georgia,HR 69,107- 1,Cosponsor
408,Trent Franks,Republican Party,Arizona,HJRes 40,113- 1,Primary
409,Matt Salmon,Republican Party,Arizona,HJRes 40,113- 1,Cosponsor
410,David Schweikert,Republican Party,Arizona,HJRes 40,113- 1,Cosponsor
411,Jim Costa,Democratic Party,California,HJRes 40,113- 1,Cosponsor
412,Edward R. Royce,Republican Party,California,HJRes 40,113- 1,Cosponsor
413,Ken S. Calvert,Republican Party,California,HJRes 40,113- 1,Cosponsor
414,Alan S. Lowenthal,Democratic Party,California,HJRes 40,113- 1,Cosponsor
415,Eric Swalwell,Democratic Party,California,HJRes 40,113- 1,Cosponsor
416,Kevin Yoder,Republican Party,Kansas,HJRes 40,113- 1,Cosponsor
417,John Fleming,Republican Party,Louisiana,HJRes 40,113- 1,Cosponsor
418,C. A. Dutch Ruppersberger,Democratic Party,Maryland,HJRes 40,113- 1,Cosponsor
419,Kerry L. Bentivolio,Republican Party,Michigan,HJRes 40,113- 1,Cosponsor
420,Alan Nunnelee,Republican Party,Mississippi,HJRes 40,113- 1,Cosponsor
421,Mark Meadows,Republican Party,North Carolina,HJRes 40,113- 1,Cosponsor
422,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 40,113- 1,Cosponsor
423,Kevin Cramer,Republican Party,North Dakota,HJRes 40,113- 1,Cosponsor
424,Steve J. Chabot,Republican Party,Ohio,HJRes 40,113- 1,Cosponsor
425,Tom Marino,Republican Party,Pennsylvania,HJRes 40,113- 1,Cosponsor
426,Gene Eugene Green,Democratic Party,Texas,HJRes 40,113- 1,Cosponsor
427,William Donlon Edwards,Democratic Party,California,HJRes 1,103- 1,Primary
428,Anthony Charles Beilenson,Democratic Party,California,HJRes 1,103- 1,Cosponsor
429,Howard L. Berman,Democratic Party,California,HJRes 1,103- 1,Cosponsor
430,Ronald Vernie Dellums,Democratic Party,California,HJRes 1,103- 1,Cosponsor
431,Victor Herbert Fazio Jr.,Democratic Party,California,HJRes 1,103- 1,Cosponsor
432,Tom Lantos,Democratic Party,California,HJRes 1,103- 1,Cosponsor
433,Robert T. Matsui,Democratic Party,California,HJRes 1,103- 1,Cosponsor
434,Norman Yoshio Mineta,Democratic Party,California,HJRes 1,103- 1,Cosponsor
435,Leon Edward Panetta,Democratic Party,California,HJRes 1,103- 1,Cosponsor
436,Fortney H. Stark,Democratic Party,California,HJRes 1,103- 1,Cosponsor
437,Calvin M. Dooley,Democratic Party,California,HJRes 1,103- 1,Cosponsor
438,Lynn C. Woolsey,Democratic Party,California,HJRes 1,103- 1,Cosponsor
439,Bob Filner,Democratic Party,California,HJRes 1,103- 1,Cosponsor
440,Gary Condit,Democratic Party,California,HJRes 1,103- 1,Cosponsor
441,Xavier Becerra,Democratic Party,California,HJRes 1,103- 1,Cosponsor
442,Patricia Scott Schroeder,Democratic Party,Colorado,HJRes 1,103- 1,Cosponsor
443,Sam Gejdenson,Democratic Party,Connecticut,HJRes 1,103- 1,Cosponsor
444,Barbara Bailey Kennelly,Democratic Party,Connecticut,HJRes 1,103- 1,Cosponsor
445,Christopher H. Shays,Republican Party,Connecticut,HJRes 1,103- 1,Cosponsor
446,James Bacchus,Democratic Party,Florida,HJRes 1,103- 1,Cosponsor
447,Peter Deutsch,Democratic Party,Florida,HJRes 1,103- 1,Cosponsor
448,Harry A. Johnston II,Democratic Party,Florida,HJRes 1,103- 1,Cosponsor
449,Carrie Meek,Democratic Party,Florida,HJRes 1,103- 1,Cosponsor
450,Patsy Takemoto Mink,Democratic Party,Hawaii,HJRes 1,103- 1,Cosponsor
451,Neil Abercrombie,Democratic Party,Hawaii,HJRes 1,103- 1,Cosponsor
452,Lane A. Evans,Democratic Party,Illinois,HJRes 1,103- 1,Cosponsor
453,Andrew Jacobs Jr.,Democratic Party,Indiana,HJRes 1,103- 1,Cosponsor
454,Olympia J. Snowe,Republican Party,Maine,HJRes 1,103- 1,Cosponsor
455,Thomas Hiram Andrews,Democratic Party,Maine,HJRes 1,103- 1,Cosponsor
456,Constance Morella,Republican Party,Maryland,HJRes 1,103- 1,Cosponsor
457,Barney Frank,Democratic Party,Massachusetts,HJRes 1,103- 1,Cosponsor
458,Edward J. Markey,Democratic Party,Massachusetts,HJRes 1,103- 1,Cosponsor
459,Martin T. Meehan,Democratic Party,Massachusetts,HJRes 1,103- 1,Cosponsor
460,Gerry Eastman Studds,Democratic Party,Massachusetts,HJRes 1,103- 1,Cosponsor
461,John Conyers Jr.,Democratic Party,Michigan,HJRes 1,103- 1,Cosponsor
462,Dale E. Kildee,Democratic Party,Michigan,HJRes 1,103- 1,Cosponsor
463,William David Ford,Democratic Party,Michigan,HJRes 1,103- 1,Cosponsor
464,Milton Robert Carr,Democratic Party,Michigan,HJRes 1,103- 1,Cosponsor
465,Barbara-Rose Collins,Democratic Party,Michigan,HJRes 1,103- 1,Cosponsor
466,Martin Olav Sabo,Democratic Party,Minnesota,HJRes 1,103- 1,Cosponsor
467,William Lacy Clay Sr.,Democratic Party,Missouri,HJRes 1,103- 1,Cosponsor
468,Alan Dupree Wheat,Democratic Party,Missouri,HJRes 1,103- 1,Cosponsor
469,Robert E. Andrews,Democratic Party,New Jersey,HJRes 1,103- 1,Cosponsor
470,William John Hughes,Democratic Party,New Jersey,HJRes 1,103- 1,Cosponsor
471,Richard Zimmer,Republican Party,New Jersey,HJRes 1,103- 1,Cosponsor
472,Robert Menendez,Democratic Party,New Jersey,HJRes 1,103- 1,Cosponsor
473,Gary L. Ackerman,Democratic Party,New York,HJRes 1,103- 1,Cosponsor
474,Jerrold L. Nadler,Democratic Party,New York,HJRes 1,103- 1,Cosponsor
475,Louise McIntosh Slaughter,Democratic Party,New York,HJRes 1,103- 1,Cosponsor
476,Edolphus Towns,Democratic Party,New York,HJRes 1,103- 1,Cosponsor
477,Carolyn B. Maloney,Democratic Party,New York,HJRes 1,103- 1,Cosponsor
478,James T. Walsh,Republican Party,New York,HJRes 1,103- 1,Cosponsor
479,Charles B. Rangel,Democratic Party,New York,HJRes 1,103- 1,Cosponsor
480,Charles E. Schumer,Democratic Party,New York,HJRes 1,103- 1,Cosponsor
481,George Joseph Hochbrueckner,Democratic Party,New York,HJRes 1,103- 1,Cosponsor
482,Maurice D. Hinchey,Democratic Party,New York,HJRes 1,103- 1,Cosponsor
483,Melvin L. Watt,Democratic Party,North Carolina,HJRes 1,103- 1,Cosponsor
484,Tony P. Hall,Democratic Party,Ohio,HJRes 1,103- 1,Cosponsor
485,Marcy Kaptur,Democratic Party,Ohio,HJRes 1,103- 1,Cosponsor
486,Eric D. Fingerhut,Democratic Party,Ohio,HJRes 1,103- 1,Cosponsor
487,Peter A. DeFazio,Democratic Party,Oregon,HJRes 1,103- 1,Cosponsor
488,Michael J. Kopetski,Democratic Party,Oregon,HJRes 1,103- 1,Cosponsor
489,Elizabeth Furse,Democratic Party,Oregon,HJRes 1,103- 1,Cosponsor
490,Thomas Michael Foglietta,Democratic Party,Pennsylvania,HJRes 1,103- 1,Cosponsor
491,Ronald K. Machtley,Republican Party,Rhode Island,HJRes 1,103- 1,Cosponsor
492,Michael Allen Andrews,Democratic Party,Texas,HJRes 1,103- 1,Cosponsor
493,Ronald D’Emory Coleman,Democratic Party,Texas,HJRes 1,103- 1,Cosponsor
494,Jonas Frost III,Democratic Party,Texas,HJRes 1,103- 1,Cosponsor
495,John Wiley Bryant,Democratic Party,Texas,HJRes 1,103- 1,Cosponsor
496,Eddie Bernice Johnson,Democratic Party,Texas,HJRes 1,103- 1,Cosponsor
497,Frederick C. Boucher,Democratic Party,Virginia,HJRes 1,103- 1,Cosponsor
498,James P. Moran Jr.,Democratic Party,Virginia,HJRes 1,103- 1,Cosponsor
499,Robert C. Scott,Democratic Party,Virginia,HJRes 1,103- 1,Cosponsor
500,Leslie Larkin Byrne,Democratic Party,Virginia,HJRes 1,103- 1,Cosponsor
501,Norman D. Dicks,Democratic Party,Washington,HJRes 1,103- 1,Cosponsor
502,Allan Byron Swift,Democratic Party,Washington,HJRes 1,103- 1,Cosponsor
503,Jolene Unsoeld,Democratic Party,Washington,HJRes 1,103- 1,Cosponsor
504,Myron Bradford Kreidler,Democratic Party,Washington,HJRes 1,103- 1,Cosponsor
505,Edward M. Kennedy,Democratic Party,Massachusetts,SJRes 40,103- 1,Primary
506,Dennis Webster DeConcini,Democratic Party,Arizona,SJRes 40,103- 1,Cosponsor
507,Barbara Boxer,Democratic Party,California,SJRes 40,103- 1,Cosponsor
508,Dianne Feinstein,Democratic Party,California,SJRes 40,103- 1,Cosponsor
509,George Hanks Brown,Republican Party,Colorado,SJRes 40,103- 1,Cosponsor
510,Ben Nighthorse Campbell,Republican Party,Colorado,SJRes 40,103- 1,Cosponsor
511,Christopher J. Dodd,Democratic Party,Connecticut,SJRes 40,103- 1,Cosponsor
512,Joseph I. Lieberman,Democratic Party,Connecticut,SJRes 40,103- 1,Cosponsor
513,Joseph R. Biden Jr.,Democratic Party,Delaware,SJRes 40,103- 1,Cosponsor
514,Bob Graham,Democratic Party,Florida,SJRes 40,103- 1,Cosponsor
515,Daniel Kahikina Akaka,Democratic Party,Hawaii,SJRes 40,103- 1,Cosponsor
516,Carol Moseley Braun,Democratic Party,Illinois,SJRes 40,103- 1,Cosponsor
517,Paul Martin Simon,Democratic Party,Illinois,SJRes 40,103- 1,Cosponsor
518,Thomas Harkin,Democratic Party,Iowa,SJRes 40,103- 1,Cosponsor
519,Nancy Landon Kassebaum,Republican Party,Kansas,SJRes 40,103- 1,Cosponsor
520,John Bennett Johnston Jr.,Democratic Party,Louisiana,SJRes 40,103- 1,Cosponsor
521,William Sebastian Cohen,Republican Party,Maine,SJRes 40,103- 1,Cosponsor
522,George John Mitchell,Democratic Party,Maine,SJRes 40,103- 1,Cosponsor
523,Barbara A. Mikulski,Democratic Party,Maryland,SJRes 40,103- 1,Cosponsor
524,Paul S. Sarbanes,Democratic Party,Maryland,SJRes 40,103- 1,Cosponsor
525,John Forbes Kerry,Democratic Party,Massachusetts,SJRes 40,103- 1,Cosponsor
526,Carl Levin,Democratic Party,Michigan,SJRes 40,103- 1,Cosponsor
527,Donald Wayne Riegle Jr.,Democratic Party,Michigan,SJRes 40,103- 1,Cosponsor
528,David Ferdinand Durenberger,Republican Party,Minnesota,SJRes 40,103- 1,Cosponsor
529,Paul David Wellstone,Democratic Party,Minnesota,SJRes 40,103- 1,Cosponsor
530,John Claggett Danforth,Republican Party,Missouri,SJRes 40,103- 1,Cosponsor
531,Max S. Baucus,Democratic Party,Montana,SJRes 40,103- 1,Cosponsor
532,William Warren Bradley,Democratic Party,New Jersey,SJRes 40,103- 1,Cosponsor
533,Frank R. Lautenberg,Democratic Party,New Jersey,SJRes 40,103- 1,Cosponsor
534,Jeff Bingaman,Democratic Party,New Mexico,SJRes 40,103- 1,Cosponsor
535,Daniel Patrick Moynihan,Democratic Party,New York,SJRes 40,103- 1,Cosponsor
536,Kent Kent Conrad,Democratic Party,North Dakota,SJRes 40,103- 1,Cosponsor
537,Byron L. Dorgan,Democratic Party,North Dakota,SJRes 40,103- 1,Cosponsor
538,John Herschel Glenn Jr.,Democratic Party,Ohio,SJRes 40,103- 1,Cosponsor
539,Howard Morton Metzenbaum,Democratic Party,Ohio,SJRes 40,103- 1,Cosponsor
540,David Lyle Boren,Democratic Party,Oklahoma,SJRes 40,103- 1,Cosponsor
541,Mark Odom Hatfield,Republican Party,Oregon,SJRes 40,103- 1,Cosponsor
542,Robert William Packwood,Republican Party,Oregon,SJRes 40,103- 1,Cosponsor
543,Arlen Specter,Republican Party,Pennsylvania,SJRes 40,103- 1,Cosponsor
544,John Hubbard Chafee,Republican Party,Rhode Island,SJRes 40,103- 1,Cosponsor
545,Claiborne de Borda Pell,Democratic Party,Rhode Island,SJRes 40,103- 1,Cosponsor
546,Ernest F. Hollings,Democratic Party,South Carolina,SJRes 40,103- 1,Cosponsor
547,Thomas A. Daschle,Democratic Party,South Dakota,SJRes 40,103- 1,Cosponsor
548,Robert Charles Krueger,Democratic Party,Texas,SJRes 40,103- 1,Cosponsor
549,James M. Jeffords,Republican Party,Vermont,SJRes 40,103- 1,Cosponsor
550,Patrick J. Leahy,Democratic Party,Vermont,SJRes 40,103- 1,Cosponsor
551,Charles S. Robb,Democratic Party,Virginia,SJRes 40,103- 1,Cosponsor
552,Patty Murray,Democratic Party,Washington,SJRes 40,103- 1,Cosponsor
553,John D. Rockefeller IV,Democratic Party,West Virginia,SJRes 40,103- 1,Cosponsor
554,Russell D. Feingold,Democratic Party,Wisconsin,SJRes 40,103- 1,Cosponsor
555,Theodore E. Deutch,Democratic Party,Florida,HJRes 119,113- 2,Primary
556,Terri A. Sewell,Democratic Party,Alabama,HJRes 119,113- 2,Cosponsor
557,Raúl M. Grijalva,Democratic Party,Arizona,HJRes 119,113- 2,Cosponsor
558,Sam Farr,Democratic Party,California,HJRes 119,113- 2,Cosponsor
559,Jackie Speier,Democratic Party,California,HJRes 119,113- 2,Cosponsor
560,Anna G. Eshoo,Democratic Party,California,HJRes 119,113- 2,Cosponsor
561,Brad J. Sherman,Democratic Party,California,HJRes 119,113- 2,Cosponsor
562,Jared Huffman,Democratic Party,California,HJRes 119,113- 2,Cosponsor
563,John Garamendi,Democratic Party,California,HJRes 119,113- 2,Cosponsor
564,Nancy Pelosi,Democratic Party,California,HJRes 119,113- 2,Cosponsor
565,Maxine Waters,Democratic Party,California,HJRes 119,113- 2,Cosponsor
566,Zoe Lofgren,Democratic Party,California,HJRes 119,113- 2,Cosponsor
567,Doris O. Matsui,Democratic Party,California,HJRes 119,113- 2,Cosponsor
568,Janice Hahn,Democratic Party,California,HJRes 119,113- 2,Cosponsor
569,Barbara Lee,Democratic Party,California,HJRes 119,113- 2,Cosponsor
570,Mike Michael Thompson,Democratic Party,California,HJRes 119,113- 2,Cosponsor
571,Michael M. Honda,Democratic Party,California,HJRes 119,113- 2,Cosponsor
572,George Miller,Democratic Party,California,HJRes 119,113- 2,Cosponsor
573,Eric Swalwell,Democratic Party,California,HJRes 119,113- 2,Cosponsor
574,Julia Brownley,Democratic Party,California,HJRes 119,113- 2,Cosponsor
575,Xavier Becerra,Democratic Party,California,HJRes 119,113- 2,Cosponsor
576,Susan A. Davis,Democratic Party,California,HJRes 119,113- 2,Cosponsor
577,Adam B. Schiff,Democratic Party,California,HJRes 119,113- 2,Cosponsor
578,Alan S. Lowenthal,Democratic Party,California,HJRes 119,113- 2,Cosponsor
579,Judy M. Chu,Democratic Party,California,HJRes 119,113- 2,Cosponsor
580,Mark Takano,Democratic Party,California,HJRes 119,113- 2,Cosponsor
581,Henry A. Waxman,Democratic Party,California,HJRes 119,113- 2,Cosponsor
582,Karen Bass,Democratic Party,California,HJRes 119,113- 2,Cosponsor
583,Grace F. Napolitano,Democratic Party,California,HJRes 119,113- 2,Cosponsor
584,Lucille Roybal-Allard,Democratic Party,California,HJRes 119,113- 2,Cosponsor
585,Scott H. Peters,Democratic Party,California,HJRes 119,113- 2,Cosponsor
586,Ed Perlmutter,Democratic Party,Colorado,HJRes 119,113- 2,Cosponsor
587,James A. Himes,Democratic Party,Connecticut,HJRes 119,113- 2,Cosponsor
588,John B. Larson,Democratic Party,Connecticut,HJRes 119,113- 2,Cosponsor
589,Rosa L. DeLauro,Democratic Party,Connecticut,HJRes 119,113- 2,Cosponsor
590,Joe Courtney,Democratic Party,Connecticut,HJRes 119,113- 2,Cosponsor
591,Elizabeth H. Esty,Democratic Party,Connecticut,HJRes 119,113- 2,Cosponsor
592,John C. Carney,Democratic Party,Delaware,HJRes 119,113- 2,Cosponsor
593,Alcee L. Hastings,Democratic Party,Florida,HJRes 119,113- 2,Cosponsor
594,Alan Grayson,Democratic Party,Florida,HJRes 119,113- 2,Cosponsor
595,Debbie Wasserman Schultz,Democratic Party,Florida,HJRes 119,113- 2,Cosponsor
596,Frederica S. Wilson,Democratic Party,Florida,HJRes 119,113- 2,Cosponsor
597,Lois Frankel,Democratic Party,Florida,HJRes 119,113- 2,Cosponsor
598,Henry C. Johnson Jr.,Democratic Party,Georgia,HJRes 119,113- 2,Cosponsor
599,John R. Lewis,Democratic Party,Georgia,HJRes 119,113- 2,Cosponsor
600,Tulsi Gabbard,Democratic Party,Hawaii,HJRes 119,113- 2,Cosponsor
601,Bill Foster,Democratic Party,Illinois,HJRes 119,113- 2,Cosponsor
602,Janice D. Schakowsky,Democratic Party,Illinois,HJRes 119,113- 2,Cosponsor
603,Cheri Bustos,Democratic Party,Illinois,HJRes 119,113- 2,Cosponsor
604,Mike Quigley,Democratic Party,Illinois,HJRes 119,113- 2,Cosponsor
605,William L. Enyart,Democratic Party,Illinois,HJRes 119,113- 2,Cosponsor
606,Bradley S. Schneider,Democratic Party,Illinois,HJRes 119,113- 2,Cosponsor
607,John A. Yarmuth,Democratic Party,Kentucky,HJRes 119,113- 2,Cosponsor
608,Cedric L. Richmond,Democratic Party,Louisiana,HJRes 119,113- 2,Cosponsor
609,Chellie Pingree,Democratic Party,Maine,HJRes 119,113- 2,Cosponsor
610,C. A. Dutch Ruppersberger,Democratic Party,Maryland,HJRes 119,113- 2,Cosponsor
611,Donna F. Edwards,Democratic Party,Maryland,HJRes 119,113- 2,Cosponsor
612,Chris Van Hollen Jr.,Democratic Party,Maryland,HJRes 119,113- 2,Cosponsor
613,John P. Sarbanes,Democratic Party,Maryland,HJRes 119,113- 2,Cosponsor
614,Elijah E. Cummings,Democratic Party,Maryland,HJRes 119,113- 2,Cosponsor
615,Katherine M. Clark,Democratic Party,Massachusetts,HJRes 119,113- 2,Cosponsor
616,Michael E. Capuano,Democratic Party,Massachusetts,HJRes 119,113- 2,Cosponsor
617,Joseph P. Kennedy III,Democratic Party,Massachusetts,HJRes 119,113- 2,Cosponsor
618,James P. McGovern,Democratic Party,Massachusetts,HJRes 119,113- 2,Cosponsor
619,Niki S. Tsongas,Democratic Party,Massachusetts,HJRes 119,113- 2,Cosponsor
620,Stephen F. Lynch,Democratic Party,Massachusetts,HJRes 119,113- 2,Cosponsor
621,John Conyers Jr.,Democratic Party,Michigan,HJRes 119,113- 2,Cosponsor
622,Gary C. Peters,Democratic Party,Michigan,HJRes 119,113- 2,Cosponsor
623,Keith Maurice Ellison,Democratic Party,Minnesota,HJRes 119,113- 2,Cosponsor
624,Richard M. Nolan,Democratic Party,Minnesota,HJRes 119,113- 2,Cosponsor
625,Betty Louise McCollum,Democratic Party,Minnesota,HJRes 119,113- 2,Cosponsor
626,Collin Clark Peterson,Democratic Party,Minnesota,HJRes 119,113- 2,Cosponsor
627,Timothy James Walz,Democratic Party,Minnesota,HJRes 119,113- 2,Cosponsor
628,Wm. Lacy Clay Jr.,Democratic Party,Missouri,HJRes 119,113- 2,Cosponsor
629,Dina Titus,Democratic Party,Nevada,HJRes 119,113- 2,Cosponsor
630,Steven A. Horsford,Democratic Party,Nevada,HJRes 119,113- 2,Cosponsor
631,Ann M. Kuster,Democratic Party,New Hampshire,HJRes 119,113- 2,Cosponsor
632,Carol Shea-Porter,Democratic Party,New Hampshire,HJRes 119,113- 2,Cosponsor
633,Frank J. Pallone Jr.,Democratic Party,New Jersey,HJRes 119,113- 2,Cosponsor
634,Rush D. Holt,Democratic Party,New Jersey,HJRes 119,113- 2,Cosponsor
635,Donald M. Payne Jr.,Democratic Party,New Jersey,HJRes 119,113- 2,Cosponsor
636,Bill J. Pascrell Jr.,Democratic Party,New Jersey,HJRes 119,113- 2,Cosponsor
637,Michelle Lujan Grisham,Democratic Party,New Mexico,HJRes 119,113- 2,Cosponsor
638,Ben Ray Luján,Democratic Party,New Mexico,HJRes 119,113- 2,Cosponsor
639,Steve J. Israel,Democratic Party,New York,HJRes 119,113- 2,Cosponsor
640,José E. Serrano,Democratic Party,New York,HJRes 119,113- 2,Cosponsor
641,Gregory W. Meeks,Democratic Party,New York,HJRes 119,113- 2,Cosponsor
642,Timothy H. Bishop,Democratic Party,New York,HJRes 119,113- 2,Cosponsor
643,Eliot L. Engel,Democratic Party,New York,HJRes 119,113- 2,Cosponsor
644,Charles B. Rangel,Democratic Party,New York,HJRes 119,113- 2,Cosponsor
645,Louise McIntosh Slaughter,Democratic Party,New York,HJRes 119,113- 2,Cosponsor
646,Paul Tonko,Democratic Party,New York,HJRes 119,113- 2,Cosponsor
647,Joseph Crowley,Democratic Party,New York,HJRes 119,113- 2,Cosponsor
648,Nita M. Lowey,Democratic Party,New York,HJRes 119,113- 2,Cosponsor
649,Sean Patrick Maloney,Democratic Party,New York,HJRes 119,113- 2,Cosponsor
650,Grace Meng,Democratic Party,New York,HJRes 119,113- 2,Cosponsor
651,David E. Price,Democratic Party,North Carolina,HJRes 119,113- 2,Cosponsor
652,George Kenneth Butterfield Jr.,Democratic Party,North Carolina,HJRes 119,113- 2,Cosponsor
653,Marcia L. Fudge,Democratic Party,Ohio,HJRes 119,113- 2,Cosponsor
654,Tim J. Ryan,Democratic Party,Ohio,HJRes 119,113- 2,Cosponsor
655,Marcy Kaptur,Democratic Party,Ohio,HJRes 119,113- 2,Cosponsor
656,Joyce Beatty,Democratic Party,Ohio,HJRes 119,113- 2,Cosponsor
657,Earl Blumenauer,Democratic Party,Oregon,HJRes 119,113- 2,Cosponsor
658,Peter A. DeFazio,Democratic Party,Oregon,HJRes 119,113- 2,Cosponsor
659,Kurt Schrader,Democratic Party,Oregon,HJRes 119,113- 2,Cosponsor
