,Name,Party,State,Bill:,Congress-Session:,Category
993,Peter Hoekstra,Republican Party,Michigan,HJRes 42,111- 1,Primary
994,Mike Rogers,Republican Party,Alabama,HJRes 42,111- 1,Cosponsor
995,Spencer Thomas Bachus III,Republican Party,Alabama,HJRes 42,111- 1,Cosponsor
996,Jo Bonner,Republican Party,Alabama,HJRes 42,111- 1,Cosponsor
997,Parker Griffith,Republican Party,Alabama,HJRes 42,111- 1,Cosponsor
998,Don E. Young,Republican Party,Alaska,HJRes 42,111- 1,Cosponsor
999,Trent Franks,Republican Party,Arizona,HJRes 42,111- 1,Cosponsor
1000,John B. Shadegg,Republican Party,Arizona,HJRes 42,111- 1,Cosponsor
1001,John Boozman,Republican Party,Arkansas,HJRes 42,111- 1,Cosponsor
1002,John Bayard Taylor Campbell III,Republican Party,California,HJRes 42,111- 1,Cosponsor
1003,Walter Herger,Republican Party,California,HJRes 42,111- 1,Cosponsor
1004,Duncan D. Hunter,Republican Party,California,HJRes 42,111- 1,Cosponsor
1005,Tom McClintock,Republican Party,California,HJRes 42,111- 1,Cosponsor
1006,Howard P. McKeon,Republican Party,California,HJRes 42,111- 1,Cosponsor
1007,George P. Radanovich,Republican Party,California,HJRes 42,111- 1,Cosponsor
1008,Edward R. Royce,Republican Party,California,HJRes 42,111- 1,Cosponsor
1009,Kevin McCarthy,Republican Party,California,HJRes 42,111- 1,Cosponsor
1010,Daniel E. Lungren,Republican Party,California,HJRes 42,111- 1,Cosponsor
1011,Devin G. Nunes,Republican Party,California,HJRes 42,111- 1,Cosponsor
1012,Gary G. Miller,Republican Party,California,HJRes 42,111- 1,Cosponsor
1013,Brian P. Bilbray,Republican Party,California,HJRes 42,111- 1,Cosponsor
1014,Mary Whitaker Bono Mack,Republican Party,California,HJRes 42,111- 1,Cosponsor
1015,Doug Lamborn,Republican Party,Colorado,HJRes 42,111- 1,Cosponsor
1016,Mike Coffman,Republican Party,Colorado,HJRes 42,111- 1,Cosponsor
1017,Vern Buchanan,Republican Party,Florida,HJRes 42,111- 1,Cosponsor
1018,Thomas J. Rooney,Republican Party,Florida,HJRes 42,111- 1,Cosponsor
1019,Jeff Miller,Republican Party,Florida,HJRes 42,111- 1,Cosponsor
1020,Bill Posey,Republican Party,Florida,HJRes 42,111- 1,Cosponsor
1021,Paul C. Broun Jr.,Republican Party,Georgia,HJRes 42,111- 1,Cosponsor
1022,Nathan Deal,Republican Party,Georgia,HJRes 42,111- 1,Cosponsor
1023,Phil Gingrey,Republican Party,Georgia,HJRes 42,111- 1,Cosponsor
1024,Jack Kingston,Republican Party,Georgia,HJRes 42,111- 1,Cosponsor
1025,Tom Price,Republican Party,Georgia,HJRes 42,111- 1,Cosponsor
1026,Lynn A. Westmoreland,Republican Party,Georgia,HJRes 42,111- 1,Cosponsor
1027,Charles Djou,Republican Party,Hawaii,HJRes 42,111- 1,Cosponsor
1028,Donald A. Manzullo,Republican Party,Illinois,HJRes 42,111- 1,Cosponsor
1029,John M. Shimkus,Republican Party,Illinois,HJRes 42,111- 1,Cosponsor
1030,Peter J. Roskam,Republican Party,Illinois,HJRes 42,111- 1,Cosponsor
1031,Aaron Schock,Republican Party,Illinois,HJRes 42,111- 1,Cosponsor
1032,Timothy V. Johnson,Republican Party,Illinois,HJRes 42,111- 1,Cosponsor
1033,Dan L. Burton,Republican Party,Indiana,HJRes 42,111- 1,Cosponsor
1034,Mike Pence,Republican Party,Indiana,HJRes 42,111- 1,Cosponsor
1035,Mark Edward Souder,Republican Party,Indiana,HJRes 42,111- 1,Cosponsor
1036,Brad Ellsworth,Democratic Party,Indiana,HJRes 42,111- 1,Cosponsor
1037,Steve A. King,Republican Party,Iowa,HJRes 42,111- 1,Cosponsor
1038,Tom P. Latham,Republican Party,Iowa,HJRes 42,111- 1,Cosponsor
1039,Jerry Moran,Republican Party,Kansas,HJRes 42,111- 1,Cosponsor
1040,Todd Tiahrt,Republican Party,Kansas,HJRes 42,111- 1,Cosponsor
1041,Geoff Davis,Republican Party,Kentucky,HJRes 42,111- 1,Cosponsor
1042,Brett Guthrie,Republican Party,Kentucky,HJRes 42,111- 1,Cosponsor
1043,Ed Whitfield,Republican Party,Kentucky,HJRes 42,111- 1,Cosponsor
1044,Rodney M. Alexander,Republican Party,Louisiana,HJRes 42,111- 1,Cosponsor
1045,John Fleming,Republican Party,Louisiana,HJRes 42,111- 1,Cosponsor
1046,Steve Joseph Scalise,Republican Party,Louisiana,HJRes 42,111- 1,Cosponsor
1047,Charles W. Boustany Jr.,Republican Party,Louisiana,HJRes 42,111- 1,Cosponsor
1048,Bill Cassidy,Republican Party,Louisiana,HJRes 42,111- 1,Cosponsor
1049,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 42,111- 1,Cosponsor
1050,Dave Lee Camp,Republican Party,Michigan,HJRes 42,111- 1,Cosponsor
1051,Thaddeus G. McCotter,Republican Party,Michigan,HJRes 42,111- 1,Cosponsor
1052,Fred Stephen Upton,Republican Party,Michigan,HJRes 42,111- 1,Cosponsor
1053,Michele Marie Bachmann,Republican Party,Minnesota,HJRes 42,111- 1,Cosponsor
1054,John Paul Kline,Republican Party,Minnesota,HJRes 42,111- 1,Cosponsor
1055,Erik Paulsen,Republican Party,Minnesota,HJRes 42,111- 1,Cosponsor
1056,Gregg Harper,Republican Party,Mississippi,HJRes 42,111- 1,Cosponsor
1057,W. Todd Akin,Republican Party,Missouri,HJRes 42,111- 1,Cosponsor
1058,Roy Blunt,Republican Party,Missouri,HJRes 42,111- 1,Cosponsor
1059,Sam B. Graves,Republican Party,Missouri,HJRes 42,111- 1,Cosponsor
1060,Blaine Luetkemeyer,Republican Party,Missouri,HJRes 42,111- 1,Cosponsor
1061,Jo Ann H. Emerson,Republican Party,Missouri,HJRes 42,111- 1,Cosponsor
1062,Dennis Rehberg,Republican Party,Montana,HJRes 42,111- 1,Cosponsor
1063,Jeff Lane Fortenberry,Republican Party,Nebraska,HJRes 42,111- 1,Cosponsor
1064,Lee R. Terry,Republican Party,Nebraska,HJRes 42,111- 1,Cosponsor
1065,Dean Heller,Republican Party,Nevada,HJRes 42,111- 1,Cosponsor
1066,Frank A. LoBiondo,Republican Party,New Jersey,HJRes 42,111- 1,Cosponsor
1067,John M. McHugh,Republican Party,New York,HJRes 42,111- 1,Cosponsor
1068,Christopher John Lee,Republican Party,New York,HJRes 42,111- 1,Cosponsor
1069,Patrick T. McHenry,Republican Party,North Carolina,HJRes 42,111- 1,Cosponsor
1070,Mike McIntyre,Democratic Party,North Carolina,HJRes 42,111- 1,Cosponsor
1071,Howard Coble,Republican Party,North Carolina,HJRes 42,111- 1,Cosponsor
1072,John A. Boehner,Republican Party,Ohio,HJRes 42,111- 1,Cosponsor
1073,Jim Jordan,Republican Party,Ohio,HJRes 42,111- 1,Cosponsor
1074,Robert E. Latta,Republican Party,Ohio,HJRes 42,111- 1,Cosponsor
1075,Jean Schmidt,Republican Party,Ohio,HJRes 42,111- 1,Cosponsor
1076,Michael R. Turner,Republican Party,Ohio,HJRes 42,111- 1,Cosponsor
1077,Steven C. LaTourette,Republican Party,Ohio,HJRes 42,111- 1,Cosponsor
1078,Tom Cole,Republican Party,Oklahoma,HJRes 42,111- 1,Cosponsor
1079,Mary Fallin,Republican Party,Oklahoma,HJRes 42,111- 1,Cosponsor
1080,Frank D. Lucas,Republican Party,Oklahoma,HJRes 42,111- 1,Cosponsor
1081,John A. Sullivan,Republican Party,Oklahoma,HJRes 42,111- 1,Cosponsor
1082,Greg P. Walden,Republican Party,Oregon,HJRes 42,111- 1,Cosponsor
1083,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 42,111- 1,Cosponsor
1084,Todd R. Platts,Republican Party,Pennsylvania,HJRes 42,111- 1,Cosponsor
1085,Tim Murphy,Republican Party,Pennsylvania,HJRes 42,111- 1,Cosponsor
1086,Bill Shuster,Republican Party,Pennsylvania,HJRes 42,111- 1,Cosponsor
1087,Glenn Thompson,Republican Party,Pennsylvania,HJRes 42,111- 1,Cosponsor
1088,James Gresham Barrett,Republican Party,South Carolina,HJRes 42,111- 1,Cosponsor
1089,Henry E. Brown Jr.,Republican Party,South Carolina,HJRes 42,111- 1,Cosponsor
1090,Joe G. Wilson,Republican Party,South Carolina,HJRes 42,111- 1,Cosponsor
1091,Marsha W. Blackburn,Republican Party,Tennessee,HJRes 42,111- 1,Cosponsor
1092,David P. Roe,Republican Party,Tennessee,HJRes 42,111- 1,Cosponsor
1093,Zach Wamp,Republican Party,Tennessee,HJRes 42,111- 1,Cosponsor
1094,John J. Duncan Jr.,Republican Party,Tennessee,HJRes 42,111- 1,Cosponsor
1095,John R. Carter,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1096,K. Michael Conaway,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1097,Louie B. Gohmert Jr.,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1098,Jeb Hensarling,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1099,Sam Robert Johnson,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1100,Kenny Ewell Marchant,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1101,Michael T. McCaul,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1102,Randy Neugebauer,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1103,Pete A. Sessions,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1104,Joe Linus Barton,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1105,Michael C. Burgess,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1106,Kevin P. Brady,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1107,Pete Olson,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1108,Ralph M. Hall,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1109,Ted Poe,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1110,Kay Granger,Republican Party,Texas,HJRes 42,111- 1,Cosponsor
1111,Rob Bishop,Republican Party,Utah,HJRes 42,111- 1,Cosponsor
1112,Frank R. Wolf,Republican Party,Virginia,HJRes 42,111- 1,Cosponsor
1113,Eric I. Cantor,Republican Party,Virginia,HJRes 42,111- 1,Cosponsor
1114,Robert J. Wittman,Republican Party,Virginia,HJRes 42,111- 1,Cosponsor
1115,Bob W. Goodlatte,Republican Party,Virginia,HJRes 42,111- 1,Cosponsor
1116,J. Randy Forbes,Republican Party,Virginia,HJRes 42,111- 1,Cosponsor
1117,Doc Hastings,Republican Party,Washington,HJRes 42,111- 1,Cosponsor
1118,Thomas E. Petri,Republican Party,Wisconsin,HJRes 42,111- 1,Cosponsor
1119,Cynthia M. Lummis,Republican Party,Wyoming,HJRes 42,111- 1,Cosponsor
1120,Jesse Louis Jackson Jr.,Democratic Party,Illinois,HJRes 28,110- 1,Primary
1121,Artur Davis,Democratic Party,Alabama,HJRes 28,110- 1,Cosponsor
1122,Raúl M. Grijalva,Democratic Party,Arizona,HJRes 28,110- 1,Cosponsor
1123,Lynn C. Woolsey,Democratic Party,California,HJRes 28,110- 1,Cosponsor
1124,Fortney H. Stark,Democratic Party,California,HJRes 28,110- 1,Cosponsor
1125,Barbara Lee,Democratic Party,California,HJRes 28,110- 1,Cosponsor
1126,Bob Filner,Democratic Party,California,HJRes 28,110- 1,Cosponsor
1127,Michael M. Honda,Democratic Party,California,HJRes 28,110- 1,Cosponsor
1128,Diane E. Watson,Democratic Party,California,HJRes 28,110- 1,Cosponsor
1129,Maxine Waters,Democratic Party,California,HJRes 28,110- 1,Cosponsor
1130,Corrine Brown,Democratic Party,Florida,HJRes 28,110- 1,Cosponsor
1131,Kendrick Brett Meek,Democratic Party,Florida,HJRes 28,110- 1,Cosponsor
1132,Alcee L. Hastings,Democratic Party,Florida,HJRes 28,110- 1,Cosponsor
1133,Sanford D. Bishop Jr.,Democratic Party,Georgia,HJRes 28,110- 1,Cosponsor
1134,Henry C. Johnson Jr.,Democratic Party,Georgia,HJRes 28,110- 1,Cosponsor
1135,John R. Lewis,Democratic Party,Georgia,HJRes 28,110- 1,Cosponsor
1136,Bobby L. Rush,Democratic Party,Illinois,HJRes 28,110- 1,Cosponsor
1137,Janice D. Schakowsky,Democratic Party,Illinois,HJRes 28,110- 1,Cosponsor
1138,Danny K. Davis,Democratic Party,Illinois,HJRes 28,110- 1,Cosponsor
1139,Luis V. Gutiérrez,Democratic Party,Illinois,HJRes 28,110- 1,Cosponsor
1140,Julia M. Carson,Democratic Party,Indiana,HJRes 28,110- 1,Cosponsor
1141,William J. Jefferson,Democratic Party,Louisiana,HJRes 28,110- 1,Cosponsor
1142,Albert Russell Wynn,Democratic Party,Maryland,HJRes 28,110- 1,Cosponsor
1143,Elijah E. Cummings,Democratic Party,Maryland,HJRes 28,110- 1,Cosponsor
1144,James P. McGovern,Democratic Party,Massachusetts,HJRes 28,110- 1,Cosponsor
1145,Carolyn Cheeks Kilpatrick,Democratic Party,Michigan,HJRes 28,110- 1,Cosponsor
1146,Bennie G. Thompson,Democratic Party,Mississippi,HJRes 28,110- 1,Cosponsor
1147,Emanuel Cleaver II,Democratic Party,Missouri,HJRes 28,110- 1,Cosponsor
1148,Rush D. Holt,Democratic Party,New Jersey,HJRes 28,110- 1,Cosponsor
1149,Donald M. Payne,Democratic Party,New Jersey,HJRes 28,110- 1,Cosponsor
1150,Charles B. Rangel,Democratic Party,New York,HJRes 28,110- 1,Cosponsor
1151,Edolphus Towns,Democratic Party,New York,HJRes 28,110- 1,Cosponsor
1152,Maurice D. Hinchey,Democratic Party,New York,HJRes 28,110- 1,Cosponsor
1153,Yvette D. Clarke,Democratic Party,New York,HJRes 28,110- 1,Cosponsor
1154,José E. Serrano,Democratic Party,New York,HJRes 28,110- 1,Cosponsor
1155,Gregory W. Meeks,Democratic Party,New York,HJRes 28,110- 1,Cosponsor
1156,Melvin L. Watt,Democratic Party,North Carolina,HJRes 28,110- 1,Cosponsor
1157,Dennis J. Kucinich,Democratic Party,Ohio,HJRes 28,110- 1,Cosponsor
1158,Tim J. Ryan,Democratic Party,Ohio,HJRes 28,110- 1,Cosponsor
1159,Stephanie Tubbs Jones,Democratic Party,Ohio,HJRes 28,110- 1,Cosponsor
1160,Chaka Fattah,Democratic Party,Pennsylvania,HJRes 28,110- 1,Cosponsor
1161,Patrick Joseph Kennedy,Democratic Party,Rhode Island,HJRes 28,110- 1,Cosponsor
1162,Steve Cohen,Democratic Party,Tennessee,HJRes 28,110- 1,Cosponsor
1163,Al Green,Democratic Party,Texas,HJRes 28,110- 1,Cosponsor
1164,Sheila Jackson Lee,Democratic Party,Texas,HJRes 28,110- 1,Cosponsor
1165,Eddie Bernice Johnson,Democratic Party,Texas,HJRes 28,110- 1,Cosponsor
1166,Donna M. Christensen,Democratic Party,Virgin Islands,HJRes 28,110- 1,Cosponsor
1167,Robert C. Scott,Democratic Party,Virginia,HJRes 28,110- 1,Cosponsor
1168,Eleanor Holmes Norton,Democratic Party,the District of Columbia,HJRes 28,110- 1,Cosponsor
