,Name,Party,State,Bill:,Congress-Session:,Category
664,Paul S. Sarbanes,Democratic Party,Maryland,SJRES 1,101- 1,Cosponsor
665,John Forbes Kerry,Democratic Party,Massachusetts,SJRES 1,101- 1,Cosponsor
666,Carl Levin,Democratic Party,Michigan,SJRES 1,101- 1,Cosponsor
667,Donald Wayne Riegle Jr.,Democratic Party,Michigan,SJRES 1,101- 1,Cosponsor
668,David Ferdinand Durenberger,Republican Party,Minnesota,SJRES 1,101- 1,Cosponsor
669,Rudolph Eli Boschwitz,Republican Party,Minnesota,SJRES 1,101- 1,Cosponsor
670,Max S. Baucus,Democratic Party,Montana,SJRES 1,101- 1,Cosponsor
671,J. Robert Kerrey,Democratic Party,Nebraska,SJRES 1,101- 1,Cosponsor
672,William Warren Bradley,Democratic Party,New Jersey,SJRES 1,101- 1,Cosponsor
673,Frank R. Lautenberg,Democratic Party,New Jersey,SJRES 1,101- 1,Cosponsor
674,Jeff Bingaman,Democratic Party,New Mexico,SJRES 1,101- 1,Cosponsor
675,Daniel Patrick Moynihan,Democratic Party,New York,SJRES 1,101- 1,Cosponsor
676,James Terry Sanford,Democratic Party,North Carolina,SJRES 1,101- 1,Cosponsor
677,Quentin Northrup Burdick,Democratic Party,North Dakota,SJRES 1,101- 1,Cosponsor
678,Kent Kent Conrad,Democratic Party,North Dakota,SJRES 1,101- 1,Cosponsor
679,John Herschel Glenn Jr.,Democratic Party,Ohio,SJRES 1,101- 1,Cosponsor
680,Howard Morton Metzenbaum,Democratic Party,Ohio,SJRES 1,101- 1,Cosponsor
681,Mark Odom Hatfield,Republican Party,Oregon,SJRES 1,101- 1,Cosponsor
682,Robert William Packwood,Republican Party,Oregon,SJRES 1,101- 1,Cosponsor
683,Henry John Heinz III,Republican Party,Pennsylvania,SJRES 1,101- 1,Cosponsor
684,Arlen Specter,Republican Party,Pennsylvania,SJRES 1,101- 1,Cosponsor
685,John Hubbard Chafee,Republican Party,Rhode Island,SJRES 1,101- 1,Cosponsor
686,Claiborne de Borda Pell,Democratic Party,Rhode Island,SJRES 1,101- 1,Cosponsor
687,Ernest F. Hollings,Democratic Party,South Carolina,SJRES 1,101- 1,Cosponsor
688,Thomas A. Daschle,Democratic Party,South Dakota,SJRES 1,101- 1,Cosponsor
689,Albert Arnold Gore Jr.,Democratic Party,Tennessee,SJRES 1,101- 1,Cosponsor
690,Lloyd Millard Bentsen Jr.,Democratic Party,Texas,SJRES 1,101- 1,Cosponsor
691,James M. Jeffords,Republican Party,Vermont,SJRES 1,101- 1,Cosponsor
692,Patrick J. Leahy,Democratic Party,Vermont,SJRES 1,101- 1,Cosponsor
693,Charles S. Robb,Democratic Party,Virginia,SJRES 1,101- 1,Cosponsor
694,Brockman Adams,Democratic Party,Washington,SJRES 1,101- 1,Cosponsor
695,John D. Rockefeller IV,Democratic Party,West Virginia,SJRES 1,101- 1,Cosponsor
696,Herbert H. Kohl,Democratic Party,Wisconsin,SJRES 1,101- 1,Cosponsor
697,Rob Bishop,Republican Party,Utah,HJRes 62,112- 1,Primary
698,Tom McClintock,Republican Party,California,HJRes 62,112- 1,Cosponsor
699,John Bayard Taylor Campbell III,Republican Party,California,HJRes 62,112- 1,Cosponsor
700,Doug Lamborn,Republican Party,Colorado,HJRes 62,112- 1,Cosponsor
701,Mike Coffman,Republican Party,Colorado,HJRes 62,112- 1,Cosponsor
702,Thomas J. Rooney,Republican Party,Florida,HJRes 62,112- 1,Cosponsor
703,Paul C. Broun Jr.,Republican Party,Georgia,HJRes 62,112- 1,Cosponsor
704,Tom Graves,Republican Party,Georgia,HJRes 62,112- 1,Cosponsor
705,Raúl R. Labrador,Republican Party,Idaho,HJRes 62,112- 1,Cosponsor
706,Joe Walsh,Republican Party,Illinois,HJRes 62,112- 1,Cosponsor
707,Donald A. Manzullo,Republican Party,Illinois,HJRes 62,112- 1,Cosponsor
708,Tim Walberg,Republican Party,Michigan,HJRes 62,112- 1,Cosponsor
709,Jeff Duncan,Republican Party,South Carolina,HJRes 62,112- 1,Cosponsor
710,Louie B. Gohmert Jr.,Republican Party,Texas,HJRes 62,112- 1,Cosponsor
711,Jason Chaffetz,Republican Party,Utah,HJRes 62,112- 1,Cosponsor
712,H. Morgan Griffith,Republican Party,Virginia,HJRes 62,112- 1,Cosponsor
713,Cynthia M. Lummis,Republican Party,Wyoming,HJRes 62,112- 1,Cosponsor
714,Ronald E. Paul,Republican Party,Texas,HJRes 48,111- 1,Primary
715,Don E. Young,Republican Party,Alaska,HJRes 48,111- 1,Cosponsor
716,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 48,111- 1,Cosponsor
717,Jesse Louis Jackson Jr.,Democratic Party,Illinois,HJRes 28,108- 1,Primary
718,Artur Davis,Democratic Party,Alabama,HJRes 28,108- 1,Cosponsor
719,Bob Filner,Democratic Party,California,HJRes 28,108- 1,Cosponsor
720,Diane E. Watson,Democratic Party,California,HJRes 28,108- 1,Cosponsor
721,Barbara Lee,Democratic Party,California,HJRes 28,108- 1,Cosponsor
722,Juanita Millender-McDonald,Democratic Party,California,HJRes 28,108- 1,Cosponsor
723,Maxine Waters,Democratic Party,California,HJRes 28,108- 1,Cosponsor
724,Fortney H. Stark,Democratic Party,California,HJRes 28,108- 1,Cosponsor
725,Alcee L. Hastings,Democratic Party,Florida,HJRes 28,108- 1,Cosponsor
726,Kendrick Brett Meek,Democratic Party,Florida,HJRes 28,108- 1,Cosponsor
727,Corrine Brown,Democratic Party,Florida,HJRes 28,108- 1,Cosponsor
728,Sanford D. Bishop Jr.,Democratic Party,Georgia,HJRes 28,108- 1,Cosponsor
729,John R. Lewis,Democratic Party,Georgia,HJRes 28,108- 1,Cosponsor
730,David Scott,Democratic Party,Georgia,HJRes 28,108- 1,Cosponsor
731,Bobby L. Rush,Democratic Party,Illinois,HJRes 28,108- 1,Cosponsor
732,Danny K. Davis,Democratic Party,Illinois,HJRes 28,108- 1,Cosponsor
733,Luis V. Gutiérrez,Democratic Party,Illinois,HJRes 28,108- 1,Cosponsor
734,Julia M. Carson,Democratic Party,Indiana,HJRes 28,108- 1,Cosponsor
735,William J. Jefferson,Democratic Party,Louisiana,HJRes 28,108- 1,Cosponsor
736,Elijah E. Cummings,Democratic Party,Maryland,HJRes 28,108- 1,Cosponsor
737,Albert Russell Wynn,Democratic Party,Maryland,HJRes 28,108- 1,Cosponsor
738,John Conyers Jr.,Democratic Party,Michigan,HJRes 28,108- 1,Cosponsor
739,Carolyn Cheeks Kilpatrick,Democratic Party,Michigan,HJRes 28,108- 1,Cosponsor
740,Bennie G. Thompson,Democratic Party,Mississippi,HJRes 28,108- 1,Cosponsor
741,Wm. Lacy Clay Jr.,Democratic Party,Missouri,HJRes 28,108- 1,Cosponsor
742,Donald M. Payne,Democratic Party,New Jersey,HJRes 28,108- 1,Cosponsor
743,Maurice D. Hinchey,Democratic Party,New York,HJRes 28,108- 1,Cosponsor
744,Major R. Owens,Democratic Party,New York,HJRes 28,108- 1,Cosponsor
745,Edolphus Towns,Democratic Party,New York,HJRes 28,108- 1,Cosponsor
746,Charles B. Rangel,Democratic Party,New York,HJRes 28,108- 1,Cosponsor
747,Gregory W. Meeks,Democratic Party,New York,HJRes 28,108- 1,Cosponsor
748,Melvin L. Watt,Democratic Party,North Carolina,HJRes 28,108- 1,Cosponsor
749,George Kenneth Butterfield Jr.,Democratic Party,North Carolina,HJRes 28,108- 1,Cosponsor
750,Dennis J. Kucinich,Democratic Party,Ohio,HJRes 28,108- 1,Cosponsor
751,Stephanie Tubbs Jones,Democratic Party,Ohio,HJRes 28,108- 1,Cosponsor
752,Marcy Kaptur,Democratic Party,Ohio,HJRes 28,108- 1,Cosponsor
753,Tim J. Ryan,Democratic Party,Ohio,HJRes 28,108- 1,Cosponsor
754,Chaka Fattah,Democratic Party,Pennsylvania,HJRes 28,108- 1,Cosponsor
755,Patrick Joseph Kennedy,Democratic Party,Rhode Island,HJRes 28,108- 1,Cosponsor
756,James E. Clyburn,Democratic Party,South Carolina,HJRes 28,108- 1,Cosponsor
757,Harold E. Ford Jr.,Democratic Party,Tennessee,HJRes 28,108- 1,Cosponsor
758,Sheila Jackson Lee,Democratic Party,Texas,HJRes 28,108- 1,Cosponsor
759,Eddie Bernice Johnson,Democratic Party,Texas,HJRes 28,108- 1,Cosponsor
760,Donna M. Christensen,Democratic Party,Virgin Islands,HJRes 28,108- 1,Cosponsor
761,Robert C. Scott,Democratic Party,Virginia,HJRes 28,108- 1,Cosponsor
762,Eleanor Holmes Norton,Democratic Party,the District of Columbia,HJRes 28,108- 1,Cosponsor
763,Samuel Dibble,Democratic Party,South Carolina,HRes 61,49- 1,Primary
764,Joe Linus Barton,Republican Party,Texas,HJRes 62,105- 1,Primary
765,Robert B. Aderholt,Republican Party,Alabama,HJRes 62,105- 1,Cosponsor
766,Spencer Thomas Bachus III,Republican Party,Alabama,HJRes 62,105- 1,Cosponsor
767,H. L. Callahan,Republican Party,Alabama,HJRes 62,105- 1,Cosponsor
768,Terry Everett,Republican Party,Alabama,HJRes 62,105- 1,Cosponsor
769,Bob Riley,Republican Party,Alabama,HJRes 62,105- 1,Cosponsor
770,Don E. Young,Republican Party,Alaska,HJRes 62,105- 1,Cosponsor
771,John D. Hayworth Jr.,Republican Party,Arizona,HJRes 62,105- 1,Cosponsor
772,Matt Salmon,Republican Party,Arizona,HJRes 62,105- 1,Cosponsor
773,John B. Shadegg,Republican Party,Arizona,HJRes 62,105- 1,Cosponsor
774,Robert Stump,Republican Party,Arizona,HJRes 62,105- 1,Cosponsor
775,Jay Dickey,Republican Party,Arkansas,HJRes 62,105- 1,Cosponsor
776,Asa Hutchinson,Republican Party,Arkansas,HJRes 62,105- 1,Cosponsor
777,Brian P. Bilbray,Republican Party,California,HJRes 62,105- 1,Cosponsor
778,Sonny Bono,Republican Party,California,HJRes 62,105- 1,Cosponsor
779,Ken S. Calvert,Republican Party,California,HJRes 62,105- 1,Cosponsor
780,Randall H. Cunningham,Republican Party,California,HJRes 62,105- 1,Cosponsor
781,John T. Doolittle,Republican Party,California,HJRes 62,105- 1,Cosponsor
782,Walter Herger,Republican Party,California,HJRes 62,105- 1,Cosponsor
783,Duncan L. Hunter,Republican Party,California,HJRes 62,105- 1,Cosponsor
784,Ron Packard,Republican Party,California,HJRes 62,105- 1,Cosponsor
785,Richard W. Pombo,Republican Party,California,HJRes 62,105- 1,Cosponsor
786,Frank D. Riggs,Republican Party,California,HJRes 62,105- 1,Cosponsor
787,James E. Rogan,Republican Party,California,HJRes 62,105- 1,Cosponsor
788,Dana T. Rohrabacher,Republican Party,California,HJRes 62,105- 1,Cosponsor
789,Edward R. Royce,Republican Party,California,HJRes 62,105- 1,Cosponsor
790,Gary Condit,Democratic Party,California,HJRes 62,105- 1,Cosponsor
791,C. Christopher Cox,Republican Party,California,HJRes 62,105- 1,Cosponsor
792,Elton W. Gallegly,Republican Party,California,HJRes 62,105- 1,Cosponsor
793,Jerry Lewis,Republican Party,California,HJRes 62,105- 1,Cosponsor
794,Howard P. McKeon,Republican Party,California,HJRes 62,105- 1,Cosponsor
795,Jay Kim,Republican Party,California,HJRes 62,105- 1,Cosponsor
796,George P. Radanovich,Republican Party,California,HJRes 62,105- 1,Cosponsor
797,Joel Hefley,Republican Party,Colorado,HJRes 62,105- 1,Cosponsor
798,Bob Schaffer,Republican Party,Colorado,HJRes 62,105- 1,Cosponsor
799,Scott McInnis,Republican Party,Colorado,HJRes 62,105- 1,Cosponsor
800,Daniel Schaefer,Republican Party,Colorado,HJRes 62,105- 1,Cosponsor
801,Tillie K. Fowler,Republican Party,Florida,HJRes 62,105- 1,Cosponsor
802,Bill McCollum,Republican Party,Florida,HJRes 62,105- 1,Cosponsor
803,John L. Mica,Republican Party,Florida,HJRes 62,105- 1,Cosponsor
804,Dan Miller,Republican Party,Florida,HJRes 62,105- 1,Cosponsor
805,Joe Scarborough,Republican Party,Florida,HJRes 62,105- 1,Cosponsor
806,Clifford B. Stearns,Republican Party,Florida,HJRes 62,105- 1,Cosponsor
807,David J. Weldon Jr.,Republican Party,Florida,HJRes 62,105- 1,Cosponsor
808,Michael Bilirakis,Republican Party,Florida,HJRes 62,105- 1,Cosponsor
809,Mark Adam Foley,Republican Party,Florida,HJRes 62,105- 1,Cosponsor
810,Bob Barr,Republican Party,Georgia,HJRes 62,105- 1,Cosponsor
811,Michael Allen Collins,Republican Party,Georgia,HJRes 62,105- 1,Cosponsor
812,Nathan Deal,Republican Party,Georgia,HJRes 62,105- 1,Cosponsor
813,Newton Leroy Gingrich,Republican Party,Georgia,HJRes 62,105- 1,Cosponsor
814,Charles W. Norwood Jr.,Republican Party,Georgia,HJRes 62,105- 1,Cosponsor
815,John Linder,Republican Party,Georgia,HJRes 62,105- 1,Cosponsor
816,Jack Kingston,Republican Party,Georgia,HJRes 62,105- 1,Cosponsor
817,Helen Chenoweth-Hage,Republican Party,Idaho,HJRes 62,105- 1,Cosponsor
818,Michael D. Crapo,Republican Party,Idaho,HJRes 62,105- 1,Cosponsor
819,Philip M. Crane,Republican Party,Illinois,HJRes 62,105- 1,Cosponsor
820,Ray H. LaHood,Republican Party,Illinois,HJRes 62,105- 1,Cosponsor
821,Donald A. Manzullo,Republican Party,Illinois,HJRes 62,105- 1,Cosponsor
822,John M. Shimkus,Republican Party,Illinois,HJRes 62,105- 1,Cosponsor
823,J. Dennis Hastert,Republican Party,Illinois,HJRes 62,105- 1,Cosponsor
824,Gerald C. Weller,Republican Party,Illinois,HJRes 62,105- 1,Cosponsor
825,Dan L. Burton,Republican Party,Indiana,HJRes 62,105- 1,Cosponsor
826,David M. McIntosh,Republican Party,Indiana,HJRes 62,105- 1,Cosponsor
827,Mark Edward Souder,Republican Party,Indiana,HJRes 62,105- 1,Cosponsor
828,Tom P. Latham,Republican Party,Iowa,HJRes 62,105- 1,Cosponsor
829,Greg Ganske,Republican Party,Iowa,HJRes 62,105- 1,Cosponsor
830,Vincent K. Snowbarger,Republican Party,Kansas,HJRes 62,105- 1,Cosponsor
831,Jim Bunning,Republican Party,Kentucky,HJRes 62,105- 1,Cosponsor
832,Ron Lewis,Republican Party,Kentucky,HJRes 62,105- 1,Cosponsor
833,Anne Meagher Northup,Republican Party,Kentucky,HJRes 62,105- 1,Cosponsor
834,Richard Hugh Baker,Republican Party,Louisiana,HJRes 62,105- 1,Cosponsor
835,John Cooksey,Republican Party,Louisiana,HJRes 62,105- 1,Cosponsor
836,William J. Tauzin,Republican Party,Louisiana,HJRes 62,105- 1,Cosponsor
837,Christopher John,Democratic Party,Louisiana,HJRes 62,105- 1,Cosponsor
838,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 62,105- 1,Cosponsor
839,Dave Lee Camp,Republican Party,Michigan,HJRes 62,105- 1,Cosponsor
840,Peter Hoekstra,Republican Party,Michigan,HJRes 62,105- 1,Cosponsor
841,Nick Smith,Republican Party,Michigan,HJRes 62,105- 1,Cosponsor
842,Joseph K. Knollenberg,Republican Party,Michigan,HJRes 62,105- 1,Cosponsor
843,Gilbert W. Gutknecht,Republican Party,Minnesota,HJRes 62,105- 1,Cosponsor
844,James M. Ramstad,Republican Party,Minnesota,HJRes 62,105- 1,Cosponsor
845,Gene Taylor,Democratic Party,Mississippi,HJRes 62,105- 1,Cosponsor
846,Roger F. Wicker,Republican Party,Mississippi,HJRes 62,105- 1,Cosponsor
847,Roy Blunt,Republican Party,Missouri,HJRes 62,105- 1,Cosponsor
848,Jo Ann H. Emerson,Republican Party,Missouri,HJRes 62,105- 1,Cosponsor
849,James M. Talent,Republican Party,Missouri,HJRes 62,105- 1,Cosponsor
850,Pat Danner,Democratic Party,Missouri,HJRes 62,105- 1,Cosponsor
851,Kenny C. Hulshof,Republican Party,Missouri,HJRes 62,105- 1,Cosponsor
852,Bill Barrett,Republican Party,Nebraska,HJRes 62,105- 1,Cosponsor
853,Jon Lynn Christensen,Republican Party,Nebraska,HJRes 62,105- 1,Cosponsor
854,John Eric Ensign,Republican Party,Nevada,HJRes 62,105- 1,Cosponsor
855,James A. Gibbons,Republican Party,Nevada,HJRes 62,105- 1,Cosponsor
856,Charles F. Bass,Republican Party,New Hampshire,HJRes 62,105- 1,Cosponsor
857,John E. Sununu,Republican Party,New Hampshire,HJRes 62,105- 1,Cosponsor
858,Robert E. Andrews,Democratic Party,New Jersey,HJRes 62,105- 1,Cosponsor
859,Rodney P. Frelinghuysen,Republican Party,New Jersey,HJRes 62,105- 1,Cosponsor
860,H. James Saxton,Republican Party,New Jersey,HJRes 62,105- 1,Cosponsor
861,Christopher H. Smith,Republican Party,New Jersey,HJRes 62,105- 1,Cosponsor
862,Michael James Pappas,Republican Party,New Jersey,HJRes 62,105- 1,Cosponsor
863,Joseph Skeen,Republican Party,New Mexico,HJRes 62,105- 1,Cosponsor
864,Steven Harvey Schiff,Republican Party,New Mexico,HJRes 62,105- 1,Cosponsor
865,Sue W. Kelly,Republican Party,New York,HJRes 62,105- 1,Cosponsor
866,John M. McHugh,Republican Party,New York,HJRes 62,105- 1,Cosponsor
867,Susan Molinari,Republican Party,New York,HJRes 62,105- 1,Cosponsor
868,Gerald Brooks Hunt Solomon,Republican Party,New York,HJRes 62,105- 1,Cosponsor
869,L. William Paxon,Republican Party,New York,HJRes 62,105- 1,Cosponsor
870,Peter T. King,Republican Party,New York,HJRes 62,105- 1,Cosponsor
871,Benjamin Gilman,Republican Party,New York,HJRes 62,105- 1,Cosponsor
872,Richard M. Burr,Republican Party,North Carolina,HJRes 62,105- 1,Cosponsor
873,Howard Coble,Republican Party,North Carolina,HJRes 62,105- 1,Cosponsor
874,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 62,105- 1,Cosponsor
875,Charles H. Taylor,Republican Party,North Carolina,HJRes 62,105- 1,Cosponsor
876,Cass Ballenger,Republican Party,North Carolina,HJRes 62,105- 1,Cosponsor
877,Sue W. Myrick,Republican Party,North Carolina,HJRes 62,105- 1,Cosponsor
878,Steve J. Chabot,Republican Party,Ohio,HJRes 62,105- 1,Cosponsor
879,John R. Kasich,Republican Party,Ohio,HJRes 62,105- 1,Cosponsor
880,Steven C. LaTourette,Republican Party,Ohio,HJRes 62,105- 1,Cosponsor
881,Michael G. Oxley,Republican Party,Ohio,HJRes 62,105- 1,Cosponsor
882,John A. Boehner,Republican Party,Ohio,HJRes 62,105- 1,Cosponsor
883,Robert William Ney,Republican Party,Ohio,HJRes 62,105- 1,Cosponsor
884,Thomas A. Coburn,Republican Party,Oklahoma,HJRes 62,105- 1,Cosponsor
885,Ernest J. Istook Jr.,Republican Party,Oklahoma,HJRes 62,105- 1,Cosponsor
886,Steve Largent,Republican Party,Oklahoma,HJRes 62,105- 1,Cosponsor
887,J.C. Watts,Republican Party,Oklahoma,HJRes 62,105- 1,Cosponsor
888,Frank D. Lucas,Republican Party,Oklahoma,HJRes 62,105- 1,Cosponsor
889,Wes Watkins,Republican Party,Oklahoma,HJRes 62,105- 1,Cosponsor
890,Philip English,Republican Party,Pennsylvania,HJRes 62,105- 1,Cosponsor
891,Jon D. Fox,Republican Party,Pennsylvania,HJRes 62,105- 1,Cosponsor
892,William F. Goodling,Republican Party,Pennsylvania,HJRes 62,105- 1,Cosponsor
893,James C. Greenwood,Republican Party,Pennsylvania,HJRes 62,105- 1,Cosponsor
894,John E. Peterson,Republican Party,Pennsylvania,HJRes 62,105- 1,Cosponsor
895,W. Curtis Weldon,Republican Party,Pennsylvania,HJRes 62,105- 1,Cosponsor
896,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 62,105- 1,Cosponsor
897,Elmer Greinert Shuster,Republican Party,Pennsylvania,HJRes 62,105- 1,Cosponsor
898,Lindsey O. Graham,Republican Party,South Carolina,HJRes 62,105- 1,Cosponsor
899,Bob Inglis,Republican Party,South Carolina,HJRes 62,105- 1,Cosponsor
900,Marshall Sanford,Republican Party,South Carolina,HJRes 62,105- 1,Cosponsor
901,Floyd Spence,Republican Party,South Carolina,HJRes 62,105- 1,Cosponsor
902,John Thune,Republican Party,South Dakota,HJRes 62,105- 1,Cosponsor
903,John J. Duncan Jr.,Republican Party,Tennessee,HJRes 62,105- 1,Cosponsor
904,Van Hilleary,Republican Party,Tennessee,HJRes 62,105- 1,Cosponsor
905,Ed Bryant,Republican Party,Tennessee,HJRes 62,105- 1,Cosponsor
906,Barton Jennings Gordon,Democratic Party,Tennessee,HJRes 62,105- 1,Cosponsor
907,William Lewis Jenkins,Republican Party,Tennessee,HJRes 62,105- 1,Cosponsor
908,Zach Wamp,Republican Party,Tennessee,HJRes 62,105- 1,Cosponsor
909,Richard K. Armey,Republican Party,Texas,HJRes 62,105- 1,Cosponsor
910,Henry Bonilla,Republican Party,Texas,HJRes 62,105- 1,Cosponsor
911,Kevin P. Brady,Republican Party,Texas,HJRes 62,105- 1,Cosponsor
912,Larry Combest,Republican Party,Texas,HJRes 62,105- 1,Cosponsor
913,Thomas Dale DeLay,Republican Party,Texas,HJRes 62,105- 1,Cosponsor
914,Kay Granger,Republican Party,Texas,HJRes 62,105- 1,Cosponsor
915,Ralph M. Hall,Democratic Party,Texas,HJRes 62,105- 1,Cosponsor
916,Pete A. Sessions,Republican Party,Texas,HJRes 62,105- 1,Cosponsor
917,Lamar S. Smith,Republican Party,Texas,HJRes 62,105- 1,Cosponsor
918,Mac M. Thornberry,Republican Party,Texas,HJRes 62,105- 1,Cosponsor
919,Ronald E. Paul,Republican Party,Texas,HJRes 62,105- 1,Cosponsor
920,Christopher B. Cannon,Republican Party,Utah,HJRes 62,105- 1,Cosponsor
921,Merrill Cook,Republican Party,Utah,HJRes 62,105- 1,Cosponsor
922,James V. Hansen,Republican Party,Utah,HJRes 62,105- 1,Cosponsor
923,Tom Bliley,Republican Party,Virginia,HJRes 62,105- 1,Cosponsor
924,Virgil H. Goode Jr.,Democratic Party,Virginia,HJRes 62,105- 1,Cosponsor
925,Bob W. Goodlatte,Republican Party,Virginia,HJRes 62,105- 1,Cosponsor
926,Doc Hastings,Republican Party,Washington,HJRes 62,105- 1,Cosponsor
927,Linda Smith,Republican Party,Washington,HJRes 62,105- 1,Cosponsor
928,Jack Metcalf,Republican Party,Washington,HJRes 62,105- 1,Cosponsor
929,George R. Nethercutt Jr.,Republican Party,Washington,HJRes 62,105- 1,Cosponsor
930,F. James Sensenbrenner Jr.,Republican Party,Wisconsin,HJRes 62,105- 1,Cosponsor
931,Mark W. Neumann,Republican Party,Wisconsin,HJRes 62,105- 1,Cosponsor
932,Barbara L. Cubin,Republican Party,Wyoming,HJRes 62,105- 1,Cosponsor
933,Ronald E. Paul,Republican Party,Texas,HJRes 81,106- 1,Primary
934,Robert Thompson Davis,Republican Party,Massachusetts,HRes 20,50- 1,Primary
935,Thad Cochran,Republican Party,Mississippi,SJRes 199,103- 2,Primary
936,Frank H. Murkowski,Republican Party,Alaska,SJRes 199,103- 2,Cosponsor
937,Trent Lott,Republican Party,Mississippi,SJRes 199,103- 2,Cosponsor
938,Conrad Burns,Republican Party,Montana,SJRes 199,103- 2,Cosponsor
939,Jesse Helms,Republican Party,North Carolina,SJRes 199,103- 2,Cosponsor
940,Levi Maish,Democratic Party,Pennsylvania,HRes 28,50- 1,Primary
941,J. Strom Thurmond,Republican Party,South Carolina,SJRes 9,103- 1,Primary
942,Howell Thomas Heflin,Democratic Party,Alabama,SJRes 9,103- 1,Cosponsor
943,Richard C. Shelby,Republican Party,Alabama,SJRes 9,103- 1,Cosponsor
944,Frank H. Murkowski,Republican Party,Alaska,SJRes 9,103- 1,Cosponsor
945,Larry E. Craig,Republican Party,Idaho,SJRes 9,103- 1,Cosponsor
946,Mitch McConnell,Republican Party,Kentucky,SJRes 9,103- 1,Cosponsor
947,Thad Cochran,Republican Party,Mississippi,SJRes 9,103- 1,Cosponsor
948,Trent Lott,Republican Party,Mississippi,SJRes 9,103- 1,Cosponsor
949,Conrad Burns,Republican Party,Montana,SJRes 9,103- 1,Cosponsor
950,Duncan McLauchlin Faircloth,Republican Party,North Carolina,SJRes 9,103- 1,Cosponsor
951,Robert C. Byrd,Democratic Party,West Virginia,SJRes 9,103- 1,Cosponsor
952,Alan Kooi Simpson,Republican Party,Wyoming,SJRes 9,103- 1,Cosponsor
953,Thad Cochran,Republican Party,Mississippi,SJRes 24,104- 1,Primary
954,Trent Lott,Republican Party,Mississippi,SJRes 24,104- 1,Cosponsor
955,Ben Erdreich,Democratic Party,Alabama,HJRes 150,102- 1,Primary
956,James M. Inhofe,Republican Party,Oklahoma,SJRes 48,105- 2,Primary
957,Orrin G. Hatch,Republican Party,Utah,SJRes 24,115- 1,Primary
958,Luther Strange,Republican Party,Alabama,SJRes 24,115- 1,Cosponsor
959,Richard C. Shelby,Republican Party,Alabama,SJRes 24,115- 1,Cosponsor
960,Lisa A. Murkowski,Republican Party,Alaska,SJRes 24,115- 1,Cosponsor
961,Dan Sullivan,Republican Party,Alaska,SJRes 24,115- 1,Cosponsor
962,John S. McCain,Republican Party,Arizona,SJRes 24,115- 1,Cosponsor
963,Jeff Flake,Republican Party,Arizona,SJRes 24,115- 1,Cosponsor
964,John Boozman,Republican Party,Arkansas,SJRes 24,115- 1,Cosponsor
965,Cory Gardner,Republican Party,Colorado,SJRes 24,115- 1,Cosponsor
966,Marco Rubio,Republican Party,Florida,SJRes 24,115- 1,Cosponsor
967,David Perdue,Republican Party,Georgia,SJRes 24,115- 1,Cosponsor
968,John H. Isakson,Republican Party,Georgia,SJRes 24,115- 1,Cosponsor
969,James Risch,Republican Party,Idaho,SJRes 24,115- 1,Cosponsor
970,Michael D. Crapo,Republican Party,Idaho,SJRes 24,115- 1,Cosponsor
971,Todd C. Young,Republican Party,Indiana,SJRes 24,115- 1,Cosponsor
972,Charles E. Grassley,Republican Party,Iowa,SJRes 24,115- 1,Cosponsor
973,Joni Ernst,Republican Party,Iowa,SJRes 24,115- 1,Cosponsor
974,Jerry Moran,Republican Party,Kansas,SJRes 24,115- 1,Cosponsor
975,Pat Roberts,Republican Party,Kansas,SJRes 24,115- 1,Cosponsor
976,Rand Paul,Republican Party,Kentucky,SJRes 24,115- 1,Cosponsor
977,Mitch McConnell,Republican Party,Kentucky,SJRes 24,115- 1,Cosponsor
978,John Neely Kennedy,Republican Party,Louisiana,SJRes 24,115- 1,Cosponsor
979,Bill Cassidy,Republican Party,Louisiana,SJRes 24,115- 1,Cosponsor
980,Susan M. Collins,Republican Party,Maine,SJRes 24,115- 1,Cosponsor
981,Roger F. Wicker,Republican Party,Mississippi,SJRes 24,115- 1,Cosponsor
982,Thad Cochran,Republican Party,Mississippi,SJRes 24,115- 1,Cosponsor
983,Cindy Hyde-Smith,Republican Party,Mississippi,SJRes 24,115- 1,Cosponsor
984,Roy Blunt,Republican Party,Missouri,SJRes 24,115- 1,Cosponsor
985,Steve Daines,Republican Party,Montana,SJRes 24,115- 1,Cosponsor
986,Benjamin Eric Sasse,Republican Party,Nebraska,SJRes 24,115- 1,Cosponsor
987,Deb Fischer,Republican Party,Nebraska,SJRes 24,115- 1,Cosponsor
988,Dean Heller,Republican Party,Nevada,SJRes 24,115- 1,Cosponsor
989,Thom Tillis,Republican Party,North Carolina,SJRes 24,115- 1,Cosponsor
990,Richard M. Burr,Republican Party,North Carolina,SJRes 24,115- 1,Cosponsor
991,John Hoeven,Republican Party,North Dakota,SJRes 24,115- 1,Cosponsor
992,Robert J. Portman,Republican Party,Ohio,SJRes 24,115- 1,Cosponsor
993,James Lankford,Republican Party,Oklahoma,SJRes 24,115- 1,Cosponsor
994,James M. Inhofe,Republican Party,Oklahoma,SJRes 24,115- 1,Cosponsor
995,Patrick J. Toomey,Republican Party,Pennsylvania,SJRes 24,115- 1,Cosponsor
