,Name,Party,State,Bill:,Congress-Session:,Category
332,Robert E. Latta,Republican Party,Ohio,HJRes 32,114- 1,Cosponsor
333,Keith J. Rothfus,Republican Party,Pennsylvania,HJRes 32,114- 1,Cosponsor
334,Mike Kelly,Republican Party,Pennsylvania,HJRes 32,114- 1,Cosponsor
335,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 32,114- 1,Cosponsor
336,Jeff Duncan,Republican Party,South Carolina,HJRes 32,114- 1,Cosponsor
337,Joe G. Wilson,Republican Party,South Carolina,HJRes 32,114- 1,Cosponsor
338,Louie B. Gohmert Jr.,Republican Party,Texas,HJRes 32,114- 1,Cosponsor
339,Bill Flores,Republican Party,Texas,HJRes 32,114- 1,Cosponsor
340,Randy Neugebauer,Republican Party,Texas,HJRes 32,114- 1,Cosponsor
341,Brian Babin,Republican Party,Texas,HJRes 32,114- 1,Cosponsor
342,Randy K. Weber,Republican Party,Texas,HJRes 32,114- 1,Cosponsor
343,Sam Robert Johnson,Republican Party,Texas,HJRes 32,114- 1,Cosponsor
344,Pete Olson,Republican Party,Texas,HJRes 32,114- 1,Cosponsor
345,John R. Carter,Republican Party,Texas,HJRes 32,114- 1,Cosponsor
346,J. Randy Forbes,Republican Party,Virginia,HJRes 32,114- 1,Cosponsor
347,Glenn Grothman,Republican Party,Wisconsin,HJRes 32,114- 1,Cosponsor
348,Rand Paul,Republican Party,Kentucky,SJRes 13,114- 1,Primary
349,John A. Yarmuth,Democratic Party,Kentucky,HJRes 107,113- 2,Primary
350,Barbara Lee,Democratic Party,California,HJRes 107,113- 2,Cosponsor
351,John P. Sarbanes,Democratic Party,Maryland,HJRes 107,113- 2,Cosponsor
352,Steve Cohen,Democratic Party,Tennessee,HJRes 107,113- 2,Cosponsor
353,Randall H. Cunningham,Republican Party,California,HJRes 33,106- 1,Primary
354,Spencer Thomas Bachus III,Republican Party,Alabama,HJRes 33,106- 1,Cosponsor
355,H. L. Callahan,Republican Party,Alabama,HJRes 33,106- 1,Cosponsor
356,Robert E. Cramer Jr.,Democratic Party,Alabama,HJRes 33,106- 1,Cosponsor
357,Terry Everett,Republican Party,Alabama,HJRes 33,106- 1,Cosponsor
358,Bob Riley,Republican Party,Alabama,HJRes 33,106- 1,Cosponsor
359,Robert B. Aderholt,Republican Party,Alabama,HJRes 33,106- 1,Cosponsor
360,Earl F. Hilliard,Democratic Party,Alabama,HJRes 33,106- 1,Cosponsor
361,Don E. Young,Republican Party,Alaska,HJRes 33,106- 1,Cosponsor
362,John D. Hayworth Jr.,Republican Party,Arizona,HJRes 33,106- 1,Cosponsor
363,Matt Salmon,Republican Party,Arizona,HJRes 33,106- 1,Cosponsor
364,Robert Stump,Republican Party,Arizona,HJRes 33,106- 1,Cosponsor
365,Jay Dickey,Republican Party,Arkansas,HJRes 33,106- 1,Cosponsor
366,Asa Hutchinson,Republican Party,Arkansas,HJRes 33,106- 1,Cosponsor
367,Robert Marion Berry,Democratic Party,Arkansas,HJRes 33,106- 1,Cosponsor
368,Mary Whitaker Bono Mack,Republican Party,California,HJRes 33,106- 1,Cosponsor
369,Ken S. Calvert,Republican Party,California,HJRes 33,106- 1,Cosponsor
370,Tom Campbell,Republican Party,California,HJRes 33,106- 1,Cosponsor
371,Gary Condit,Democratic Party,California,HJRes 33,106- 1,Cosponsor
372,C. Christopher Cox,Republican Party,California,HJRes 33,106- 1,Cosponsor
373,Calvin M. Dooley,Democratic Party,California,HJRes 33,106- 1,Cosponsor
374,John T. Doolittle,Republican Party,California,HJRes 33,106- 1,Cosponsor
375,Elton W. Gallegly,Republican Party,California,HJRes 33,106- 1,Cosponsor
376,Walter Herger,Republican Party,California,HJRes 33,106- 1,Cosponsor
377,Stephen Horn,Republican Party,California,HJRes 33,106- 1,Cosponsor
378,Duncan L. Hunter,Republican Party,California,HJRes 33,106- 1,Cosponsor
379,Jerry Lewis,Republican Party,California,HJRes 33,106- 1,Cosponsor
380,Howard P. McKeon,Republican Party,California,HJRes 33,106- 1,Cosponsor
381,Doug Ose,Republican Party,California,HJRes 33,106- 1,Cosponsor
382,Ron Packard,Republican Party,California,HJRes 33,106- 1,Cosponsor
383,Richard W. Pombo,Republican Party,California,HJRes 33,106- 1,Cosponsor
384,George P. Radanovich,Republican Party,California,HJRes 33,106- 1,Cosponsor
385,James E. Rogan,Republican Party,California,HJRes 33,106- 1,Cosponsor
386,Edward R. Royce,Republican Party,California,HJRes 33,106- 1,Cosponsor
387,Loretta B. Sanchez,Democratic Party,California,HJRes 33,106- 1,Cosponsor
388,Matthew G. Martínez,Republican Party,California,HJRes 33,106- 1,Cosponsor
389,Gary G. Miller,Republican Party,California,HJRes 33,106- 1,Cosponsor
390,Joel Hefley,Republican Party,Colorado,HJRes 33,106- 1,Cosponsor
391,Scott McInnis,Republican Party,Colorado,HJRes 33,106- 1,Cosponsor
392,Bob Schaffer,Republican Party,Colorado,HJRes 33,106- 1,Cosponsor
393,Thomas G. Tancredo,Republican Party,Colorado,HJRes 33,106- 1,Cosponsor
394,Nancy Lee Johnson,Republican Party,Connecticut,HJRes 33,106- 1,Cosponsor
395,James Maloney,Democratic Party,Connecticut,HJRes 33,106- 1,Cosponsor
396,Michael Bilirakis,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
397,Allen Boyd Jr.,Democratic Party,Florida,HJRes 33,106- 1,Cosponsor
398,Charles T. Canady,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
399,Lincoln Diaz-Balart,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
400,Mark Adam Foley,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
401,Tillie K. Fowler,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
402,Porter J. Goss,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
403,Bill McCollum,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
404,John L. Mica,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
405,Dan Miller,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
406,Ileana Ros-Lehtinen,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
407,Clifford B. Stearns,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
408,Karen Thurman,Democratic Party,Florida,HJRes 33,106- 1,Cosponsor
409,David J. Weldon Jr.,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
410,C. W. Bill Young,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
411,E. Clay Shaw Jr.,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
412,Joe Scarborough,Republican Party,Florida,HJRes 33,106- 1,Cosponsor
413,Bob Barr,Republican Party,Georgia,HJRes 33,106- 1,Cosponsor
414,Sanford D. Bishop Jr.,Democratic Party,Georgia,HJRes 33,106- 1,Cosponsor
415,Saxby Chambliss,Republican Party,Georgia,HJRes 33,106- 1,Cosponsor
416,Michael Allen Collins,Republican Party,Georgia,HJRes 33,106- 1,Cosponsor
417,Nathan Deal,Republican Party,Georgia,HJRes 33,106- 1,Cosponsor
418,Jack Kingston,Republican Party,Georgia,HJRes 33,106- 1,Cosponsor
419,John Linder,Republican Party,Georgia,HJRes 33,106- 1,Cosponsor
420,Charles W. Norwood Jr.,Republican Party,Georgia,HJRes 33,106- 1,Cosponsor
421,John H. Isakson,Republican Party,Georgia,HJRes 33,106- 1,Cosponsor
422,Helen Chenoweth-Hage,Republican Party,Idaho,HJRes 33,106- 1,Cosponsor
423,Michael K. Simpson,Republican Party,Idaho,HJRes 33,106- 1,Cosponsor
424,Judy Biggert,Republican Party,Illinois,HJRes 33,106- 1,Cosponsor
425,Philip M. Crane,Republican Party,Illinois,HJRes 33,106- 1,Cosponsor
426,Thomas W. Ewing,Republican Party,Illinois,HJRes 33,106- 1,Cosponsor
427,Henry John Hyde,Republican Party,Illinois,HJRes 33,106- 1,Cosponsor
428,Ray H. LaHood,Republican Party,Illinois,HJRes 33,106- 1,Cosponsor
429,William O. Lipinski,Democratic Party,Illinois,HJRes 33,106- 1,Cosponsor
430,Donald A. Manzullo,Republican Party,Illinois,HJRes 33,106- 1,Cosponsor
431,John M. Shimkus,Republican Party,Illinois,HJRes 33,106- 1,Cosponsor
432,Gerald C. Weller,Republican Party,Illinois,HJRes 33,106- 1,Cosponsor
433,Rod Blagojevich,Democratic Party,Illinois,HJRes 33,106- 1,Cosponsor
434,Dan L. Burton,Republican Party,Indiana,HJRes 33,106- 1,Cosponsor
435,Stephen E. Buyer,Republican Party,Indiana,HJRes 33,106- 1,Cosponsor
436,John Nathan Hostettler,Republican Party,Indiana,HJRes 33,106- 1,Cosponsor
437,David M. McIntosh,Republican Party,Indiana,HJRes 33,106- 1,Cosponsor
438,Edward A. Pease,Republican Party,Indiana,HJRes 33,106- 1,Cosponsor
439,Timothy Roemer,Democratic Party,Indiana,HJRes 33,106- 1,Cosponsor
440,Mark Edward Souder,Republican Party,Indiana,HJRes 33,106- 1,Cosponsor
441,Greg Ganske,Republican Party,Iowa,HJRes 33,106- 1,Cosponsor
442,Tom P. Latham,Republican Party,Iowa,HJRes 33,106- 1,Cosponsor
443,James Allen Nussle,Republican Party,Iowa,HJRes 33,106- 1,Cosponsor
444,Leonard L. Boswell,Democratic Party,Iowa,HJRes 33,106- 1,Cosponsor
445,Jim R. Ryun,Republican Party,Kansas,HJRes 33,106- 1,Cosponsor
446,Todd Tiahrt,Republican Party,Kansas,HJRes 33,106- 1,Cosponsor
447,Ernest Lee Fletcher,Republican Party,Kentucky,HJRes 33,106- 1,Cosponsor
448,Ron Lewis,Republican Party,Kentucky,HJRes 33,106- 1,Cosponsor
449,Kenneth R. Lucas,Democratic Party,Kentucky,HJRes 33,106- 1,Cosponsor
450,Harold Rogers,Republican Party,Kentucky,HJRes 33,106- 1,Cosponsor
451,Ed Whitfield,Republican Party,Kentucky,HJRes 33,106- 1,Cosponsor
452,Anne Meagher Northup,Republican Party,Kentucky,HJRes 33,106- 1,Cosponsor
453,Richard Hugh Baker,Republican Party,Louisiana,HJRes 33,106- 1,Cosponsor
454,John Cooksey,Republican Party,Louisiana,HJRes 33,106- 1,Cosponsor
455,William J. Jefferson,Democratic Party,Louisiana,HJRes 33,106- 1,Cosponsor
456,Christopher John,Democratic Party,Louisiana,HJRes 33,106- 1,Cosponsor
457,James O. McCrery III,Republican Party,Louisiana,HJRes 33,106- 1,Cosponsor
458,William J. Tauzin,Republican Party,Louisiana,HJRes 33,106- 1,Cosponsor
459,John Baldacci,Democratic Party,Maine,HJRes 33,106- 1,Cosponsor
460,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 33,106- 1,Cosponsor
461,Robert L. Ehrlich Jr.,Republican Party,Maryland,HJRes 33,106- 1,Cosponsor
462,Albert Russell Wynn,Democratic Party,Maryland,HJRes 33,106- 1,Cosponsor
463,James P. McGovern,Democratic Party,Massachusetts,HJRes 33,106- 1,Cosponsor
464,John Joseph Moakley,Democratic Party,Massachusetts,HJRes 33,106- 1,Cosponsor
465,James A. Barcia,Democratic Party,Michigan,HJRes 33,106- 1,Cosponsor
466,Dave Lee Camp,Republican Party,Michigan,HJRes 33,106- 1,Cosponsor
467,Dale E. Kildee,Democratic Party,Michigan,HJRes 33,106- 1,Cosponsor
468,Joseph K. Knollenberg,Republican Party,Michigan,HJRes 33,106- 1,Cosponsor
469,Nick Smith,Republican Party,Michigan,HJRes 33,106- 1,Cosponsor
470,Debbie Ann Stabenow,Democratic Party,Michigan,HJRes 33,106- 1,Cosponsor
471,Fred Stephen Upton,Republican Party,Michigan,HJRes 33,106- 1,Cosponsor
472,Bart T. Stupak,Democratic Party,Michigan,HJRes 33,106- 1,Cosponsor
473,Gilbert W. Gutknecht,Republican Party,Minnesota,HJRes 33,106- 1,Cosponsor
474,Collin Clark Peterson,Democratic Party,Minnesota,HJRes 33,106- 1,Cosponsor
475,James M. Ramstad,Republican Party,Minnesota,HJRes 33,106- 1,Cosponsor
476,William Luther,Democratic Party,Minnesota,HJRes 33,106- 1,Cosponsor
477,Charles W. Pickering Jr.,Republican Party,Mississippi,HJRes 33,106- 1,Cosponsor
478,Ronnie Shows,Democratic Party,Mississippi,HJRes 33,106- 1,Cosponsor
479,Gene Taylor,Democratic Party,Mississippi,HJRes 33,106- 1,Cosponsor
480,Bennie G. Thompson,Democratic Party,Mississippi,HJRes 33,106- 1,Cosponsor
481,Roger F. Wicker,Republican Party,Mississippi,HJRes 33,106- 1,Cosponsor
482,Roy Blunt,Republican Party,Missouri,HJRes 33,106- 1,Cosponsor
483,Pat Danner,Democratic Party,Missouri,HJRes 33,106- 1,Cosponsor
484,Jo Ann H. Emerson,Republican Party,Missouri,HJRes 33,106- 1,Cosponsor
485,Kenny C. Hulshof,Republican Party,Missouri,HJRes 33,106- 1,Cosponsor
486,Ike Skelton,Democratic Party,Missouri,HJRes 33,106- 1,Cosponsor
487,James M. Talent,Republican Party,Missouri,HJRes 33,106- 1,Cosponsor
488,Rick Hill,Republican Party,Montana,HJRes 33,106- 1,Cosponsor
489,Bill Barrett,Republican Party,Nebraska,HJRes 33,106- 1,Cosponsor
490,Douglas K. Bereuter,Republican Party,Nebraska,HJRes 33,106- 1,Cosponsor
491,Lee R. Terry,Republican Party,Nebraska,HJRes 33,106- 1,Cosponsor
492,James A. Gibbons,Republican Party,Nevada,HJRes 33,106- 1,Cosponsor
493,Shelley Berkley,Democratic Party,Nevada,HJRes 33,106- 1,Cosponsor
494,Charles F. Bass,Republican Party,New Hampshire,HJRes 33,106- 1,Cosponsor
495,John E. Sununu,Republican Party,New Hampshire,HJRes 33,106- 1,Cosponsor
496,Bob Franks,Republican Party,New Jersey,HJRes 33,106- 1,Cosponsor
497,Rodney P. Frelinghuysen,Republican Party,New Jersey,HJRes 33,106- 1,Cosponsor
498,Frank A. LoBiondo,Republican Party,New Jersey,HJRes 33,106- 1,Cosponsor
499,Robert Menendez,Democratic Party,New Jersey,HJRes 33,106- 1,Cosponsor
500,Frank J. Pallone Jr.,Democratic Party,New Jersey,HJRes 33,106- 1,Cosponsor
501,Bill J. Pascrell Jr.,Democratic Party,New Jersey,HJRes 33,106- 1,Cosponsor
502,Steven R. Rothman,Democratic Party,New Jersey,HJRes 33,106- 1,Cosponsor
503,Marge Roukema,Republican Party,New Jersey,HJRes 33,106- 1,Cosponsor
504,H. James Saxton,Republican Party,New Jersey,HJRes 33,106- 1,Cosponsor
505,Christopher H. Smith,Republican Party,New Jersey,HJRes 33,106- 1,Cosponsor
506,Robert E. Andrews,Democratic Party,New Jersey,HJRes 33,106- 1,Cosponsor
507,Joseph Skeen,Republican Party,New Mexico,HJRes 33,106- 1,Cosponsor
508,Heather A. Wilson,Republican Party,New Mexico,HJRes 33,106- 1,Cosponsor
509,Sherwood L. Boehlert,Republican Party,New York,HJRes 33,106- 1,Cosponsor
510,Joseph Crowley,Democratic Party,New York,HJRes 33,106- 1,Cosponsor
511,Michael P. Forbes,Democratic Party,New York,HJRes 33,106- 1,Cosponsor
512,Vito J. Fossella Jr.,Republican Party,New York,HJRes 33,106- 1,Cosponsor
513,Benjamin Gilman,Republican Party,New York,HJRes 33,106- 1,Cosponsor
514,Amory Houghton Jr.,Republican Party,New York,HJRes 33,106- 1,Cosponsor
515,Sue W. Kelly,Republican Party,New York,HJRes 33,106- 1,Cosponsor
516,Peter T. King,Republican Party,New York,HJRes 33,106- 1,Cosponsor
517,Carolyn McCarthy,Democratic Party,New York,HJRes 33,106- 1,Cosponsor
518,John M. McHugh,Republican Party,New York,HJRes 33,106- 1,Cosponsor
519,Michael R. McNulty,Democratic Party,New York,HJRes 33,106- 1,Cosponsor
520,Jack Quinn,Republican Party,New York,HJRes 33,106- 1,Cosponsor
521,Thomas M. Reynolds,Republican Party,New York,HJRes 33,106- 1,Cosponsor
522,John E. Sweeney,Republican Party,New York,HJRes 33,106- 1,Cosponsor
523,Edolphus Towns,Democratic Party,New York,HJRes 33,106- 1,Cosponsor
524,James T. Walsh,Republican Party,New York,HJRes 33,106- 1,Cosponsor
525,Cass Ballenger,Republican Party,North Carolina,HJRes 33,106- 1,Cosponsor
526,Richard M. Burr,Republican Party,North Carolina,HJRes 33,106- 1,Cosponsor
527,Howard Coble,Republican Party,North Carolina,HJRes 33,106- 1,Cosponsor
528,Bob R. Etheridge,Democratic Party,North Carolina,HJRes 33,106- 1,Cosponsor
529,Robin C. Hayes,Republican Party,North Carolina,HJRes 33,106- 1,Cosponsor
530,Walter B. Jones Jr.,Republican Party,North Carolina,HJRes 33,106- 1,Cosponsor
531,Mike McIntyre,Democratic Party,North Carolina,HJRes 33,106- 1,Cosponsor
532,Sue W. Myrick,Republican Party,North Carolina,HJRes 33,106- 1,Cosponsor
533,Charles H. Taylor,Republican Party,North Carolina,HJRes 33,106- 1,Cosponsor
534,Earl Ralph Pomeroy,Democratic Party,North Dakota,HJRes 33,106- 1,Cosponsor
535,John A. Boehner,Republican Party,Ohio,HJRes 33,106- 1,Cosponsor
536,Sherrod Brown,Democratic Party,Ohio,HJRes 33,106- 1,Cosponsor
537,Steve J. Chabot,Republican Party,Ohio,HJRes 33,106- 1,Cosponsor
538,Paul E. Gillmor,Republican Party,Ohio,HJRes 33,106- 1,Cosponsor
539,David Lee Hobson,Republican Party,Ohio,HJRes 33,106- 1,Cosponsor
540,Marcy Kaptur,Democratic Party,Ohio,HJRes 33,106- 1,Cosponsor
541,John R. Kasich,Republican Party,Ohio,HJRes 33,106- 1,Cosponsor
542,Steven C. LaTourette,Republican Party,Ohio,HJRes 33,106- 1,Cosponsor
543,Robert William Ney,Republican Party,Ohio,HJRes 33,106- 1,Cosponsor
544,Michael G. Oxley,Republican Party,Ohio,HJRes 33,106- 1,Cosponsor
545,Robert J. Portman,Republican Party,Ohio,HJRes 33,106- 1,Cosponsor
546,Deborah D. Pryce,Republican Party,Ohio,HJRes 33,106- 1,Cosponsor
547,Ralph Regula,Republican Party,Ohio,HJRes 33,106- 1,Cosponsor
548,Ted Strickland,Democratic Party,Ohio,HJRes 33,106- 1,Cosponsor
549,James A. Traficant Jr.,Democratic Party,Ohio,HJRes 33,106- 1,Cosponsor
550,Thomas A. Coburn,Republican Party,Oklahoma,HJRes 33,106- 1,Cosponsor
551,Ernest J. Istook Jr.,Republican Party,Oklahoma,HJRes 33,106- 1,Cosponsor
552,Steve Largent,Republican Party,Oklahoma,HJRes 33,106- 1,Cosponsor
553,Frank D. Lucas,Republican Party,Oklahoma,HJRes 33,106- 1,Cosponsor
554,Wes Watkins,Republican Party,Oklahoma,HJRes 33,106- 1,Cosponsor
555,J.C. Watts,Republican Party,Oklahoma,HJRes 33,106- 1,Cosponsor
556,Greg P. Walden,Republican Party,Oregon,HJRes 33,106- 1,Cosponsor
557,Michael F. Doyle Jr.,Democratic Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
558,Philip English,Republican Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
559,George W. Gekas,Republican Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
560,William F. Goodling,Republican Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
561,Tim Holden,Democratic Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
562,Paul E. Kanjorski,Democratic Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
563,Frank Mascara,Democratic Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
564,John P. Murtha,Democratic Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
565,John E. Peterson,Republican Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
566,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
567,Donald L. Sherwood,Republican Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
568,Elmer Greinert Shuster,Republican Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
569,Patrick J. Toomey,Republican Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
570,W. Curtis Weldon,Republican Party,Pennsylvania,HJRes 33,106- 1,Cosponsor
571,Jim W. DeMint,Republican Party,South Carolina,HJRes 33,106- 1,Cosponsor
572,Lindsey O. Graham,Republican Party,South Carolina,HJRes 33,106- 1,Cosponsor
573,Marshall Sanford,Republican Party,South Carolina,HJRes 33,106- 1,Cosponsor
574,Floyd Spence,Republican Party,South Carolina,HJRes 33,106- 1,Cosponsor
575,John Thune,Republican Party,South Dakota,HJRes 33,106- 1,Cosponsor
576,Ed Bryant,Republican Party,Tennessee,HJRes 33,106- 1,Cosponsor
577,Robert Clement,Democratic Party,Tennessee,HJRes 33,106- 1,Cosponsor
578,John J. Duncan Jr.,Republican Party,Tennessee,HJRes 33,106- 1,Cosponsor
579,Barton Jennings Gordon,Democratic Party,Tennessee,HJRes 33,106- 1,Cosponsor
580,Van Hilleary,Republican Party,Tennessee,HJRes 33,106- 1,Cosponsor
581,William Lewis Jenkins,Republican Party,Tennessee,HJRes 33,106- 1,Cosponsor
582,Zach Wamp,Republican Party,Tennessee,HJRes 33,106- 1,Cosponsor
583,Bill Archer,Republican Party,Texas,HJRes 33,106- 1,Cosponsor
584,Ken Bentsen,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
585,Henry Bonilla,Republican Party,Texas,HJRes 33,106- 1,Cosponsor
586,Kevin P. Brady,Republican Party,Texas,HJRes 33,106- 1,Cosponsor
587,Larry Combest,Republican Party,Texas,HJRes 33,106- 1,Cosponsor
588,Thomas Dale DeLay,Republican Party,Texas,HJRes 33,106- 1,Cosponsor
589,Thomas Edwards,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
590,Jonas Frost III,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
591,Kay Granger,Republican Party,Texas,HJRes 33,106- 1,Cosponsor
592,Gene Eugene Green,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
593,Ralph M. Hall,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
594,Rubén E. Hinojosa,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
595,Sam Robert Johnson,Republican Party,Texas,HJRes 33,106- 1,Cosponsor
596,Nicholas V. Lampson,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
597,Solomon P. Ortiz,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
598,Silvestre Reyes,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
599,Ciro D. Rodriguez,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
600,Pete A. Sessions,Republican Party,Texas,HJRes 33,106- 1,Cosponsor
601,Lamar S. Smith,Republican Party,Texas,HJRes 33,106- 1,Cosponsor
602,Charles W. Stenholm,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
603,Mac M. Thornberry,Republican Party,Texas,HJRes 33,106- 1,Cosponsor
604,James Turner,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
605,Max A. Sandlin Jr.,Democratic Party,Texas,HJRes 33,106- 1,Cosponsor
606,Richard K. Armey,Republican Party,Texas,HJRes 33,106- 1,Cosponsor
607,Joe Linus Barton,Republican Party,Texas,HJRes 33,106- 1,Cosponsor
608,Christopher B. Cannon,Republican Party,Utah,HJRes 33,106- 1,Cosponsor
609,Merrill Cook,Republican Party,Utah,HJRes 33,106- 1,Cosponsor
610,James V. Hansen,Republican Party,Utah,HJRes 33,106- 1,Cosponsor
611,Herbert H. Bateman,Republican Party,Virginia,HJRes 33,106- 1,Cosponsor
612,Tom Bliley,Republican Party,Virginia,HJRes 33,106- 1,Cosponsor
613,Thomas M. Davis III,Republican Party,Virginia,HJRes 33,106- 1,Cosponsor
614,Virgil H. Goode Jr.,Independent,Virginia,HJRes 33,106- 1,Cosponsor
615,Bob W. Goodlatte,Republican Party,Virginia,HJRes 33,106- 1,Cosponsor
616,James P. Moran Jr.,Democratic Party,Virginia,HJRes 33,106- 1,Cosponsor
617,Owen B. Pickett,Democratic Party,Virginia,HJRes 33,106- 1,Cosponsor
618,Norman Sisisky,Democratic Party,Virginia,HJRes 33,106- 1,Cosponsor
619,Frank R. Wolf,Republican Party,Virginia,HJRes 33,106- 1,Cosponsor
620,James P. Moran Jr.,Democratic Party,Virginia,HJRes 33,106- 1,Cosponsor
621,James P. Moran Jr.,Democratic Party,Virginia,HJRes 33,106- 1,Cosponsor
622,Jennifer B. Dunn,Republican Party,Washington,HJRes 33,106- 1,Cosponsor
623,Doc Hastings,Republican Party,Washington,HJRes 33,106- 1,Cosponsor
624,Jack Metcalf,Republican Party,Washington,HJRes 33,106- 1,Cosponsor
625,George R. Nethercutt Jr.,Republican Party,Washington,HJRes 33,106- 1,Cosponsor
626,Adam Smith,Democratic Party,Washington,HJRes 33,106- 1,Cosponsor
627,Alan B. Mollohan,Democratic Party,West Virginia,HJRes 33,106- 1,Cosponsor
628,Nick J. Rahall II,Democratic Party,West Virginia,HJRes 33,106- 1,Cosponsor
629,Robert E. Wise Jr.,Democratic Party,West Virginia,HJRes 33,106- 1,Cosponsor
630,Mark A. Green,Republican Party,Wisconsin,HJRes 33,106- 1,Cosponsor
631,Paul D. Ryan,Republican Party,Wisconsin,HJRes 33,106- 1,Cosponsor
632,F. James Sensenbrenner Jr.,Republican Party,Wisconsin,HJRes 33,106- 1,Cosponsor
633,Barbara L. Cubin,Republican Party,Wyoming,HJRes 33,106- 1,Cosponsor
634,Stephen Columbus Millard,Republican Party,New York,HRes 69,49- 1,Primary
635,Orrin G. Hatch,Republican Party,Utah,SJRes 14,106- 1,Primary
636,Jefferson B. Sessions,Republican Party,Alabama,SJRes 14,106- 1,Cosponsor
637,Richard C. Shelby,Republican Party,Alabama,SJRes 14,106- 1,Cosponsor
638,Frank H. Murkowski,Republican Party,Alaska,SJRes 14,106- 1,Cosponsor
639,Ted F. Stevens,Republican Party,Alaska,SJRes 14,106- 1,Cosponsor
640,Jon Kyl,Republican Party,Arizona,SJRes 14,106- 1,Cosponsor
641,John S. McCain,Republican Party,Arizona,SJRes 14,106- 1,Cosponsor
642,Tim Hutchinson,Republican Party,Arkansas,SJRes 14,106- 1,Cosponsor
643,Blanche Lambert Lincoln,Democratic Party,Arkansas,SJRes 14,106- 1,Cosponsor
644,Dianne Feinstein,Democratic Party,California,SJRes 14,106- 1,Cosponsor
645,Wayne A. Allard,Republican Party,Colorado,SJRes 14,106- 1,Cosponsor
646,Ben Nighthorse Campbell,Republican Party,Colorado,SJRes 14,106- 1,Cosponsor
647,William V. Roth Jr.,Republican Party,Delaware,SJRes 14,106- 1,Cosponsor
648,Bob Graham,Democratic Party,Florida,SJRes 14,106- 1,Cosponsor
649,Connie Mack III,Republican Party,Florida,SJRes 14,106- 1,Cosponsor
650,J. Maxwell Cleland,Democratic Party,Georgia,SJRes 14,106- 1,Cosponsor
651,Paul D. Coverdell,Republican Party,Georgia,SJRes 14,106- 1,Cosponsor
652,Zell Bryan Miller,Democratic Party,Georgia,SJRes 14,106- 1,Cosponsor
653,Larry E. Craig,Republican Party,Idaho,SJRes 14,106- 1,Cosponsor
654,Michael D. Crapo,Republican Party,Idaho,SJRes 14,106- 1,Cosponsor
655,Peter G. Fitzgerald,Republican Party,Illinois,SJRes 14,106- 1,Cosponsor
656,Richard G. Lugar,Republican Party,Indiana,SJRes 14,106- 1,Cosponsor
657,Charles E. Grassley,Republican Party,Iowa,SJRes 14,106- 1,Cosponsor
658,Samuel D. Brownback,Republican Party,Kansas,SJRes 14,106- 1,Cosponsor
659,Pat Roberts,Republican Party,Kansas,SJRes 14,106- 1,Cosponsor
660,Jim Bunning,Republican Party,Kentucky,SJRes 14,106- 1,Cosponsor
661,John B. Breaux,Democratic Party,Louisiana,SJRes 14,106- 1,Cosponsor
662,Susan M. Collins,Republican Party,Maine,SJRes 14,106- 1,Cosponsor
663,Olympia J. Snowe,Republican Party,Maine,SJRes 14,106- 1,Cosponsor
