,Name,Party,State,Bill:,Congress-Session:,Category
997,William V. Roth Jr.,Republican Party,Delaware,SJRes 31,104- 1,Cosponsor
998,Connie Mack III,Republican Party,Florida,SJRes 31,104- 1,Cosponsor
999,Paul D. Coverdell,Republican Party,Georgia,SJRes 31,104- 1,Cosponsor
1000,Samuel Augustus Nunn,Democratic Party,Georgia,SJRes 31,104- 1,Cosponsor
1001,Larry E. Craig,Republican Party,Idaho,SJRes 31,104- 1,Cosponsor
1002,Dirk Kempthorne,Republican Party,Idaho,SJRes 31,104- 1,Cosponsor
1003,Daniel Ray Coats,Republican Party,Indiana,SJRes 31,104- 1,Cosponsor
1004,Richard G. Lugar,Republican Party,Indiana,SJRes 31,104- 1,Cosponsor
1005,Charles E. Grassley,Republican Party,Iowa,SJRes 31,104- 1,Cosponsor
1006,Robert Joseph Dole,Republican Party,Kansas,SJRes 31,104- 1,Cosponsor
1007,Nancy Landon Kassebaum,Republican Party,Kansas,SJRes 31,104- 1,Cosponsor
1008,Wendell Hampton Ford,Democratic Party,Kentucky,SJRes 31,104- 1,Cosponsor
1009,John B. Breaux,Democratic Party,Louisiana,SJRes 31,104- 1,Cosponsor
1010,John Bennett Johnston Jr.,Democratic Party,Louisiana,SJRes 31,104- 1,Cosponsor
1011,William Sebastian Cohen,Republican Party,Maine,SJRes 31,104- 1,Cosponsor
1012,Olympia J. Snowe,Republican Party,Maine,SJRes 31,104- 1,Cosponsor
1013,Rod Grams,Republican Party,Minnesota,SJRes 31,104- 1,Cosponsor
1014,Thad Cochran,Republican Party,Mississippi,SJRes 31,104- 1,Cosponsor
1015,Trent Lott,Republican Party,Mississippi,SJRes 31,104- 1,Cosponsor
1016,John Ashcroft,Republican Party,Missouri,SJRes 31,104- 1,Cosponsor
1017,Christopher S. Bond,Republican Party,Missouri,SJRes 31,104- 1,Cosponsor
1018,Max S. Baucus,Democratic Party,Montana,SJRes 31,104- 1,Cosponsor
1019,Conrad Burns,Republican Party,Montana,SJRes 31,104- 1,Cosponsor
1020,J. James Exon,Democratic Party,Nebraska,SJRes 31,104- 1,Cosponsor
1021,Harry M. Reid,Democratic Party,Nevada,SJRes 31,104- 1,Cosponsor
1022,Judd A. Gregg,Republican Party,New Hampshire,SJRes 31,104- 1,Cosponsor
1023,Robert Smith,Republican Party,New Hampshire,SJRes 31,104- 1,Cosponsor
1024,Pete V. Domenici,Republican Party,New Mexico,SJRes 31,104- 1,Cosponsor
1025,Alfonse Marcello D’Amato,Republican Party,New York,SJRes 31,104- 1,Cosponsor
1026,Duncan McLauchlin Faircloth,Republican Party,North Carolina,SJRes 31,104- 1,Cosponsor
1027,Jesse Helms,Republican Party,North Carolina,SJRes 31,104- 1,Cosponsor
1028,Michael DeWine,Republican Party,Ohio,SJRes 31,104- 1,Cosponsor
1029,James M. Inhofe,Republican Party,Oklahoma,SJRes 31,104- 1,Cosponsor
1030,Don Nickles,Republican Party,Oklahoma,SJRes 31,104- 1,Cosponsor
1031,Richard J. Santorum,Republican Party,Pennsylvania,SJRes 31,104- 1,Cosponsor
1032,Ernest F. Hollings,Democratic Party,South Carolina,SJRes 31,104- 1,Cosponsor
1033,J. Strom Thurmond,Republican Party,South Carolina,SJRes 31,104- 1,Cosponsor
1034,Larry Lee Pressler,Republican Party,South Dakota,SJRes 31,104- 1,Cosponsor
1035,Fred Thompson,Republican Party,Tennessee,SJRes 31,104- 1,Cosponsor
1036,William H. Frist,Republican Party,Tennessee,SJRes 31,104- 1,Cosponsor
1037,Phil Gramm,Republican Party,Texas,SJRes 31,104- 1,Cosponsor
1038,Kay Bailey Hutchison,Republican Party,Texas,SJRes 31,104- 1,Cosponsor
1039,John W. Warner,Republican Party,Virginia,SJRes 31,104- 1,Cosponsor
1040,John D. Rockefeller IV,Democratic Party,West Virginia,SJRes 31,104- 1,Cosponsor
1041,Alan Kooi Simpson,Republican Party,Wyoming,SJRes 31,104- 1,Cosponsor
1042,Craig Thomas,Republican Party,Wyoming,SJRes 31,104- 1,Cosponsor
1043,Randall H. Cunningham,Republican Party,California,HJRes 36,107- 1,Primary
1044,Robert B. Aderholt,Republican Party,Alabama,HJRes 36,107- 1,Cosponsor
1045,Spencer Thomas Bachus III,Republican Party,Alabama,HJRes 36,107- 1,Cosponsor
1046,Robert E. Cramer Jr.,Democratic Party,Alabama,HJRes 36,107- 1,Cosponsor
1047,Terry Everett,Republican Party,Alabama,HJRes 36,107- 1,Cosponsor
1048,Bob Riley,Republican Party,Alabama,HJRes 36,107- 1,Cosponsor
1049,Don E. Young,Republican Party,Alaska,HJRes 36,107- 1,Cosponsor
1050,John D. Hayworth Jr.,Republican Party,Arizona,HJRes 36,107- 1,Cosponsor
1051,Robert Stump,Republican Party,Arizona,HJRes 36,107- 1,Cosponsor
1052,Asa Hutchinson,Republican Party,Arkansas,HJRes 36,107- 1,Cosponsor
1053,Robert Marion Berry,Democratic Party,Arkansas,HJRes 36,107- 1,Cosponsor
1054,Joe Baca,Democratic Party,California,HJRes 36,107- 1,Cosponsor
1055,Calvin M. Dooley,Democratic Party,California,HJRes 36,107- 1,Cosponsor
1056,Stephen Horn,Republican Party,California,HJRes 36,107- 1,Cosponsor
1057,Duncan L. Hunter,Republican Party,California,HJRes 36,107- 1,Cosponsor
1058,Darrell E. Issa,Republican Party,California,HJRes 36,107- 1,Cosponsor
1059,Gary G. Miller,Republican Party,California,HJRes 36,107- 1,Cosponsor
1060,George P. Radanovich,Republican Party,California,HJRes 36,107- 1,Cosponsor
1061,Dana T. Rohrabacher,Republican Party,California,HJRes 36,107- 1,Cosponsor
1062,Howard P. McKeon,Republican Party,California,HJRes 36,107- 1,Cosponsor
1063,Gary Condit,Democratic Party,California,HJRes 36,107- 1,Cosponsor
1064,Edward R. Royce,Republican Party,California,HJRes 36,107- 1,Cosponsor
1065,John T. Doolittle,Republican Party,California,HJRes 36,107- 1,Cosponsor
1066,Loretta B. Sanchez,Democratic Party,California,HJRes 36,107- 1,Cosponsor
1067,Richard W. Pombo,Republican Party,California,HJRes 36,107- 1,Cosponsor
1068,Doug Ose,Republican Party,California,HJRes 36,107- 1,Cosponsor
1069,Mary Whitaker Bono Mack,Republican Party,California,HJRes 36,107- 1,Cosponsor
1070,Jane Harman,Democratic Party,California,HJRes 36,107- 1,Cosponsor
1071,Walter Herger,Republican Party,California,HJRes 36,107- 1,Cosponsor
1072,Jerry Lewis,Republican Party,California,HJRes 36,107- 1,Cosponsor
1073,Grace F. Napolitano,Democratic Party,California,HJRes 36,107- 1,Cosponsor
1074,Joel Hefley,Republican Party,Colorado,HJRes 36,107- 1,Cosponsor
1075,Thomas G. Tancredo,Republican Party,Colorado,HJRes 36,107- 1,Cosponsor
1076,Bob Schaffer,Republican Party,Colorado,HJRes 36,107- 1,Cosponsor
1077,Robert Ruhl Simmons,Republican Party,Connecticut,HJRes 36,107- 1,Cosponsor
1078,James Maloney,Democratic Party,Connecticut,HJRes 36,107- 1,Cosponsor
1079,Nancy Lee Johnson,Republican Party,Connecticut,HJRes 36,107- 1,Cosponsor
1080,Michael Bilirakis,Republican Party,Florida,HJRes 36,107- 1,Cosponsor
1081,Ander Crenshaw,Republican Party,Florida,HJRes 36,107- 1,Cosponsor
1082,Mark Adam Foley,Republican Party,Florida,HJRes 36,107- 1,Cosponsor
1083,E. Clay Shaw Jr.,Republican Party,Florida,HJRes 36,107- 1,Cosponsor
1084,Karen Thurman,Democratic Party,Florida,HJRes 36,107- 1,Cosponsor
1085,Ric Keller,Republican Party,Florida,HJRes 36,107- 1,Cosponsor
1086,Corrine Brown,Democratic Party,Florida,HJRes 36,107- 1,Cosponsor
1087,Lincoln Diaz-Balart,Republican Party,Florida,HJRes 36,107- 1,Cosponsor
1088,David J. Weldon Jr.,Republican Party,Florida,HJRes 36,107- 1,Cosponsor
1089,Adam H. Putnam,Republican Party,Florida,HJRes 36,107- 1,Cosponsor
1090,Dan Miller,Republican Party,Florida,HJRes 36,107- 1,Cosponsor
1091,C. W. Bill Young,Republican Party,Florida,HJRes 36,107- 1,Cosponsor
1092,Sanford D. Bishop Jr.,Democratic Party,Georgia,HJRes 36,107- 1,Cosponsor
1093,Nathan Deal,Republican Party,Georgia,HJRes 36,107- 1,Cosponsor
1094,John H. Isakson,Republican Party,Georgia,HJRes 36,107- 1,Cosponsor
1095,Bob Barr,Republican Party,Georgia,HJRes 36,107- 1,Cosponsor
1096,John Linder,Republican Party,Georgia,HJRes 36,107- 1,Cosponsor
1097,Saxby Chambliss,Republican Party,Georgia,HJRes 36,107- 1,Cosponsor
1098,Michael Allen Collins,Republican Party,Georgia,HJRes 36,107- 1,Cosponsor
1099,Jack Kingston,Republican Party,Georgia,HJRes 36,107- 1,Cosponsor
1100,Charles W. Norwood Jr.,Republican Party,Georgia,HJRes 36,107- 1,Cosponsor
1101,Michael K. Simpson,Republican Party,Idaho,HJRes 36,107- 1,Cosponsor
1102,C.L. Otter,Republican Party,Idaho,HJRes 36,107- 1,Cosponsor
1103,William O. Lipinski,Democratic Party,Illinois,HJRes 36,107- 1,Cosponsor
1104,John M. Shimkus,Republican Party,Illinois,HJRes 36,107- 1,Cosponsor
1105,Jerry F. Costello,Democratic Party,Illinois,HJRes 36,107- 1,Cosponsor
1106,Donald A. Manzullo,Republican Party,Illinois,HJRes 36,107- 1,Cosponsor
1107,Philip M. Crane,Republican Party,Illinois,HJRes 36,107- 1,Cosponsor
1108,Ray H. LaHood,Republican Party,Illinois,HJRes 36,107- 1,Cosponsor
1109,J. Dennis Hastert,Republican Party,Illinois,HJRes 36,107- 1,Cosponsor
1110,Timothy V. Johnson,Republican Party,Illinois,HJRes 36,107- 1,Cosponsor
1111,Gerald C. Weller,Republican Party,Illinois,HJRes 36,107- 1,Cosponsor
1112,Mark Steven Kirk,Republican Party,Illinois,HJRes 36,107- 1,Cosponsor
1113,Henry John Hyde,Republican Party,Illinois,HJRes 36,107- 1,Cosponsor
1114,David Phelps,Democratic Party,Illinois,HJRes 36,107- 1,Cosponsor
1115,Dan L. Burton,Republican Party,Indiana,HJRes 36,107- 1,Cosponsor
1116,Stephen E. Buyer,Republican Party,Indiana,HJRes 36,107- 1,Cosponsor
1117,Brian Kerns,Republican Party,Indiana,HJRes 36,107- 1,Cosponsor
1118,Mark Edward Souder,Republican Party,Indiana,HJRes 36,107- 1,Cosponsor
1119,Timothy Roemer,Democratic Party,Indiana,HJRes 36,107- 1,Cosponsor
1120,John Nathan Hostettler,Republican Party,Indiana,HJRes 36,107- 1,Cosponsor
1121,Mike Pence,Republican Party,Indiana,HJRes 36,107- 1,Cosponsor
1122,Greg Ganske,Republican Party,Iowa,HJRes 36,107- 1,Cosponsor
1123,Tom P. Latham,Republican Party,Iowa,HJRes 36,107- 1,Cosponsor
1124,Leonard L. Boswell,Democratic Party,Iowa,HJRes 36,107- 1,Cosponsor
1125,James Allen Nussle,Republican Party,Iowa,HJRes 36,107- 1,Cosponsor
1126,Jim R. Ryun,Republican Party,Kansas,HJRes 36,107- 1,Cosponsor
1127,Todd Tiahrt,Republican Party,Kansas,HJRes 36,107- 1,Cosponsor
1128,Jerry Moran,Republican Party,Kansas,HJRes 36,107- 1,Cosponsor
1129,Ernest Lee Fletcher,Republican Party,Kentucky,HJRes 36,107- 1,Cosponsor
1130,Ron Lewis,Republican Party,Kentucky,HJRes 36,107- 1,Cosponsor
1131,Harold Rogers,Republican Party,Kentucky,HJRes 36,107- 1,Cosponsor
1132,Kenneth R. Lucas,Democratic Party,Kentucky,HJRes 36,107- 1,Cosponsor
1133,Anne Meagher Northup,Republican Party,Kentucky,HJRes 36,107- 1,Cosponsor
1134,Ed Whitfield,Republican Party,Kentucky,HJRes 36,107- 1,Cosponsor
1135,Richard Hugh Baker,Republican Party,Louisiana,HJRes 36,107- 1,Cosponsor
1136,John Cooksey,Republican Party,Louisiana,HJRes 36,107- 1,Cosponsor
1137,James O. McCrery III,Republican Party,Louisiana,HJRes 36,107- 1,Cosponsor
1138,Christopher John,Democratic Party,Louisiana,HJRes 36,107- 1,Cosponsor
1139,David Vitter,Republican Party,Louisiana,HJRes 36,107- 1,Cosponsor
1140,John Baldacci,Democratic Party,Maine,HJRes 36,107- 1,Cosponsor
1141,Robert L. Ehrlich Jr.,Republican Party,Maryland,HJRes 36,107- 1,Cosponsor
1142,Roscoe G. Bartlett,Republican Party,Maryland,HJRes 36,107- 1,Cosponsor
1143,Albert Russell Wynn,Democratic Party,Maryland,HJRes 36,107- 1,Cosponsor
1144,John Joseph Moakley,Democratic Party,Massachusetts,HJRes 36,107- 1,Cosponsor
1145,James P. McGovern,Democratic Party,Massachusetts,HJRes 36,107- 1,Cosponsor
1146,James A. Barcia,Democratic Party,Michigan,HJRes 36,107- 1,Cosponsor
1147,Dave Lee Camp,Republican Party,Michigan,HJRes 36,107- 1,Cosponsor
1148,Mike Rogers,Republican Party,Michigan,HJRes 36,107- 1,Cosponsor
1149,Bart T. Stupak,Democratic Party,Michigan,HJRes 36,107- 1,Cosponsor
1150,Joseph K. Knollenberg,Republican Party,Michigan,HJRes 36,107- 1,Cosponsor
1151,Dale E. Kildee,Democratic Party,Michigan,HJRes 36,107- 1,Cosponsor
1152,Gilbert W. Gutknecht,Republican Party,Minnesota,HJRes 36,107- 1,Cosponsor
1153,James M. Ramstad,Republican Party,Minnesota,HJRes 36,107- 1,Cosponsor
1154,William Luther,Democratic Party,Minnesota,HJRes 36,107- 1,Cosponsor
1155,Mark R. Kennedy,Republican Party,Minnesota,HJRes 36,107- 1,Cosponsor
1156,Collin Clark Peterson,Democratic Party,Minnesota,HJRes 36,107- 1,Cosponsor
1157,Ronnie Shows,Democratic Party,Mississippi,HJRes 36,107- 1,Cosponsor
1158,Gene Taylor,Democratic Party,Mississippi,HJRes 36,107- 1,Cosponsor
1159,Roger F. Wicker,Republican Party,Mississippi,HJRes 36,107- 1,Cosponsor
1160,Charles W. Pickering Jr.,Republican Party,Mississippi,HJRes 36,107- 1,Cosponsor
1161,W. Todd Akin,Republican Party,Missouri,HJRes 36,107- 1,Cosponsor
1162,Jo Ann H. Emerson,Republican Party,Missouri,HJRes 36,107- 1,Cosponsor
1163,Kenny C. Hulshof,Republican Party,Missouri,HJRes 36,107- 1,Cosponsor
1164,Ike Skelton,Democratic Party,Missouri,HJRes 36,107- 1,Cosponsor
1165,Sam B. Graves,Republican Party,Missouri,HJRes 36,107- 1,Cosponsor
1166,Roy Blunt,Republican Party,Missouri,HJRes 36,107- 1,Cosponsor
1167,Dennis Rehberg,Republican Party,Montana,HJRes 36,107- 1,Cosponsor
1168,Douglas K. Bereuter,Republican Party,Nebraska,HJRes 36,107- 1,Cosponsor
1169,Thomas William Osborne,Republican Party,Nebraska,HJRes 36,107- 1,Cosponsor
1170,Lee R. Terry,Republican Party,Nebraska,HJRes 36,107- 1,Cosponsor
1171,James A. Gibbons,Republican Party,Nevada,HJRes 36,107- 1,Cosponsor
1172,Shelley Berkley,Democratic Party,Nevada,HJRes 36,107- 1,Cosponsor
1173,John E. Sununu,Republican Party,New Hampshire,HJRes 36,107- 1,Cosponsor
1174,Charles F. Bass,Republican Party,New Hampshire,HJRes 36,107- 1,Cosponsor
1175,Rodney P. Frelinghuysen,Republican Party,New Jersey,HJRes 36,107- 1,Cosponsor
1176,Frank A. LoBiondo,Republican Party,New Jersey,HJRes 36,107- 1,Cosponsor
1177,H. James Saxton,Republican Party,New Jersey,HJRes 36,107- 1,Cosponsor
1178,Christopher H. Smith,Republican Party,New Jersey,HJRes 36,107- 1,Cosponsor
1179,Marge Roukema,Republican Party,New Jersey,HJRes 36,107- 1,Cosponsor
1180,Steven R. Rothman,Democratic Party,New Jersey,HJRes 36,107- 1,Cosponsor
1181,Robert Menendez,Democratic Party,New Jersey,HJRes 36,107- 1,Cosponsor
1182,Michael Ferguson,Republican Party,New Jersey,HJRes 36,107- 1,Cosponsor
1183,Frank J. Pallone Jr.,Democratic Party,New Jersey,HJRes 36,107- 1,Cosponsor
1184,Bill J. Pascrell Jr.,Democratic Party,New Jersey,HJRes 36,107- 1,Cosponsor
1185,Robert E. Andrews,Democratic Party,New Jersey,HJRes 36,107- 1,Cosponsor
1186,Heather A. Wilson,Republican Party,New Mexico,HJRes 36,107- 1,Cosponsor
1187,Joseph Skeen,Republican Party,New Mexico,HJRes 36,107- 1,Cosponsor
1188,Sherwood L. Boehlert,Republican Party,New York,HJRes 36,107- 1,Cosponsor
1189,Joseph Crowley,Democratic Party,New York,HJRes 36,107- 1,Cosponsor
1190,Vito J. Fossella Jr.,Republican Party,New York,HJRes 36,107- 1,Cosponsor
1191,Benjamin Gilman,Republican Party,New York,HJRes 36,107- 1,Cosponsor
1192,Felix Grucci,Republican Party,New York,HJRes 36,107- 1,Cosponsor
1193,Sue W. Kelly,Republican Party,New York,HJRes 36,107- 1,Cosponsor
1194,Peter T. King,Republican Party,New York,HJRes 36,107- 1,Cosponsor
1195,Carolyn McCarthy,Democratic Party,New York,HJRes 36,107- 1,Cosponsor
1196,Michael R. McNulty,Democratic Party,New York,HJRes 36,107- 1,Cosponsor
1197,Jack Quinn,Republican Party,New York,HJRes 36,107- 1,Cosponsor
1198,Thomas M. Reynolds,Republican Party,New York,HJRes 36,107- 1,Cosponsor
1199,John E. Sweeney,Republican Party,New York,HJRes 36,107- 1,Cosponsor
1200,John M. McHugh,Republican Party,New York,HJRes 36,107- 1,Cosponsor
1201,James T. Walsh,Republican Party,New York,HJRes 36,107- 1,Cosponsor
1202,Amory Houghton Jr.,Republican Party,New York,HJRes 36,107- 1,Cosponsor
1203,Sue W. Myrick,Republican Party,North Carolina,HJRes 36,107- 1,Cosponsor
1204,Charles H. Taylor,Republican Party,North Carolina,HJRes 36,107- 1,Cosponsor
1205,Robin C. Hayes,Republican Party,North Carolina,HJRes 36,107- 1,Cosponsor
1206,Mike McIntyre,Democratic Party,North Carolina,HJRes 36,107- 1,Cosponsor
1207,Richard M. Burr,Republican Party,North Carolina,HJRes 36,107- 1,Cosponsor
1208,Cass Ballenger,Republican Party,North Carolina,HJRes 36,107- 1,Cosponsor
1209,Bob R. Etheridge,Democratic Party,North Carolina,HJRes 36,107- 1,Cosponsor
1210,Howard Coble,Republican Party,North Carolina,HJRes 36,107- 1,Cosponsor
1211,Earl Ralph Pomeroy,Democratic Party,North Dakota,HJRes 36,107- 1,Cosponsor
1212,Sherrod Brown,Democratic Party,Ohio,HJRes 36,107- 1,Cosponsor
1213,Paul E. Gillmor,Republican Party,Ohio,HJRes 36,107- 1,Cosponsor
1214,Michael G. Oxley,Republican Party,Ohio,HJRes 36,107- 1,Cosponsor
1215,James A. Traficant Jr.,Democratic Party,Ohio,HJRes 36,107- 1,Cosponsor
1216,Patrick J. Tiberi,Republican Party,Ohio,HJRes 36,107- 1,Cosponsor
1217,Marcy Kaptur,Democratic Party,Ohio,HJRes 36,107- 1,Cosponsor
1218,Steven C. LaTourette,Republican Party,Ohio,HJRes 36,107- 1,Cosponsor
1219,Robert J. Portman,Republican Party,Ohio,HJRes 36,107- 1,Cosponsor
1220,John A. Boehner,Republican Party,Ohio,HJRes 36,107- 1,Cosponsor
1221,David Lee Hobson,Republican Party,Ohio,HJRes 36,107- 1,Cosponsor
1222,Robert William Ney,Republican Party,Ohio,HJRes 36,107- 1,Cosponsor
1223,Ted Strickland,Democratic Party,Ohio,HJRes 36,107- 1,Cosponsor
1224,Steve Largent,Republican Party,Oklahoma,HJRes 36,107- 1,Cosponsor
1225,Ernest J. Istook Jr.,Republican Party,Oklahoma,HJRes 36,107- 1,Cosponsor
1226,Wes Watkins,Republican Party,Oklahoma,HJRes 36,107- 1,Cosponsor
1227,J.C. Watts,Republican Party,Oklahoma,HJRes 36,107- 1,Cosponsor
1228,Brad Carson,Democratic Party,Oklahoma,HJRes 36,107- 1,Cosponsor
1229,Greg P. Walden,Republican Party,Oregon,HJRes 36,107- 1,Cosponsor
1230,Michael F. Doyle Jr.,Democratic Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1231,Philip English,Republican Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1232,Melissa A. Hart,Republican Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1233,Paul E. Kanjorski,Democratic Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1234,John P. Murtha,Democratic Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1235,Patrick J. Toomey,Republican Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1236,Donald L. Sherwood,Republican Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1237,George W. Gekas,Republican Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1238,John E. Peterson,Republican Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1239,Todd R. Platts,Republican Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1240,Frank Mascara,Democratic Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1241,Joseph R. Pitts,Republican Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1242,Bill Shuster,Republican Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1243,Tim Holden,Democratic Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1244,W. Curtis Weldon,Republican Party,Pennsylvania,HJRes 36,107- 1,Cosponsor
1245,James R. Langevin,Democratic Party,Rhode Island,HJRes 36,107- 1,Cosponsor
1246,Lindsey O. Graham,Republican Party,South Carolina,HJRes 36,107- 1,Cosponsor
1247,Floyd Spence,Republican Party,South Carolina,HJRes 36,107- 1,Cosponsor
1248,Henry E. Brown Jr.,Republican Party,South Carolina,HJRes 36,107- 1,Cosponsor
1249,John Thune,Republican Party,South Dakota,HJRes 36,107- 1,Cosponsor
1250,John J. Duncan Jr.,Republican Party,Tennessee,HJRes 36,107- 1,Cosponsor
1251,Barton Jennings Gordon,Democratic Party,Tennessee,HJRes 36,107- 1,Cosponsor
1252,Van Hilleary,Republican Party,Tennessee,HJRes 36,107- 1,Cosponsor
1253,Zach Wamp,Republican Party,Tennessee,HJRes 36,107- 1,Cosponsor
1254,Ed Bryant,Republican Party,Tennessee,HJRes 36,107- 1,Cosponsor
1255,Robert Clement,Democratic Party,Tennessee,HJRes 36,107- 1,Cosponsor
1256,William Lewis Jenkins,Republican Party,Tennessee,HJRes 36,107- 1,Cosponsor
1257,Joe Linus Barton,Republican Party,Texas,HJRes 36,107- 1,Cosponsor
1258,Thomas Edwards,Democratic Party,Texas,HJRes 36,107- 1,Cosponsor
1259,Gene Eugene Green,Democratic Party,Texas,HJRes 36,107- 1,Cosponsor
1260,Rubén E. Hinojosa,Democratic Party,Texas,HJRes 36,107- 1,Cosponsor
1261,Sam Robert Johnson,Republican Party,Texas,HJRes 36,107- 1,Cosponsor
1262,Lamar S. Smith,Republican Party,Texas,HJRes 36,107- 1,Cosponsor
1263,Charles W. Stenholm,Democratic Party,Texas,HJRes 36,107- 1,Cosponsor
1264,James Turner,Democratic Party,Texas,HJRes 36,107- 1,Cosponsor
1265,Kevin P. Brady,Republican Party,Texas,HJRes 36,107- 1,Cosponsor
1266,Larry Combest,Republican Party,Texas,HJRes 36,107- 1,Cosponsor
1267,John Abney Culberson,Republican Party,Texas,HJRes 36,107- 1,Cosponsor
1268,Ralph M. Hall,Democratic Party,Texas,HJRes 36,107- 1,Cosponsor
1269,Max A. Sandlin Jr.,Democratic Party,Texas,HJRes 36,107- 1,Cosponsor
1270,Nicholas V. Lampson,Democratic Party,Texas,HJRes 36,107- 1,Cosponsor
1271,Ken Bentsen,Democratic Party,Texas,HJRes 36,107- 1,Cosponsor
1272,Henry Bonilla,Republican Party,Texas,HJRes 36,107- 1,Cosponsor
1273,Mac M. Thornberry,Republican Party,Texas,HJRes 36,107- 1,Cosponsor
1274,Jonas Frost III,Democratic Party,Texas,HJRes 36,107- 1,Cosponsor
1275,Silvestre Reyes,Democratic Party,Texas,HJRes 36,107- 1,Cosponsor
1276,Pete A. Sessions,Republican Party,Texas,HJRes 36,107- 1,Cosponsor
1277,Kay Granger,Republican Party,Texas,HJRes 36,107- 1,Cosponsor
1278,Ciro D. Rodriguez,Democratic Party,Texas,HJRes 36,107- 1,Cosponsor
1279,James V. Hansen,Republican Party,Utah,HJRes 36,107- 1,Cosponsor
1280,Christopher B. Cannon,Republican Party,Utah,HJRes 36,107- 1,Cosponsor
1281,Jo Ann S. Davis,Republican Party,Virginia,HJRes 36,107- 1,Cosponsor
1282,Thomas M. Davis III,Republican Party,Virginia,HJRes 36,107- 1,Cosponsor
1283,Virgil H. Goode Jr.,Republican Party,Virginia,HJRes 36,107- 1,Cosponsor
1284,Edward L. Schrock,Republican Party,Virginia,HJRes 36,107- 1,Cosponsor
1285,Frank R. Wolf,Republican Party,Virginia,HJRes 36,107- 1,Cosponsor
1286,Eric I. Cantor,Republican Party,Virginia,HJRes 36,107- 1,Cosponsor
1287,Bob W. Goodlatte,Republican Party,Virginia,HJRes 36,107- 1,Cosponsor
1288,J. Randy Forbes,Republican Party,Virginia,HJRes 36,107- 1,Cosponsor
1289,George R. Nethercutt Jr.,Republican Party,Washington,HJRes 36,107- 1,Cosponsor
1290,Adam Smith,Democratic Party,Washington,HJRes 36,107- 1,Cosponsor
1291,Jennifer B. Dunn,Republican Party,Washington,HJRes 36,107- 1,Cosponsor
1292,Alan B. Mollohan,Democratic Party,West Virginia,HJRes 36,107- 1,Cosponsor
1293,Nick J. Rahall II,Democratic Party,West Virginia,HJRes 36,107- 1,Cosponsor
1294,Shelley Moore Capito,Republican Party,West Virginia,HJRes 36,107- 1,Cosponsor
1295,Mark A. Green,Republican Party,Wisconsin,HJRes 36,107- 1,Cosponsor
1296,Paul D. Ryan,Republican Party,Wisconsin,HJRes 36,107- 1,Cosponsor
1297,Earl Cory Michener,Republican Party,Michigan,HJRes 27,80- 1,Primary
1298,Moses Ayers McCoid,Republican Party,Iowa,HJRes 344,46- 3,Primary
1299,Birch Evans Bayh,Democratic Party,Indiana,SJRes 1,89- 1,Primary
1300,John Jackson Sparkman,Democratic Party,Alabama,SJRes 1,89- 1,Cosponsor
1301,Edward Lewis Bartlett,Democratic Party,Alaska,SJRes 1,89- 1,Cosponsor
1302,Ernest Gruening,Democratic Party,Alaska,SJRes 1,89- 1,Cosponsor
1303,Paul Jones Fannin,Republican Party,Arizona,SJRes 1,89- 1,Cosponsor
1304,John Little McClellan,Democratic Party,Arkansas,SJRes 1,89- 1,Cosponsor
1305,Thomas Henry Kuchel,Republican Party,California,SJRes 1,89- 1,Cosponsor
1306,George Lloyd Murphy,Republican Party,California,SJRes 1,89- 1,Cosponsor
1307,Peter Hoyt Dominick,Republican Party,Colorado,SJRes 1,89- 1,Cosponsor
1308,Thomas Joseph Dodd,Democratic Party,Connecticut,SJRes 1,89- 1,Cosponsor
1309,Abraham Alexander Ribicoff,Democratic Party,Connecticut,SJRes 1,89- 1,Cosponsor
1310,James Caleb Boggs,Republican Party,Delaware,SJRes 1,89- 1,Cosponsor
1311,George Armistead Smathers,Democratic Party,Florida,SJRes 1,89- 1,Cosponsor
1312,Hiram Leong Fong,Republican Party,Hawaii,SJRes 1,89- 1,Cosponsor
1313,Daniel K. Inouye,Democratic Party,Hawaii,SJRes 1,89- 1,Cosponsor
1314,Frank Forrester Church,Democratic Party,Idaho,SJRes 1,89- 1,Cosponsor
1315,Leonard Beck Jordan,Republican Party,Idaho,SJRes 1,89- 1,Cosponsor
1316,Everett McKinley Dirksen,Republican Party,Illinois,SJRes 1,89- 1,Cosponsor
1317,Paul Howard Douglas,Democratic Party,Illinois,SJRes 1,89- 1,Cosponsor
1318,Rupert Vance Hartke,Democratic Party,Indiana,SJRes 1,89- 1,Cosponsor
1319,Bourke Blakemore Hickenlooper,Republican Party,Iowa,SJRes 1,89- 1,Cosponsor
